TITULO,OFERTA,VALORES,VALORES_PROMO,LOCATION,CITY,STATE,METRAGEM,QUARTO,GARAGEM,BANHEIRO,KEY,REF_DATE,LAST_DATE
Apartamento,COMPRA,480000,480000,Cristal,Porto Alegre,RS,76,3,2,2,159425,26-07-2023,-
Cobertura,COMPRA,560000,560000,Higienópolis,Porto Alegre,RS,136,2,1,1,159459,26-07-2023,-
Casa,COMPRA,850000,850000,Floresta,Porto Alegre,RS,506,3,3,3,159522,26-07-2023,-
Lote/terreno,COMPRA,780000,780000,Belém Novo,Porto Alegre,RS,3752,0,0,0,159587,26-07-2023,-
Casa,COMPRA,920000,920000,Sarandi,Porto Alegre,RS,195,3,4,3,155925,26-07-2023,-
Apartamento,COMPRA,320000,320000,Santana,Porto Alegre,RS,41,1,1,1,151097,26-07-2023,-
Lote/terreno,COMPRA,6000000,6000000,Menino Deus,Porto Alegre,RS,1610,0,0,0,151099,26-07-2023,-
Lote/terreno,COMPRA,150000,150000,Espírito Santo,Porto Alegre,RS,200,0,0,0,151139,26-07-2023,-
Apartamento,COMPRA,202000,202000,Sarandi,Porto Alegre,RS,59,2,1,1,152569,26-07-2023,-
Apartamento,COMPRA,250000,250000,Sarandi,Porto Alegre,RS,59,3,1,2,152578,26-07-2023,-
Casa,COMPRA,4800000,4800000,Ponta Grossa,Porto Alegre,RS,4920,3,3,7,152582,26-07-2023,-
Apartamento,COMPRA,500000,500000,Tristeza,Porto Alegre,RS,95,3,2,2,152609,26-07-2023,-
Apartamento,COMPRA,295000,295000,Partenon,Porto Alegre,RS,90,2,1,1,152721,26-07-2023,-
Apartamento,COMPRA,160000,160000,Alto Teresópolis,Porto Alegre,RS,40,1,1,1,149934,26-07-2023,-
Casa,COMPRA,850000,850000,Cristo Redentor,Porto Alegre,RS,337,3,3,3,151173,26-07-2023,-
Kitnet/JK,COMPRA,148000,148000,Cristal,Porto Alegre,RS,26,1,0,1,151213,26-07-2023,-
Lote/terreno,COMPRA,1999000,1999000,Centro Histórico,Porto Alegre,RS,500,0,0,0,151303,26-07-2023,-
Apartamento,COMPRA,190000,190000,Cristal,Porto Alegre,RS,41,1,1,1,155236,26-07-2023,-
Lote/terreno,COMPRA,400000,400000,Vila Jardim,Porto Alegre,RS,264,0,0,0,155292,26-07-2023,-
Lote/terreno,COMPRA,1098000,1098000,Teresópolis,Porto Alegre,RS,800,0,0,0,155309,26-07-2023,-
Apartamento,COMPRA,580000,580000,Cristal,Porto Alegre,RS,82,3,1,2,153081,26-07-2023,-
Apartamento,COMPRA,120100,120100,Jardim Leopoldina,Porto Alegre,RS,43,1,0,1,153194,26-07-2023,-
Apartamento,COMPRA,330000,330000,Floresta,Porto Alegre,RS,92,3,0,1,153226,26-07-2023,-
Apartamento,COMPRA,127000,127000,Jardim do Salso,Porto Alegre,RS,45,1,0,1,153286,26-07-2023,-
Apartamento,COMPRA,200000,200000,Cristal,Porto Alegre,RS,65,2,1,1,153290,26-07-2023,-
Casa em Condomínio,COMPRA,1800000,1800000,Tristeza,Porto Alegre,RS,272,3,2,5,153312,26-07-2023,-
Apartamento,COMPRA,295000,295000,São João,Porto Alegre,RS,61,2,0,1,153384,26-07-2023,-
Apartamento,COMPRA,234000,234000,Ipanema,Porto Alegre,RS,47,2,1,1,135368,26-07-2023,-
Apartamento,COMPRA,265000,265000,Humaitá,Porto Alegre,RS,51,2,1,1,135429,26-07-2023,-
Cobertura,COMPRA,2350000,2350000,Higienópolis,Porto Alegre,RS,236,3,3,5,135452,26-07-2023,-
Apartamento,COMPRA,490000,490000,Camaquã,Porto Alegre,RS,69,3,1,3,135747,26-07-2023,-
Lote/terreno,COMPRA,4500000,4500000,Vila Nova,Porto Alegre,RS,18824,0,0,0,135756,26-07-2023,-
Lote/terreno,COMPRA,450000,450000,Tristeza,Porto Alegre,RS,477,0,0,0,130701,26-07-2023,-
Casa comercial,COMPRA,585000,585000,Cidade Baixa,Porto Alegre,RS,220,3,0,0,130705,26-07-2023,-
Apartamento,COMPRA,350000,350000,Humaitá,Porto Alegre,RS,54,2,0,1,130743,26-07-2023,-
Casa,COMPRA,620000,620000,Partenon,Porto Alegre,RS,160,3,2,2,130761,26-07-2023,-
Apartamento,COMPRA,475000,475000,Cristo Redentor,Porto Alegre,RS,75,3,2,2,130778,26-07-2023,-
Casa em Condomínio,COMPRA,2220000,2220000,Belém Novo,Porto Alegre,RS,323,4,4,5,130781,26-07-2023,-
Casa,COMPRA,750000,750000,Ipanema,Porto Alegre,RS,150,2,1,2,131682,26-07-2023,-
Cobertura Horizontal,COMPRA,1450000,1450000,Santa Tereza,Porto Alegre,RS,309,4,2,2,334221,26-07-2023,-
Apartamento,COMPRA,684495,684495,Jardim Lindóia,Porto Alegre,RS,93,2,1,2,329379,26-07-2023,-
Prédio,COMPRA,3200000,3200000,Tristeza,Porto Alegre,RS,890,1,40,2,329448,26-07-2023,-
Apartamento,COMPRA,100000,100000,Santa Rosa de Lima,Porto Alegre,RS,38,1,0,2,329457,26-07-2023,-
Casa,COMPRA,398000,398000,Glória,Porto Alegre,RS,230,4,0,2,329459,26-07-2023,-
Lote/terreno,COMPRA,1385000,1385000,Cristal,Porto Alegre,RS,770,0,0,0,329544,26-07-2023,-
Apartamento,COMPRA,586000,586000,Três Figueiras,Porto Alegre,RS,110,3,2,2,330150,26-07-2023,-
Lote/terreno,COMPRA,2000000,2000000,Ponta Grossa,Porto Alegre,RS,10657,0,0,0,330162,26-07-2023,-
Cobertura,COMPRA,950000,950000,Higienópolis,Porto Alegre,RS,179,3,1,3,328369,26-07-2023,-
Apartamento,COMPRA,96000,96000,Alto Petrópolis,Porto Alegre,RS,39,2,1,2,328377,26-07-2023,-
Apartamento,COMPRA,580000,580000,Independência,Porto Alegre,RS,66,2,1,2,328539,26-07-2023,-
Apartamento,COMPRA,361000,361000,Rio Branco,Porto Alegre,RS,173,3,0,3,328580,26-07-2023,-
Sala/Conjunto Comercial,COMPRA,140000,140000,Centro Histórico,Porto Alegre,RS,24,0,0,0,328604,26-07-2023,-
Apartamento,COMPRA,468000,468000,Auxiliadora,Porto Alegre,RS,28,1,0,1,328609,26-07-2023,-
Apartamento,COMPRA,245000,245000,Jardim Itu,Porto Alegre,RS,48,2,1,1,328610,26-07-2023,-
Apartamento,COMPRA,215000,215000,Santana,Porto Alegre,RS,46,1,0,1,328611,26-07-2023,-
Apartamento,COMPRA,515000,515000,Auxiliadora,Porto Alegre,RS,29,1,0,1,328617,26-07-2023,-
Apartamento,COMPRA,506000,506000,Auxiliadora,Porto Alegre,RS,29,1,0,1,328620,26-07-2023,-
Apartamento,COMPRA,501000,501000,Auxiliadora,Porto Alegre,RS,29,1,0,1,328622,26-07-2023,-
Apartamento,COMPRA,824000,824000,Auxiliadora,Porto Alegre,RS,45,1,0,1,328628,26-07-2023,-
Apartamento,COMPRA,510000,510000,Auxiliadora,Porto Alegre,RS,29,1,0,1,328634,26-07-2023,-
Apartamento,COMPRA,159990,159990,Mario Quintana,Porto Alegre,RS,40,2,1,2,328779,26-07-2023,-
Apartamento,COMPRA,299000,299000,Jardim do Salso,Porto Alegre,RS,61,2,1,1,328795,26-07-2023,-
Casa,COMPRA,1752000,1752000,Vila Assunção,Porto Alegre,RS,289,3,4,7,329108,26-07-2023,-
Apartamento,COMPRA,207497,207497,Floresta,Porto Alegre,RS,45,1,0,1,327701,26-07-2023,-
Apartamento,COMPRA,795000,795000,Jardim Europa,Porto Alegre,RS,60,1,2,2,327762,26-07-2023,-
Apartamento,COMPRA,180000,180000,Sarandi,Porto Alegre,RS,40,2,1,1,327841,26-07-2023,-
Apartamento,COMPRA,150000,150000,Jardim Leopoldina,Porto Alegre,RS,43,2,1,1,327848,26-07-2023,-
Apartamento,COMPRA,200000,200000,Rio Branco,Porto Alegre,RS,35,1,0,1,327870,26-07-2023,-
Apartamento,COMPRA,98000,98000,Rubem Berta,Porto Alegre,RS,43,2,0,1,327876,26-07-2023,-
Sala/Conjunto Comercial,COMPRA,49000,49000,Centro Histórico,Porto Alegre,RS,22,0,0,0,327894,26-07-2023,-
Apartamento,COMPRA,390000,390000,São João,Porto Alegre,RS,83,2,0,2,327896,26-07-2023,-
Apartamento,COMPRA,199900,199900,São João,Porto Alegre,RS,63,2,0,1,328660,26-07-2023,-
Apartamento,COMPRA,694000,694000,Cristo Redentor,Porto Alegre,RS,57,2,1,1,328765,26-07-2023,-
Apartamento,COMPRA,789848,789848,Auxiliadora,Porto Alegre,RS,59,1,0,1,327689,26-07-2023,-
Casa em Condomínio,COMPRA,194000,194000,Restinga,Porto Alegre,RS,82,2,2,2,340063,26-07-2023,-
Apartamento,COMPRA,175000,175000,Jardim Planalto,Porto Alegre,RS,39,1,0,1,331884,26-07-2023,-
Loja,COMPRA,1300000,1300000,Santana,Porto Alegre,RS,145,0,0,0,331575,26-07-2023,-
Casa em Condomínio,COMPRA,969500,969500,Jardim Itu,Porto Alegre,RS,182,3,2,2,331614,26-07-2023,-
Casa em Condomínio,COMPRA,969500,969500,Jardim Itu,Porto Alegre,RS,182,3,2,2,331616,26-07-2023,-
Casa em Condomínio,COMPRA,721750,721750,Jardim Itu,Porto Alegre,RS,140,3,2,3,331619,26-07-2023,-
Lote/terreno,COMPRA,799988,799988,Nonoai,Porto Alegre,RS,1047,0,0,0,331643,26-07-2023,-
Apartamento,COMPRA,189000,189000,Teresópolis,Porto Alegre,RS,49,1,1,1,331666,26-07-2023,-
Apartamento,COMPRA,230000,230000,Floresta,Porto Alegre,RS,94,2,0,1,330737,26-07-2023,-
Apartamento,COMPRA,615000,615000,Boa Vista,Porto Alegre,RS,39,1,1,1,332115,26-07-2023,-
Sala/Conjunto Comercial,COMPRA,260000,260000,Centro Histórico,Porto Alegre,RS,76,0,0,2,331687,26-07-2023,-
Apartamento,COMPRA,920000,920000,Santa Tereza,Porto Alegre,RS,155,3,2,2,331688,26-07-2023,-
Apartamento,COMPRA,179000,179000,Partenon,Porto Alegre,RS,45,1,0,1,331697,26-07-2023,-
Casa em Condomínio,COMPRA,1250000,1250000,Jardim Itu,Porto Alegre,RS,213,3,2,3,331701,26-07-2023,-
Lote/terreno,COMPRA,293000,293000,Vila Jardim,Porto Alegre,RS,259,0,0,0,330944,26-07-2023,-
Lote/terreno,COMPRA,293000,293000,Vila Jardim,Porto Alegre,RS,259,0,0,0,330946,26-07-2023,-
Casa,COMPRA,780000,780000,PARTENON,Porto Alegre,RS,304,3,3,3,210194,26-07-2023,-
Apartamento,COMPRA,214000,214000,Cristal,Porto Alegre,RS,37,1,0,1,210223,26-07-2023,-
Apartamento,COMPRA,299000,299000,Menino Deus,Porto Alegre,RS,41,1,0,1,210229,26-07-2023,-
Casa,COMPRA,680000,680000,Nonoai,Porto Alegre,RS,190,4,2,2,210249,26-07-2023,-
Apartamento,COMPRA,190000,190000,Vila Nova,Porto Alegre,RS,67,3,1,1,210258,26-07-2023,-
Apartamento,COMPRA,298800,298800,Cristo Redentor,Porto Alegre,RS,101,2,0,2,208813,26-07-2023,-
Lote/terreno,COMPRA,215000,215000,Mario Quintana,Porto Alegre,RS,279,0,0,0,208837,26-07-2023,-
Lote/terreno,COMPRA,900000,900000,São José,Porto Alegre,RS,278,0,0,0,208844,26-07-2023,-
Casa,COMPRA,2699000,2699000,Cavalhada,Porto Alegre,RS,355,3,2,2,208861,26-07-2023,-
Casa,COMPRA,780000,780000,Restinga,Porto Alegre,RS,170,2,4,3,207154,26-07-2023,-
Apartamento,COMPRA,170000,170000,Vila Nova,Porto Alegre,RS,36,2,1,1,210750,26-07-2023,-
Apartamento,COMPRA,450000,450000,Cidade Baixa,Porto Alegre,RS,114,3,0,1,210782,26-07-2023,-
Apartamento,COMPRA,269000,269000,Chácara das Pedras,Porto Alegre,RS,86,3,1,3,213782,26-07-2023,-
Casa comercial,COMPRA,699000,699000,Jardim Itu Sabará,Porto Alegre,RS,298,4,5,3,213797,26-07-2023,-
Casa em Condomínio,COMPRA,360000,360000,Espírito Santo,Porto Alegre,RS,116,2,1,2,213837,26-07-2023,-
Apartamento,COMPRA,678400,678400,Tristeza,Porto Alegre,RS,70,2,2,3,214401,26-07-2023,-
Casa em Condomínio,COMPRA,356900,356900,Alto Petrópolis,Porto Alegre,RS,79,2,1,1,214415,26-07-2023,-
Kitnet/JK,COMPRA,180000,180000,Farroupilha,Porto Alegre,RS,28,1,0,1,214717,26-07-2023,-
Casa em Condomínio,COMPRA,320000,320000,Espírito Santo,Porto Alegre,RS,115,2,2,4,214743,26-07-2023,-
Apartamento,COMPRA,180000,180000,Menino Deus,Porto Alegre,RS,43,1,0,1,214768,26-07-2023,-
Casa em Condomínio,COMPRA,850000,850000,Ipanema,Porto Alegre,RS,178,4,4,5,214770,26-07-2023,-
Apartamento,COMPRA,170000,170000,Santa Maria Goretti,Porto Alegre,RS,49,2,0,1,210266,26-07-2023,-
Apartamento Garden,COMPRA,440000,440000,Cavalhada,Porto Alegre,RS,86,2,2,2,207643,26-07-2023,-
Casa,COMPRA,390000,390000,Hípica,Porto Alegre,RS,200,1,0,1,207647,26-07-2023,-
Apartamento,COMPRA,450000,450000,Cristal,Porto Alegre,RS,76,3,2,2,207754,26-07-2023,-
Casa,COMPRA,360000,360000,Sarandi,Porto Alegre,RS,120,4,2,2,207794,26-07-2023,-
Casa,COMPRA,1500000,1500000,Cavalhada,Porto Alegre,RS,250,3,3,2,207805,26-07-2023,-
Apartamento,COMPRA,520000,520000,Cristal,Porto Alegre,RS,98,3,2,3,199278,26-07-2023,-
Apartamento,COMPRA,190000,190000,Cristal,Porto Alegre,RS,43,1,1,1,199312,26-07-2023,-
Casa,COMPRA,835000,835000,Menino Deus,Porto Alegre,RS,240,3,4,4,199336,26-07-2023,-
Apartamento,COMPRA,888806,888806,Floresta,Porto Alegre,RS,90,2,1,1,199347,26-07-2023,-
Apartamento,COMPRA,240000,240000,Vila Nova,Porto Alegre,RS,50,2,1,1,199370,26-07-2023,-
Apartamento,COMPRA,298000,298000,Sarandi,Porto Alegre,RS,47,2,1,1,198882,26-07-2023,-
Lote/terreno,COMPRA,150000,150000,Alto Petrópolis,Porto Alegre,RS,116,0,0,0,198916,26-07-2023,-
Lote/terreno,COMPRA,650000,650000,Cristo Redentor,Porto Alegre,RS,557,0,0,0,198951,26-07-2023,-
Lote/terreno,COMPRA,450000,450000,Passo da Areia,Porto Alegre,RS,120,0,0,0,198989,26-07-2023,-
Apartamento,COMPRA,180000,180000,Passo das Pedras,Porto Alegre,RS,48,2,1,3,187747,26-07-2023,-
Casa em Condomínio,COMPRA,1000000,1000000,Cavalhada,Porto Alegre,RS,210,3,2,3,187751,26-07-2023,-
Lote/terreno,COMPRA,3074000,3074000,Belém Novo,Porto Alegre,RS,30850,0,0,0,187868,26-07-2023,-
Apartamento,COMPRA,149000,149000,Cristal,Porto Alegre,RS,34,1,0,1,187913,26-07-2023,-
Casa,COMPRA,530000,530000,Santa Tereza,Porto Alegre,RS,107,3,8,3,187925,26-07-2023,-
Cobertura,COMPRA,220000,220000,Jardim Itu Sabará,Porto Alegre,RS,74,1,0,1,187339,26-07-2023,-
Cobertura,COMPRA,400000,400000,Medianeira,Porto Alegre,RS,147,2,1,3,187350,26-07-2023,-
Apartamento,COMPRA,200000,200000,Vila Nova,Porto Alegre,RS,50,2,1,1,187363,26-07-2023,-
Apartamento,COMPRA,190000,190000,Protásio Alves,Porto Alegre,RS,51,3,1,1,187385,26-07-2023,-
Apartamento,COMPRA,255000,255000,Menino Deus,Porto Alegre,RS,64,1,1,1,187389,26-07-2023,-
Apartamento,COMPRA,485000,485000,Jardim Planalto,Porto Alegre,RS,80,2,2,3,191103,26-07-2023,-
Apartamento,COMPRA,200000,200000,São Geraldo,Porto Alegre,RS,73,3,0,1,191138,26-07-2023,-
Apartamento,COMPRA,199000,199000,Menino Deus,Porto Alegre,RS,41,1,0,1,191159,26-07-2023,-
Apartamento,COMPRA,280000,280000,São Sebastião,Porto Alegre,RS,59,2,1,2,190315,26-07-2023,-
Lote/terreno,COMPRA,197000,197000,Vila Nova,Porto Alegre,RS,306,0,0,0,190411,26-07-2023,-
Casa,COMPRA,960000,960000,Farroupilha,Porto Alegre,RS,200,4,1,3,190425,26-07-2023,-
Apartamento,COMPRA,210000,210000,Santo Antônio,Porto Alegre,RS,49,2,1,1,190442,26-07-2023,-
Apartamento,COMPRA,390000,390000,Tristeza,Porto Alegre,RS,77,3,1,1,190445,26-07-2023,-
Apartamento,COMPRA,220000,220000,Protásio Alves,Porto Alegre,RS,49,2,0,2,190478,26-07-2023,-
Apartamento,COMPRA,10151230,10151230,Bela Vista,Porto Alegre,RS,510,4,5,5,190549,26-07-2023,-
Apartamento,COMPRA,223000,223000,Centro Histórico,Porto Alegre,RS,36,1,1,1,188235,26-07-2023,-
Apartamento,COMPRA,150000,150000,Bom Jesus,Porto Alegre,RS,48,1,0,2,188250,26-07-2023,-
Casa,COMPRA,1300000,1300000,Vila Assunção,Porto Alegre,RS,207,3,2,4,188339,26-07-2023,-
Apartamento,COMPRA,380000,380000,Jardim Itu Sabará,Porto Alegre,RS,68,2,1,2,188342,26-07-2023,-
Apartamento,COMPRA,100000,100000,Restinga,Porto Alegre,RS,39,2,1,1,188429,26-07-2023,-
Casa comercial,COMPRA,950000,950000,Cavalhada,Porto Alegre,RS,320,0,3,0,188434,26-07-2023,-
Cobertura,COMPRA,667000,667000,Tristeza,Porto Alegre,RS,132,2,2,4,188438,26-07-2023,-
Lote/terreno,COMPRA,1299000,1299000,Petrópolis,Porto Alegre,RS,334,0,0,0,188485,26-07-2023,-
Apartamento,COMPRA,115000,115000,Restinga,Porto Alegre,RS,39,2,1,1,188721,26-07-2023,-
Apartamento,COMPRA,620000,620000,Cavalhada,Porto Alegre,RS,89,3,1,2,188722,26-07-2023,-
Apartamento,COMPRA,168000,168000,Cristal,Porto Alegre,RS,51,2,0,1,188748,26-07-2023,-
Sobrado,COMPRA,958000,958000,Parque Santa Fé,Porto Alegre,RS,243,4,2,2,128598,26-07-2023,-
Cobertura,COMPRA,575000,575000,Santana,Porto Alegre,RS,144,2,0,3,128626,26-07-2023,-
Apartamento,COMPRA,580000,580000,Cristo Redentor,Porto Alegre,RS,90,3,2,3,124652,26-07-2023,-
Apartamento,COMPRA,195500,195500,Menino Deus,Porto Alegre,RS,43,1,0,2,124672,26-07-2023,-
Sala/Conjunto Comercial,COMPRA,240000,240000,Tristeza,Porto Alegre,RS,32,0,0,0,127261,26-07-2023,-
Casa,COMPRA,790000,790000,Santo Antônio,Porto Alegre,RS,280,5,3,5,127288,26-07-2023,-
Casa,COMPRA,585000,585000,Partenon,Porto Alegre,RS,300,2,2,1,133169,26-07-2023,-
Casa,COMPRA,850000,850000,Ecoville,Porto Alegre,RS,204,3,3,2,133223,26-07-2023,-
Apartamento,COMPRA,212000,212000,Humaitá,Porto Alegre,RS,40,2,1,1,126438,26-07-2023,-
Casa,COMPRA,372000,372000,Santana,Porto Alegre,RS,59,2,1,1,126538,26-07-2023,-
Casa em Condomínio,COMPRA,2118000,2118000,Boa Vista,Porto Alegre,RS,325,3,2,4,127002,26-07-2023,-
Apartamento,COMPRA,240000,240000,Camaquã,Porto Alegre,RS,63,2,0,1,127105,26-07-2023,-
Apartamento,COMPRA,380000,380000,Passo da Areia,Porto Alegre,RS,47,1,1,1,127215,26-07-2023,-
Apartamento,COMPRA,180000,180000,Centro Histórico,Porto Alegre,RS,43,1,0,1,127223,26-07-2023,-
Apartamento,COMPRA,260000,260000,Tristeza,Porto Alegre,RS,66,2,0,2,127228,26-07-2023,-
Casa em Condomínio,COMPRA,1800000,1800000,Belém Novo,Porto Alegre,RS,330,3,3,8,135782,26-07-2023,28-09-2023
Apartamento,COMPRA,230000,230000,Floresta,Porto Alegre,RS,70,2,0,1,135786,26-07-2023,-
Casa,COMPRA,1350000,1350000,Vila Jardim,Porto Alegre,RS,450,4,4,5,135837,26-07-2023,-
Apartamento,COMPRA,300000,300000,Bela Vista,Porto Alegre,RS,45,1,0,1,135838,26-07-2023,-
Lote/terreno,COMPRA,1276596,1276596,Hípica,Porto Alegre,RS,800,0,0,0,125617,26-07-2023,-
Casa,COMPRA,398000,398000,Partenon,Porto Alegre,RS,130,3,1,1,125653,26-07-2023,-
Apartamento,COMPRA,207000,207000,Humaitá,Porto Alegre,RS,41,2,1,1,125691,26-07-2023,-
Casa,COMPRA,350000,350000,Vila Nova,Porto Alegre,RS,100,3,2,1,126372,26-07-2023,-
Casa,COMPRA,650000,650000,Passo da Areia,Porto Alegre,RS,160,3,4,2,126375,26-07-2023,-
Casa,COMPRA,250000,250000,Restinga,Porto Alegre,RS,110,3,2,1,126392,26-07-2023,-
Casa em Condomínio,COMPRA,980000,980000,Cristal,Porto Alegre,RS,210,3,2,6,119891,26-07-2023,-
Apartamento,COMPRA,185000,185000,Partenon,Porto Alegre,RS,37,1,0,1,119931,26-07-2023,-
Sobrado,COMPRA,750000,750000,Jardim do Salso,Porto Alegre,RS,370,3,3,2,120002,26-07-2023,-
Casa,COMPRA,380000,380000,Serraria,Porto Alegre,RS,114,2,0,4,120115,26-07-2023,-
Apartamento,COMPRA,245000,245000,Praia de Belas,Porto Alegre,RS,53,2,0,1,119184,26-07-2023,-
Kitnet/JK,COMPRA,149000,149000,Santana,Porto Alegre,RS,33,1,0,1,119231,26-07-2023,-
Kitnet/JK,COMPRA,129000,129000,Santo Antônio,Porto Alegre,RS,28,1,0,1,119313,26-07-2023,-
Apartamento,COMPRA,175000,175000,Bom Fim,Porto Alegre,RS,35,1,0,1,121748,26-07-2023,-
Apartamento,COMPRA,190000,190000,Jardim Itu Sabará,Porto Alegre,RS,48,2,2,1,121782,26-07-2023,-
Apartamento,COMPRA,458000,458000,Azenha,Porto Alegre,RS,71,3,1,2,121849,26-07-2023,-
Casa,COMPRA,1000000,1000000,Partenon,Porto Alegre,RS,345,3,5,5,121855,26-07-2023,-
Casa,COMPRA,799000,799000,Partenon,Porto Alegre,RS,300,4,2,1,121910,26-07-2023,-
Apartamento,COMPRA,354900,354900,Partenon,Porto Alegre,RS,52,1,1,1,122193,26-07-2023,-
Cobertura,COMPRA,570000,570000,Cristo Redentor,Porto Alegre,RS,141,2,2,3,122209,26-07-2023,-
Apartamento,COMPRA,600000,600000,Cristo Redentor,Porto Alegre,RS,82,3,1,3,122230,26-07-2023,-
Apartamento,COMPRA,359100,359100,Jardim do Salso,Porto Alegre,RS,70,2,1,1,113853,26-07-2023,-
Apartamento,COMPRA,201000,201000,Protásio Alves,Porto Alegre,RS,53,2,1,1,113866,26-07-2023,-
Lote/terreno,COMPRA,550000,550000,Jardim Sao Pedro,Porto Alegre,RS,396,0,0,0,112308,26-07-2023,-
Casa,COMPRA,740000,740000,Boa Vista,Porto Alegre,RS,152,3,2,4,112451,26-07-2023,-
Casa em Condomínio,COMPRA,289000,289000,Alto Petrópolis,Porto Alegre,RS,94,2,1,1,114954,26-07-2023,-
Apartamento,COMPRA,259000,259000,Cristo Redentor,Porto Alegre,RS,58,2,1,1,114973,26-07-2023,-
Apartamento,COMPRA,200000,200000,Jardim Itu Sabará,Porto Alegre,RS,53,2,0,1,112488,26-07-2023,-
Apartamento,COMPRA,235000,235000,Vila Nova,Porto Alegre,RS,60,3,1,1,112489,26-07-2023,-
Lote/terreno,COMPRA,1050000,1050000,Auxiliadora,Porto Alegre,RS,285,0,0,0,112567,26-07-2023,-
Apartamento,COMPRA,255000,255000,Vila Jardim,Porto Alegre,RS,58,2,1,1,112577,26-07-2023,-
Sobrado,COMPRA,745000,745000,Jardim Planalto,Porto Alegre,RS,144,3,2,2,112601,26-07-2023,-
Casa,COMPRA,499000,499000,Partenon,Porto Alegre,RS,139,4,3,4,113126,26-07-2023,-
Kitnet/JK,COMPRA,105000,105000,Jardim Leopoldina,Porto Alegre,RS,32,1,0,1,113206,26-07-2023,-
Apartamento,COMPRA,207000,207000,Camaquã,Porto Alegre,RS,47,2,0,1,110258,26-07-2023,-
Casa,COMPRA,3299000,3299000,Auxiliadora,Porto Alegre,RS,485,5,3,5,110269,26-07-2023,-
Apartamento,COMPRA,199000,199000,Santa Tereza,Porto Alegre,RS,67,2,1,1,110445,26-07-2023,-
Casa,COMPRA,3200000,3200000,Ipanema,Porto Alegre,RS,629,5,8,5,110468,26-07-2023,-
Apartamento,COMPRA,320000,320000,Farrapos,Porto Alegre,RS,51,2,1,2,363701,26-07-2023,-
Casa,COMPRA,380000,380000,Partenon,Porto Alegre,RS,167,2,1,2,363108,26-07-2023,-
Apartamento,COMPRA,166000,166000,Jardim Leopoldina,Porto Alegre,RS,56,2,1,1,363119,26-07-2023,-
Apartamento,COMPRA,180000,180000,Vila Nova,Porto Alegre,RS,47,2,1,1,363122,26-07-2023,28-09-2023
Apartamento,COMPRA,1020000,1020000,Chácara das Pedras,Porto Alegre,RS,161,3,1,4,363128,26-07-2023,-
Prédio,COMPRA,2100000,2100000,Higienópolis,Porto Alegre,RS,511,0,3,0,363935,26-07-2023,-
Lote/terreno,COMPRA,450000,450000,Vila Nova,Porto Alegre,RS,466,0,0,0,363943,26-07-2023,-
Apartamento,COMPRA,137000,137000,Centro Histórico,Porto Alegre,RS,29,1,0,1,364876,26-07-2023,-
Casa em Condomínio,COMPRA,370000,370000,Jardim Itu,Porto Alegre,RS,85,3,0,2,372833,26-07-2023,-
Casa,COMPRA,790000,790000,Medianeira,Porto Alegre,RS,366,5,4,3,372834,26-07-2023,-
Apartamento,COMPRA,220000,220000,Teresópolis,Porto Alegre,RS,66,3,1,1,372836,26-07-2023,-
Casa,COMPRA,400000,400000,Cavalhada,Porto Alegre,RS,180,3,2,1,365935,26-07-2023,-
Apartamento,COMPRA,700000,700000,Cidade Baixa,Porto Alegre,RS,123,3,0,2,365937,26-07-2023,-
Apartamento,COMPRA,780000,780000,Rio Branco,Porto Alegre,RS,93,3,2,3,365947,26-07-2023,-
Lote/terreno,COMPRA,276000,276000,Jardim Itu,Porto Alegre,RS,180,0,0,0,381928,26-07-2023,-
Apartamento,COMPRA,380000,380000,Jardim Botânico,Porto Alegre,RS,42,1,1,2,381934,26-07-2023,-
Casa,COMPRA,500000,500000,Vila Nova,Porto Alegre,RS,215,4,3,2,381948,26-07-2023,-
Apartamento,COMPRA,260000,260000,Cidade Baixa,Porto Alegre,RS,38,1,0,1,381951,26-07-2023,-
Apartamento,COMPRA,70000,70000,Rubem Berta,Porto Alegre,RS,43,2,0,2,381961,26-07-2023,-
Casa,COMPRA,3200000,3200000,São João,Porto Alegre,RS,453,8,6,3,382754,26-07-2023,-
Lote/terreno,COMPRA,550000,550000,Navegantes,Porto Alegre,RS,321,0,0,0,382757,26-07-2023,-
Apartamento,COMPRA,101000,101000,Rubem Berta,Porto Alegre,RS,45,2,1,1,382759,26-07-2023,-
Casa,COMPRA,848000,848000,Serraria,Porto Alegre,RS,220,3,2,3,382769,26-07-2023,-
Casa,COMPRA,3150000,3150000,Rio Branco,Porto Alegre,RS,465,3,5,4,382777,26-07-2023,-
Casa,COMPRA,1990000,1990000,Auxiliadora,Porto Alegre,RS,650,17,0,5,382781,26-07-2023,-
Apartamento,COMPRA,125000,125000,Nonoai,Porto Alegre,RS,44,1,0,2,367516,26-07-2023,-
Apartamento,COMPRA,300000,300000,Nonoai,Porto Alegre,RS,60,2,0,2,367517,26-07-2023,-
Casa,COMPRA,1550000,1550000,Sétimo Céu,Porto Alegre,RS,263,2,3,8,367528,26-07-2023,-
Apartamento,COMPRA,250000,250000,Jardim Itu Sabará,Porto Alegre,RS,57,2,1,1,388895,26-07-2023,-
Lote/terreno,COMPRA,199900,199900,Jardim Carvalho,Porto Alegre,RS,553,0,0,0,385868,26-07-2023,-
