TITULO,OFERTA,VALORES,VALORES_PROMO,LOCATION,CITY,STATE,METRAGEM,QUARTO,GARAGEM,BANHEIRO,KEY,REF_DATE,LAST_DATE
Cobertura,COMPRA,1550000,   1470000,Bela Vista,Porto Alegre,RS,227,3,3,4,416433,26-07-2023,-
Apartamento,COMPRA,685000,   650000,Higienópolis,Porto Alegre,RS,83,2,2,2,211111,26-07-2023,-
Apartamento,COMPRA,7550000,   6950000,Moinhos de Vento,Porto Alegre,RS,331,3,4,4,42799,26-07-2023,-
Apartamento,COMPRA,490000,   465500,Jardim Sabará,Porto Alegre,RS,64,2,2,2,410876,26-07-2023,-
Apartamento,COMPRA,398800,   375000,Teresópolis,Porto Alegre,RS,72,3,1,2,355785,26-07-2023,-
Kitnet/JK,COMPRA,307400,   210000,Independência,Porto Alegre,RS,66,1,0,1,342267,26-07-2023,-
Apartamento,COMPRA,215000,215000,Tristeza,Porto Alegre,RS,65,2,1,1,378479,26-07-2023,-
Apartamento,COMPRA,853000,853000,Petrópolis,Porto Alegre,RS,108,3,2,3,283283,26-07-2023,-
Apartamento,COMPRA,530000,530000,Menino Deus,Porto Alegre,RS,68,2,1,2,418824,26-07-2023,-
Apartamento,COMPRA,698000,698000,Menino Deus,Porto Alegre,RS,91,3,2,3,221614,26-07-2023,-
Apartamento,COMPRA,1280000,1280000,Menino Deus,Porto Alegre,RS,184,3,2,3,421001,26-07-2023,-
Apartamento,COMPRA,580000,580000,Passo da Areia,Porto Alegre,RS,71,2,2,2,419873,26-07-2023,-
Apartamento,COMPRA,930000,930000,Passo da Areia,Porto Alegre,RS,106,3,2,2,421783,26-07-2023,-
Apartamento,COMPRA,660000,660000,Bom Fim,Porto Alegre,RS,141,3,0,1,344829,26-07-2023,-
Apartamento,COMPRA,460000,460000,Jardim Botânico,Porto Alegre,RS,69,2,1,3,423086,26-07-2023,-
Apartamento,COMPRA,3750000,3750000,Bela Vista,Porto Alegre,RS,420,3,3,4,424223,26-07-2023,-
Apartamento,COMPRA,590000,590000,Higienópolis,Porto Alegre,RS,80,2,2,2,418329,26-07-2023,-
Apartamento,COMPRA,440000,440000,Cidade Baixa,Porto Alegre,RS,68,2,1,2,216984,26-07-2023,-
Apartamento,COMPRA,445000,445000,Petrópolis,Porto Alegre,RS,65,1,1,2,15610,26-07-2023,-
Apartamento,COMPRA,390000,390000,Mont Serrat,Porto Alegre,RS,70,3,2,2,220340,26-07-2023,-
Apartamento,COMPRA,225000,225000,Auxiliadora,Porto Alegre,RS,40,1,0,1,410306,26-07-2023,-
Apartamento,COMPRA,298000,298000,Independência,Porto Alegre,RS,83,1,1,1,410167,26-07-2023,-
Cobertura,COMPRA,440000,440000,Santana,Porto Alegre,RS,96,2,1,2,412626,26-07-2023,-
Apartamento,COMPRA,620000,620000,Boa Vista,Porto Alegre,RS,82,2,1,2,422744,26-07-2023,-
Apartamento,COMPRA,480000,480000,Cidade Baixa,Porto Alegre,RS,33,1,1,2,422395,26-07-2023,-
Apartamento,COMPRA,249000,249000,Azenha,Porto Alegre,RS,61,2,0,1,126051,26-07-2023,-
Apartamento,COMPRA,235000,235000,Centro Histórico,Porto Alegre,RS,52,1,0,2,391599,26-07-2023,-
Casa,COMPRA,324000,324000,Hípica,Porto Alegre,RS,86,2,2,3,403226,26-07-2023,-
Kitnet/JK,COMPRA,165000,165000,Menino Deus,Porto Alegre,RS,32,1,0,1,345969,26-07-2023,-
Apartamento,COMPRA,205000,205000,Jardim do Salso,Porto Alegre,RS,58,2,0,1,167435,26-07-2023,-
Apartamento,COMPRA,459000,459000,Auxiliadora,Porto Alegre,RS,106,3,1,1,385141,26-07-2023,-
Casa,COMPRA,650000,650000,Guarujá,Porto Alegre,RS,123,3,2,2,239328,26-07-2023,-
Apartamento,COMPRA,290000,290000,Centro Histórico,Porto Alegre,RS,43,1,1,1,140025,26-07-2023,-
Apartamento,COMPRA,225000,225000,Centro Histórico,Porto Alegre,RS,47,1,0,1,162667,26-07-2023,-
Apartamento,COMPRA,995500,995500,Menino Deus,Porto Alegre,RS,125,3,2,2,429807,26-07-2023,-
Apartamento,COMPRA,149000,149000,Passo da Areia,Porto Alegre,RS,63,2,0,1,417417,26-07-2023,-
Apartamento,COMPRA,255000,255000,Jardim Botânico,Porto Alegre,RS,55,2,0,1,419277,26-07-2023,-
Apartamento,COMPRA,601207,601207,Bom Fim,Porto Alegre,RS,56,2,1,2,274516,26-07-2023,-
Apartamento,COMPRA,230000,230000,Centro Histórico,Porto Alegre,RS,50,2,0,1,422607,26-07-2023,-
Apartamento,COMPRA,420000,420000,Cidade Baixa,Porto Alegre,RS,60,2,1,1,159876,26-07-2023,-
Apartamento,COMPRA,508000,508000,Centro Histórico,Porto Alegre,RS,147,3,1,1,352391,26-07-2023,-
Apartamento,COMPRA,515000,515000,São Sebastião,Porto Alegre,RS,61,2,1,2,422336,26-07-2023,-
Apartamento,COMPRA,1080000,1080000,petropólis,Porto Alegre,RS,138,3,4,2,416869,26-07-2023,-
Cobertura,COMPRA,1300000,1300000,Jardim Lindóia,Porto Alegre,RS,250,3,4,2,416128,26-07-2023,-
Apartamento,COMPRA,199000,199000,Cidade Baixa,Porto Alegre,RS,54,1,0,1,260842,26-07-2023,-
Apartamento,COMPRA,300000,300000,Boa Vista,Porto Alegre,RS,46,1,1,1,373025,26-07-2023,-
Apartamento,COMPRA,189000,189000,Centro Histórico,Porto Alegre,RS,27,1,0,1,220652,26-07-2023,-
Apartamento,COMPRA,465000,465000,Cristo Redentor,Porto Alegre,RS,72,2,1,2,169346,26-07-2023,-
Lote/terreno,COMPRA,4750000,   4512500,Teresópolis,Porto Alegre,RS,11460,0,0,0,360732,26-07-2023,-
Casa,COMPRA,4000000,   3800000,Petrópolis,Porto Alegre,RS,300,5,4,5,391229,26-07-2023,-
Casa,COMPRA,3740000,   3553000,Chácara das Pedras,Porto Alegre,RS,406,6,3,8,384756,26-07-2023,-
Casa em Condomínio,COMPRA,3680000,   3450000,Boa Vista,Porto Alegre,RS,368,4,5,5,429808,26-07-2023,-
Lote/terreno,COMPRA,3000000,   2500000,Vila Nova,PORTO ALEGRE,RS,28097,0,0,0,38883,26-07-2023,-
Casa,COMPRA,2990000,   2500000,Vila Jardim,Porto Alegre,RS,600,4,3,6,307959,26-07-2023,-
Casa em Condomínio,COMPRA,2890000,   2490000,Vila Nova,Porto Alegre,RS,300,3,4,4,97087,26-07-2023,-
Casa,COMPRA,2800000,   2300000,Vila Assunção,Porto Alegre,RS,365,3,4,5,352810,26-07-2023,-
Cobertura,COMPRA,2750000,   2612500,Auxiliadora,Porto Alegre,RS,383,3,3,4,308932,26-07-2023,-
Casa em Condomínio,COMPRA,2690000,   2390000,Alphaville,Porto Alegre,RS,399,4,4,5,148480,26-07-2023,-
Cobertura,COMPRA,2680000,   2450000,Rio Branco,Porto Alegre,RS,289,3,3,2,412958,26-07-2023,-
Apartamento Garden,COMPRA,2650000,   2400000,Bela Vista,Porto Alegre,RS,340,3,2,4,382380,26-07-2023,-
Casa,COMPRA,2645000,   2400000,Menino Deus,Porto Alegre,RS,352,5,2,6,13762,26-07-2023,-
Casa em Condomínio,COMPRA,2600000,   2270000,Vila Nova,Porto Alegre,RS,339,3,4,4,340540,26-07-2023,-
Lote/terreno,COMPRA,2500000,   1999990,Tristeza,Porto Alegre,RS,1699,0,0,0,359488,26-07-2023,-
Cobertura,COMPRA,2450000,   2325000,Bela Vista,Porto Alegre,RS,288,4,2,2,198873,26-07-2023,-
Apartamento,COMPRA,2418280,   2203164,Três Figueiras,Porto Alegre,RS,189,3,3,4,371253,26-07-2023,-
Casa em Condomínio,COMPRA,2400000,   2280000,Vila Nova,Porto Alegre,RS,339,3,2,6,390902,26-07-2023,-
Casa em Condomínio,COMPRA,2400000,   2280000,Ipanema,Porto Alegre,RS,276,3,3,5,147521,26-07-2023,-
Casa,COMPRA,2400000,   2200000,Jardim Itu,Porto Alegre,RS,611,5,6,5,417865,26-07-2023,-
Cobertura,COMPRA,2390000,   2000000,Bela Vista,Porto Alegre,RS,255,3,2,3,137035,26-07-2023,-
Lote/terreno,COMPRA,2385000,   2260980,Tristeza,Porto Alegre,RS,1925,0,0,0,345904,26-07-2023,-
Apartamento,COMPRA,2300000,   2080000,Petrópolis,Porto Alegre,RS,447,4,0,3,390653,26-07-2023,-
Casa em Condomínio,COMPRA,2280000,   2166000,Ipanema,Porto Alegre,RS,273,3,2,5,147514,26-07-2023,-
Casa,COMPRA,2200000,   2090000,Jardim Lindóia,Porto Alegre,RS,590,4,0,5,421636,26-07-2023,-
Apartamento Garden,COMPRA,2170000,   1984000,Três Figueiras,Porto Alegre,RS,196,3,3,3,367623,26-07-2023,-
Apartamento,COMPRA,2154000,   1995000,Bela Vista,Porto Alegre,RS,173,3,3,6,32544,26-07-2023,-
Casa em Condomínio,COMPRA,2150000,   2042500,Ipanema,Porto Alegre,RS,273,3,3,5,147525,26-07-2023,-
Casa em Condomínio,COMPRA,2150000,   2042500,Ipanema,Porto Alegre,RS,276,3,3,5,147526,26-07-2023,-
Casa,COMPRA,2148000,   1599900,Teresópolis,Porto Alegre,RS,340,4,4,5,335202,26-07-2023,-
Casa,COMPRA,2120000,   2014000,Jardim Lindóia,Porto Alegre,RS,240,4,3,3,299812,26-07-2023,-
Apartamento,COMPRA,2100000,   1900000,Independência,Porto Alegre,RS,237,3,2,2,394301,26-07-2023,-
Casa,COMPRA,2000000,   1800000,São Sebastião,Porto Alegre,RS,312,3,5,4,112023,26-07-2023,-
Pavilhão,COMPRA,2000000,   1900000,Floresta,Porto Alegre,RS,1200,1,10,6,421103,26-07-2023,-
Apartamento,COMPRA,1980000,   1700000,São João,Porto Alegre,RS,230,3,3,4,356728,26-07-2023,-
Sobrado,COMPRA,1950000,   1840000,Jardim Botânico,Porto Alegre,RS,294,5,3,5,294356,26-07-2023,-
Casa em Condomínio,COMPRA,1950000,   1852500,Ipanema,Porto Alegre,RS,273,3,2,5,147517,26-07-2023,-
Apartamento,COMPRA,1905000,   1751000,Três Figueiras,Porto Alegre,RS,129,3,2,3,354475,26-07-2023,-
Cobertura,COMPRA,1900000,   1700000,Bela Vista,Porto Alegre,RS,244,4,4,5,361205,26-07-2023,-
Apartamento Garden,COMPRA,1880000,   1729000,Três Figueiras,Porto Alegre,RS,164,3,3,3,354695,26-07-2023,-
Casa,COMPRA,1850000,   1665000,Teresópolis,Porto Alegre,RS,331,4,4,5,381200,26-07-2023,-
Lote/terreno,COMPRA,1850000,   1590000,Cristo Redentor,Porto Alegre,RS,1012,0,0,0,380360,26-07-2023,-
Casa,COMPRA,1800000,   1620000,Vila Assunção,Porto Alegre,RS,679,3,4,5,371746,26-07-2023,-
Apartamento,COMPRA,1800000,   1600000,Bela Vista,Porto Alegre,RS,139,3,2,2,421130,26-07-2023,-
Casa em Condomínio,COMPRA,1800000,   1700000,Vila Nova,Porto Alegre,RS,279,3,3,5,398294,26-07-2023,-
Apartamento,COMPRA,1799000,   1709000,Tristeza,Porto Alegre,RS,149,3,3,5,382278,26-07-2023,-
Apartamento,COMPRA,1790000,   1593000,Moinhos de Vento,Porto Alegre,RS,195,3,1,4,359810,26-07-2023,-
Casa,COMPRA,1790000,   1650000,Jardim Planalto,Porto Alegre,RS,281,3,2,2,389069,26-07-2023,-
Cobertura,COMPRA,1750000,   1650000,Moinhos de Vento,Porto Alegre,RS,245,3,2,4,413929,26-07-2023,-
Sobrado,COMPRA,1691000,   1595000,Jardim Carvalho,Porto Alegre,RS,196,3,2,4,431193,26-07-2023,-
Casa,COMPRA,1680000,   1590000,Três Figueiras,Porto Alegre,RS,280,3,3,4,284153,26-07-2023,-
Casa,COMPRA,1680000,   1579200,Jardim Itu,Porto Alegre,RS,331,3,2,4,330750,26-07-2023,-
Apartamento,COMPRA,1650000,   1526000,Três Figueiras,Porto Alegre,RS,114,3,2,3,354456,26-07-2023,-
Casa,COMPRA,1650000,   1567500,Auxiliadora,Porto Alegre,RS,220,5,2,3,65661,26-07-2023,-
Apartamento,COMPRA,1610000,   1410000,Independência,Porto Alegre,RS,190,3,1,2,394298,26-07-2023,-
Cobertura,COMPRA,1600000,   1499000,Passo da Areia,Porto Alegre,RS,162,3,4,3,420980,26-07-2023,-
Cobertura,COMPRA,1590000,   1450000,Auxiliadora,Porto Alegre,RS,238,3,3,2,423442,26-07-2023,-
Cobertura,COMPRA,1580000,   1440000,Jardim Lindóia,Porto Alegre,RS,301,4,3,4,203315,26-07-2023,-
Apartamento,COMPRA,1579000,   1490000,Petrópolis,Porto Alegre,RS,123,3,3,2,408915,26-07-2023,-
Apartamento,COMPRA,1573000,   1490000,Bela Vista,Porto Alegre,RS,239,4,3,3,317840,26-07-2023,-
Apartamento,COMPRA,1550000,   1406000,Cristal,Porto Alegre,RS,123,3,2,2,297827,26-07-2023,-
Apartamento,COMPRA,1550000,   1472500,Boa Vista,Porto Alegre,RS,114,2,2,3,415594,26-07-2023,-
Casa,COMPRA,1500000,   1425000,Vila Jardim,Porto Alegre,RS,389,3,2,3,418765,26-07-2023,-
Casa,COMPRA,1500000,   1425000,Chácara das Pedras,Porto Alegre,RS,269,4,2,4,83342,26-07-2023,-
Casa,COMPRA,1495000,   1400000,Teresópolis,Porto Alegre,RS,264,3,2,2,400631,26-07-2023,-
Sobrado,COMPRA,1490000,   1390000,Vila Nova,Porto Alegre,RS,329,4,16,8,410089,26-07-2023,-
Casa em Condomínio,COMPRA,1490000,   1390000,Vila Nova,Porto Alegre,RS,357,3,3,3,420988,26-07-2023,-
Casa,COMPRA,1490000,   1415000,Três Figueiras,Porto Alegre,RS,309,3,2,4,381940,26-07-2023,-
Apartamento,COMPRA,1480000,   1400000,Petrópolis,Porto Alegre,RS,167,3,3,4,236206,26-07-2023,-
Apartamento,COMPRA,1480000,   1360000,Cristal,Porto Alegre,RS,130,3,2,2,297824,26-07-2023,-
Apartamento,COMPRA,1480000,   1406000,Moinhos de Vento,Porto Alegre,RS,160,3,2,2,14944,26-07-2023,-
Sobrado,COMPRA,1450000,   1377500,Sarandi,Porto Alegre,RS,350,4,4,3,321183,26-07-2023,-
Casa em Condomínio,COMPRA,1429000,   1357550,Vila Nova,Porto Alegre,RS,389,3,5,5,361694,26-07-2023,-
Apartamento,COMPRA,1425000,   1353750,Centro Histórico,Porto Alegre,RS,207,4,1,2,173486,26-07-2023,-
Apartamento,COMPRA,1400000,   1300000,Moinhos de Vento,Porto Alegre,RS,167,3,1,2,422396,26-07-2023,-
Casa,COMPRA,1400000,   1330000,Jardim Itú Sabará,Porto Alegre,RS,322,3,4,5,389391,26-07-2023,-
Apartamento,COMPRA,1400000,   1250000,Bom Fim,Porto Alegre,RS,405,6,1,5,316501,26-07-2023,-
Lote/terreno,COMPRA,1400000,   1299000,Bela Vista,Porto Alegre,RS,392,0,0,0,87882,26-07-2023,-
Lote/terreno,COMPRA,1400000,   1330000,Petrópolis,Porto Alegre,RS,0,0,0,0,273742,26-07-2023,-
Casa,COMPRA,1390000,   1320000,Petrópolis,Porto Alegre,RS,243,4,0,5,388862,26-07-2023,-
Cobertura,COMPRA,1380000,   1242000,Higienópolis,Porto Alegre,RS,243,3,2,2,383363,26-07-2023,-
Casa,COMPRA,1380000,   1150000,Imperial Park,Porto Alegre,RS,250,3,2,4,170696,26-07-2023,-
Casa,COMPRA,1368000,   1290000,Menino Deus,Porto Alegre,RS,234,5,3,3,56969,26-07-2023,-
Casa,COMPRA,1350000,   1250000,Chácara das Pedras,Porto Alegre,RS,148,3,2,4,66534,26-07-2023,-
Apartamento,COMPRA,1300000,   1100000,Moinhos de Vento,Porto Alegre,RS,81,2,2,3,182162,26-07-2023,-
Apartamento,COMPRA,1300000,   1190000,Rio Branco,Porto Alegre,RS,106,3,2,2,383089,26-07-2023,-
Prédio,COMPRA,1300000,   1235000,Jardim Botânico,Porto Alegre,RS,600,0,3,0,336493,26-07-2023,-
Apartamento,COMPRA,1299000,   1190000,Vila Jardim,Porto Alegre,RS,134,3,4,4,319594,26-07-2023,-
Casa,COMPRA,1289000,   1224000,Jardim Itú Sabará,Porto Alegre,RS,198,3,3,4,398626,26-07-2023,-
Apartamento,COMPRA,1283000,   1090000,Rio Branco,Porto Alegre,RS,106,2,1,2,313316,26-07-2023,-
Apartamento,COMPRA,1280000,   1216000,Petrópolis,Porto Alegre,RS,80,2,3,3,411955,26-07-2023,-
Casa,COMPRA,1276000,   957000,Belém Novo,Porto Alegre,RS,318,3,6,3,284681,26-07-2023,-
Casa em Condomínio,COMPRA,1250000,   1150000,Teresópolis,Porto Alegre,RS,222,3,1,2,412150,26-07-2023,-
Casa em Condomínio,COMPRA,1250000,   1187500,Ipanema,Porto Alegre,RS,165,3,2,3,50125,26-07-2023,-
Lote/terreno,COMPRA,1250000,   1062500,Cristal,Porto Alegre,RS,2280,0,0,0,278170,26-07-2023,-
Cobertura,COMPRA,1250000,   1162500,Mont Serrat,Porto Alegre,RS,135,3,2,3,397533,26-07-2023,-
Casa em Condomínio,COMPRA,1220000,   1139900,Agronomia,Porto Alegre,RS,300,3,6,3,284182,26-07-2023,-
Casa,COMPRA,1219000,   1100000,Ipanema,Porto Alegre,RS,379,3,4,3,341300,26-07-2023,-
Casa,COMPRA,1200000,   999000,Passo da Areia,Porto Alegre,RS,250,4,2,8,408263,26-07-2023,-
Casa em Condomínio,COMPRA,1200000,   1120000,Menino Deus,Porto Alegre,RS,381,3,2,3,412166,26-07-2023,-
Casa,COMPRA,1200000,   1140000,Petrópolis,Porto Alegre,RS,112,3,2,0,359201,26-07-2023,-
Apartamento,COMPRA,1200000,   1140000,Passo da Areia,Porto Alegre,RS,107,3,2,2,401802,26-07-2023,-
Casa,COMPRA,1200000,   900000,Ipanema,Porto Alegre,RS,307,3,1,6,268222,26-07-2023,-
Apartamento,COMPRA,1199900,   1103908,Jardim Planalto,Porto Alegre,RS,147,3,2,3,265162,26-07-2023,-
Casa,COMPRA,1199000,   1079100,Jardim Itu Sabará,Porto Alegre,RS,335,5,4,3,120169,26-07-2023,-
Apartamento,COMPRA,1180000,   1121000,Higienópolis,Porto Alegre,RS,111,3,2,2,263544,26-07-2023,-
Casa em Condomínio,COMPRA,1180000,   1080000,Tristeza,Porto Alegre,RS,243,3,2,3,385725,26-07-2023,-
Casa,COMPRA,1170000,   990000,Belém Novo,Porto Alegre,RS,283,3,3,3,309634,26-07-2023,-
Casa,COMPRA,1150000,   1034000,Jardim Itu Sabará,Porto Alegre,RS,227,3,2,2,99642,26-07-2023,-
Casa em Condomínio,COMPRA,1150000,   1050000,Tristeza,Porto Alegre,RS,252,3,3,2,267881,26-07-2023,-
Casa,COMPRA,1150000,   1092000,Jardim Sao Pedro,Porto Alegre,RS,150,2,0,2,418895,26-07-2023,-
Cobertura,COMPRA,1100000,   999000,Rio Branco,Porto Alegre,RS,171,2,1,3,153967,26-07-2023,-
Casa,COMPRA,1100000,   940000,Higienópolis,Porto Alegre,RS,250,5,7,3,345950,26-07-2023,-
Casa,COMPRA,1100000,   990000,Ipanema,Porto Alegre,RS,180,3,3,2,417639,26-07-2023,-
Sobrado,COMPRA,1100000,   1045000,Moinhos de Vento,Porto Alegre,RS,200,3,1,2,212025,26-07-2023,-
Apartamento,COMPRA,1099000,   975000,Praia de Belas,Porto Alegre,RS,64,1,2,2,352752,26-07-2023,-
Casa,COMPRA,1090000,   1035000,Menino Deus,Porto Alegre,RS,119,3,3,1,394002,26-07-2023,-
Apartamento,COMPRA,1070000,   1016000,Menino Deus,Porto Alegre,RS,111,3,1,2,411161,26-07-2023,-
Apartamento,COMPRA,1050000,   997000,Mont Serrat,Porto Alegre,RS,153,3,2,4,234353,26-07-2023,-
Casa em Condomínio,COMPRA,1050000,   899000,Agronomia,Porto Alegre,RS,291,4,2,3,367695,26-07-2023,-
Apartamento,COMPRA,1050000,   970000,Jardim Botânico,Porto Alegre,RS,304,3,2,4,375552,26-07-2023,-
Apartamento,COMPRA,1050000,   877000,Cristo Redentor,Porto Alegre,RS,91,3,2,2,375031,26-07-2023,-
Casa em Condomínio,COMPRA,1050000,   945000,Jardim Isabel,Porto Alegre,RS,255,3,4,2,415097,26-07-2023,-
Casa,COMPRA,1050000,   950000,Santa Tereza,Porto Alegre,RS,280,7,0,5,336721,26-07-2023,-
Chácara/Sítio/Fazenda,COMPRA,1035000,   879750,São Caetano,Porto Alegre,RS,252,0,0,0,363386,26-07-2023,-
Apartamento,COMPRA,1027000,   951000,Passo da Areia,Porto Alegre,RS,106,3,2,4,364279,26-07-2023,-
Apartamento,COMPRA,1021000,   765750,Jardim Botânico,Porto Alegre,RS,85,3,2,2,384882,26-07-2023,-
Casa,COMPRA,1012000,   912000,Vila Ipiranga,Porto Alegre,RS,246,3,3,3,363485,26-07-2023,-
Casa,COMPRA,1007000,   870000,Cavalhada,Porto Alegre,RS,111,3,7,2,202800,26-07-2023,-
Casa,COMPRA,1000000,   900000,Ipanema,Porto Alegre,RS,224,4,4,2,353191,26-07-2023,-
Cobertura,COMPRA,1000000,   900000,Cristo Redentor,Porto Alegre,RS,158,3,2,2,394097,26-07-2023,-
Lote/terreno,COMPRA,1000000,   950000,Cristal,Porto Alegre,RS,1403,0,0,0,278180,26-07-2023,-
Sobrado,COMPRA,999000,   949000,Jardim Lindóia,Porto Alegre,RS,224,3,4,3,306428,26-07-2023,-
Casa,COMPRA,999000,   899100,Partenon,Porto Alegre,RS,266,3,4,2,410337,26-07-2023,-
Casa em Condomínio,COMPRA,990000,   920000,Chácara das Pedras,Porto Alegre,RS,229,3,2,3,390229,26-07-2023,-
Cobertura,COMPRA,990000,   940000,Mont Serrat,Porto Alegre,RS,149,3,1,3,408511,26-07-2023,-
Apartamento,COMPRA,990000,   940000,Rio Branco,Porto Alegre,RS,134,3,3,2,383857,26-07-2023,-
Casa em Condomínio,COMPRA,988000,   865000,Espírito Santo,Porto Alegre,RS,371,4,6,5,377042,26-07-2023,-
Apartamento,COMPRA,983000,   799000,Petrópolis,Porto Alegre,RS,66,2,1,2,339523,26-07-2023,-
Apartamento,COMPRA,980000,   931000,Passo da Areia,Porto Alegre,RS,84,2,1,3,413938,26-07-2023,-
Cobertura,COMPRA,980000,   699000,Rio Branco,Porto Alegre,RS,213,3,1,3,422914,26-07-2023,-
Sobrado,COMPRA,980000,   790000,Menino Deus,Porto Alegre,RS,435,3,3,2,369614,26-07-2023,-
Apartamento Garden,COMPRA,980000,   899000,Auxiliadora,Porto Alegre,RS,153,2,1,2,422255,26-07-2023,-
Apartamento,COMPRA,980000,   920000,Moinhos de Vento,Porto Alegre,RS,97,3,2,3,416097,26-07-2023,-
Casa,COMPRA,980000,   931000,Floresta,Porto Alegre,RS,222,3,2,3,423631,26-07-2023,-
Apartamento,COMPRA,980000,   930000,Higienópolis,Porto Alegre,RS,114,3,2,4,173276,26-07-2023,-
Apartamento,COMPRA,980000,   800000,Jardim do Salso,Porto Alegre,RS,94,3,2,2,393706,26-07-2023,-
Casa,COMPRA,960000,   912000,Medianeira,Porto Alegre,RS,216,3,2,4,370739,26-07-2023,-
Apartamento,COMPRA,950000,   900000,Petrópolis,Porto Alegre,RS,93,3,2,2,329685,26-07-2023,-
Casa,COMPRA,950000,   890000,Vila Ipiranga,Porto Alegre,RS,225,3,3,2,393535,26-07-2023,-
Cobertura,COMPRA,950000,   850000,Cristal,Porto Alegre,RS,159,3,3,2,326272,26-07-2023,-
Casa,COMPRA,950000,   890000,Menino Deus,Porto Alegre,RS,110,3,3,2,382066,26-07-2023,-
Lote/terreno,COMPRA,950000,   900000,Chácara das Pedras,Porto Alegre,RS,435,0,0,0,341263,26-07-2023,-
Casa,COMPRA,950000,   902500,Jardim Lindóia,Porto Alegre,RS,180,4,3,4,365409,26-07-2023,-
Apartamento,COMPRA,925000,   875000,Menino Deus,Porto Alegre,RS,87,3,2,2,333351,26-07-2023,-
Apartamento,COMPRA,910000,   749000,Moinhos de Vento,Porto Alegre,RS,102,3,0,2,34160,26-07-2023,-
Casa,COMPRA,910000,   850000,Cristo Redentor,Porto Alegre,RS,312,4,2,2,307125,26-07-2023,-
Apartamento,COMPRA,904900,   859655,Cristo Redentor,Porto Alegre,RS,109,3,1,2,393886,26-07-2023,-
Casa,COMPRA,900000,   690000,Ipanema,Porto Alegre,RS,206,4,3,4,375788,26-07-2023,-
Apartamento,COMPRA,899000,   799000,Bela Vista,Porto Alegre,RS,123,3,2,3,21443,26-07-2023,-
Casa,COMPRA,899000,   854000,Floresta,Porto Alegre,RS,169,3,2,2,185027,26-07-2023,-
Cobertura,COMPRA,890000,   845000,Menino Deus,Porto Alegre,RS,150,2,1,1,389704,26-07-2023,-
Cobertura,COMPRA,890000,   845500,Jardim Botânico,Porto Alegre,RS,186,3,1,3,159483,26-07-2023,-
Apartamento,COMPRA,890000,   845000,Boa Vista,Porto Alegre,RS,111,3,2,3,338765,26-07-2023,-
Cobertura,COMPRA,890000,   845000,Jardim Planalto,Porto Alegre,RS,187,2,2,3,409470,26-07-2023,-
Apartamento,COMPRA,880000,   780000,Centro Histórico,Porto Alegre,RS,202,3,1,3,307229,26-07-2023,-
Apartamento,COMPRA,880000,   815000,Passo da Areia,Porto Alegre,RS,74,2,1,2,364278,26-07-2023,-
Apartamento,COMPRA,875000,   831000,Centro Histórico,Porto Alegre,RS,185,3,1,3,349480,26-07-2023,-
Apartamento,COMPRA,873000,   829000,Passo da Areia,Porto Alegre,RS,82,2,1,2,126039,26-07-2023,-
Apartamento,COMPRA,870000,   783000,Jardim Botânico,Porto Alegre,RS,106,3,2,4,334384,26-07-2023,-
Apartamento,COMPRA,870000,   826500,Higienópolis,Porto Alegre,RS,93,3,2,3,385884,26-07-2023,-
Apartamento,COMPRA,860000,   817000,Bela Vista,Porto Alegre,RS,80,2,2,2,271669,26-07-2023,-
Apartamento,COMPRA,860000,   790000,Moinhos de Vento,Porto Alegre,RS,150,3,1,3,57113,26-07-2023,-
Apartamento,COMPRA,860000,   810000,Boa Vista,Porto Alegre,RS,74,2,2,2,376746,26-07-2023,-
Apartamento,COMPRA,860000,   817000,Cidade Baixa,Porto Alegre,RS,73,2,2,2,271149,26-07-2023,-
Apartamento,COMPRA,850000,   748000,Moinhos de Vento,Porto Alegre,RS,80,2,1,1,415401,26-07-2023,-
Apartamento,COMPRA,850000,   795000,Moinhos de Vento,Porto Alegre,RS,80,2,2,2,416278,26-07-2023,-
Apartamento,COMPRA,850000,   807500,Higienópolis,Porto Alegre,RS,115,3,2,2,160292,26-07-2023,-
Casa,COMPRA,850000,   807001,Jardim Planalto,Porto Alegre,RS,206,3,3,3,201518,26-07-2023,-
Apartamento,COMPRA,850000,850000,Jardim Lindóia,Porto Alegre,RS,112,3,2,4,393915,26-07-2023,-
Apartamento,COMPRA,848000,   805600,Rio Branco,Porto Alegre,RS,63,2,1,2,412391,26-07-2023,-
Apartamento,COMPRA,839000,   765000,Moinhos de Vento,Porto Alegre,RS,102,3,1,3,50802,26-07-2023,-
Apartamento,COMPRA,838000,   710000,Cristo Redentor,Porto Alegre,RS,86,3,2,2,402026,26-07-2023,-
Apartamento,COMPRA,835000,   790000,Mont Serrat,Porto Alegre,RS,82,2,1,2,241323,26-07-2023,-
Apartamento,COMPRA,830000,   788500,Floresta,Porto Alegre,RS,148,3,2,3,257964,26-07-2023,-
Apartamento,COMPRA,820000,   760000,Tristeza,Porto Alegre,RS,92,3,2,2,140682,26-07-2023,-
Apartamento,COMPRA,810000,   678400,Higienópolis,Porto Alegre,RS,65,2,2,2,307068,26-07-2023,-
Apartamento,COMPRA,800000,   745000,Cristal,Porto Alegre,RS,52,1,1,1,305021,26-07-2023,-
Apartamento,COMPRA,800000,   760000,Menino Deus,Porto Alegre,RS,90,3,1,2,87196,26-07-2023,-
