TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,EXCLUSIVO,MOBILIADO,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
SALA/CONJUNTO COMERCIAL,ALUGAR,3635,1700,RUA,SIQUEIRA CAMPOS,CENTRO HISTORICO,PORTO ALEGRE,RS,115,0,0,0,329597,0,0,2023-08-05,-,-30.0305543,-51.2369341
SALA/CONJUNTO COMERCIAL,ALUGAR,2568,1600,PRACA,DOM FELICIANO,CENTRO HISTORICO,PORTO ALEGRE,RS,94,0,1,0,329635,0,0,2023-08-05,-,-30.029934599999997,-51.22272080789821
LOJA,ALUGAR,27381,20000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,313,0,0,0,329720,0,0,2023-08-05,-,-30.1005917,-51.2488704
SALA/CONJUNTO COMERCIAL,ALUGAR,1820,1200,RUA,PROFESSOR ANNES DIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,40,0,0,0,330361,0,0,2023-08-05,-,-30.0313728,-51.2235576
SALA/CONJUNTO COMERCIAL,ALUGAR,1894,1650,AVENIDA,PERNAMBUCO,NAVEGANTES,PORTO ALEGRE,RS,42,0,0,0,330614,0,0,2023-08-05,-,-30.0132534,-51.2024532
SALA/CONJUNTO COMERCIAL,ALUGAR,2603,1750,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,46,0,0,0,330886,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,2856,2000,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,50,0,1,0,330926,0,0,2023-08-05,-,-30.0395284,-51.1736994
PREDIO,ALUGAR,45393,40000,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,1768,0,0,0,331470,0,0,2023-08-05,-,-30.0057244,-51.0356834
SALA/CONJUNTO COMERCIAL,ALUGAR,2945,2450,AVENIDA,MARILAND,SAO JOAO,PORTO ALEGRE,RS,54,0,1,0,331525,0,0,2023-08-05,-,-30.0293858,-51.192923
SALA/CONJUNTO COMERCIAL,ALUGAR,1168,500,RUA,FELIPE CAMARAO,RIO BRANCO,PORTO ALEGRE,RS,36,0,0,0,331730,0,0,2023-08-05,-,-30.0297677,-51.2098033
SALA/CONJUNTO COMERCIAL,ALUGAR,663,450,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,20,0,0,0,331734,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,2568,1750,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,47,0,0,0,331864,0,0,2023-08-05,-,-29.9799682,-51.1144159
LOJA,ALUGAR,15442,15000,AVENIDA,TERESOPOLIS,TERESOPOLIS,PORTO ALEGRE,RS,330,0,0,0,307119,0,0,2023-08-05,-,-30.0823909,-51.2133095
SALA/CONJUNTO COMERCIAL,ALUGAR,3284,2700,AVENIDA,MARILAND,SAO JOAO,PORTO ALEGRE,RS,37,0,1,0,307177,0,0,2023-08-05,-,-30.0293858,-51.192923
SALA/CONJUNTO COMERCIAL,ALUGAR,1217,800,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,23,0,0,0,307408,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,ALUGAR,2593,1400,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,34,0,1,0,307425,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,ALUGAR,3070,2400,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,37,0,0,0,307549,0,0,2023-08-05,-,-30.048605,-51.2056502
SALA/CONJUNTO COMERCIAL,ALUGAR,1105,500,PRACA,OSVALDO CRUZ,CENTRO HISTORICO,PORTO ALEGRE,RS,51,0,0,0,307987,0,0,2023-08-05,-,-30.0264432,-51.22270946829152
SALA/CONJUNTO COMERCIAL,ALUGAR,1229,800,LARGO,VISCONDE DO CAIRU,CENTRO HISTORICO,PORTO ALEGRE,RS,38,0,0,0,308220,0,0,2023-08-05,-,-30.0266608,-51.2267954
SALA/CONJUNTO COMERCIAL,ALUGAR,1560,1000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,44,0,0,0,308227,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,ALUGAR,1505,1000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,44,0,0,0,308229,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,ALUGAR,1409,1000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,44,0,0,0,308251,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,ALUGAR,1563,1000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,44,0,0,0,308252,0,0,2023-08-05,-,-30.0220731,-51.2085441
CASA COMERCIAL,ALUGAR,3670,3500,RUA,CASEMIRO DE ABREU,MOINHOS DE VENTO,PORTO ALEGRE,RS,105,0,0,0,308294,0,0,2023-08-05,-,-30.0332075,-51.1959895
SALA/CONJUNTO COMERCIAL,ALUGAR,22039,15000,AVENIDA,CARLOS GOMES,BOA VISTA,PORTO ALEGRE,RS,319,0,8,0,308429,0,0,2023-08-05,-,-30.0373718,-51.1744218
SALA/CONJUNTO COMERCIAL,ALUGAR,20975,15000,AVENIDA,CARLOS GOMES,BOA VISTA,PORTO ALEGRE,RS,323,0,8,0,308433,0,0,2023-08-05,-,-30.0373718,-51.1744218
SALA/CONJUNTO COMERCIAL,ALUGAR,2005,1400,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,34,0,0,0,308439,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,2144,1600,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,32,0,0,0,308482,0,0,2023-08-05,-,-30.048605,-51.2056502
LOJA,ALUGAR,5211,5000,RUA,GENERAL CAMARA,CENTRO HISTORICO,PORTO ALEGRE,RS,138,0,0,0,308541,0,0,2023-08-05,-,-30.0614614,-51.1025552
LOJA,ALUGAR,3135,2900,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,74,0,0,0,308559,0,0,2023-08-05,-,-30.0293303,-51.2148669
SALA/CONJUNTO COMERCIAL,ALUGAR,900,450,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,35,0,0,0,308565,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,ALUGAR,1154,700,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,30,0,0,0,308653,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,ALUGAR,1749,1000,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,36,0,1,0,308720,0,0,2023-08-05,-,-30.0279761,-51.2058778
SALA/CONJUNTO COMERCIAL,ALUGAR,2755,2100,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,70,0,0,0,309125,0,0,2023-08-05,-,-30.0057244,-51.0356834
SALA/CONJUNTO COMERCIAL,ALUGAR,2133,1300,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,42,0,1,0,309194,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,ALUGAR,867,450,AVENIDA,BENJAMIN CONSTANT,SAO JOAO,PORTO ALEGRE,RS,32,0,0,0,309322,0,0,2023-08-05,-,-30.0139662,-51.1952202
SALA/CONJUNTO COMERCIAL,ALUGAR,2201,1500,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,34,0,0,0,309327,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,2159,1500,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,32,0,0,0,309382,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,1008,550,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,36,0,0,0,309478,0,0,2023-08-05,-,-30.0296388,-51.2232103
CASA COMERCIAL,ALUGAR,11126,10500,RUA,FELIX DA CUNHA,FLORESTA,PORTO ALEGRE,RS,570,0,2,0,315073,0,0,2023-08-05,-,-30.0181669,-51.2023045
SALA/CONJUNTO COMERCIAL,ALUGAR,2095,1500,RUA,RAMIRO BARCELOS,FLORESTA,PORTO ALEGRE,RS,39,0,1,0,315450,0,0,2023-08-05,-,-30.0287082,-51.2085122
SALA/CONJUNTO COMERCIAL,ALUGAR,2874,2300,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,39,0,0,0,315961,0,0,2023-08-05,-,-29.9799682,-51.1144159
DEPOSITO/ARMAZEM/PAVILHAO,ALUGAR,7521,6000,TRAVESSA,VENEZUELA,NAVEGANTES,PORTO ALEGRE,RS,700,0,0,0,316343,0,0,2023-08-05,-,-29.9933614,-51.1979117
PREDIO,ALUGAR,8237,7500,RUA,DONA TEODORA,FARRAPOS,PORTO ALEGRE,RS,600,0,0,0,316916,0,0,2023-08-05,-,-29.9886256,-51.1999744
LOJA,ALUGAR,5266,5000,AVENIDA,BENJAMIN CONSTANT,SAO GERALDO,PORTO ALEGRE,RS,138,0,0,0,316931,0,0,2023-08-05,-,-30.0139662,-51.1952202
SALA/CONJUNTO COMERCIAL,ALUGAR,1747,790,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,68,0,0,0,316958,0,0,2023-08-05,-,-30.0354441,-51.2112849
DEPOSITO/ARMAZEM/PAVILHAO,ALUGAR,15621,14900,RUA,ALVARO CHAVES,FLORESTA,PORTO ALEGRE,RS,675,0,0,0,317201,0,0,2023-08-05,-,-30.0161073,-51.2070508
LOJA,ALUGAR,5180,3800,AVENIDA,SERTORIO,SARANDI,PORTO ALEGRE,RS,72,0,0,0,317274,0,0,2023-08-05,-,-30.0016389,-51.1288583
SALA/CONJUNTO COMERCIAL,ALUGAR,2021,1300,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,55,0,1,0,317422,0,0,2023-08-05,-,-30.0293303,-51.2148669
SALA/CONJUNTO COMERCIAL,ALUGAR,1566,750,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,92,0,0,0,317592,0,0,2023-08-05,-,-30.0057244,-51.0356834
SALA/CONJUNTO COMERCIAL,ALUGAR,2090,650,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,157,0,0,0,317818,0,0,2023-08-05,-,-30.0310212,-51.2247936
SALA/CONJUNTO COMERCIAL,ALUGAR,1275,780,RUA,DOM PEDRO II,SAO JOAO,PORTO ALEGRE,RS,27,0,1,0,318100,0,0,2023-08-05,-,-30.0107225,-51.1890716
SALA/CONJUNTO COMERCIAL,ALUGAR,2167,1500,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,33,0,0,0,318507,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,3140,1900,AVENIDA,PERNAMBUCO,NAVEGANTES,PORTO ALEGRE,RS,98,0,0,0,318958,0,0,2023-08-05,-,-30.0132534,-51.2024532
SALA/CONJUNTO COMERCIAL,ALUGAR,14790,9800,RUA,DA CONCEICAO,CENTRO HISTORICO,PORTO ALEGRE,RS,479,0,0,0,319027,0,0,2023-08-05,-,-30.0309736,-51.2192568
SALA/CONJUNTO COMERCIAL,ALUGAR,6049,4790,RUA,MOSTARDEIRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,78,0,1,0,320212,0,0,2023-08-05,-,-30.0830345,-51.0500728
DEPOSITO/ARMAZEM/PAVILHAO,ALUGAR,54901,50400,AVENIDA,DAS INDUSTRIAS,ANCHIETA,PORTO ALEGRE,RS,8155,0,0,0,320295,0,0,2023-08-05,-,-29.7954463,-51.1237641
LOJA,ALUGAR,12252,9800,AVENIDA,PROTASIO ALVES,RIO BRANCO,PORTO ALEGRE,RS,290,0,0,0,320541,0,0,2023-08-05,-,-30.0399646,-51.1714215
CASA COMERCIAL,ALUGAR,11039,10000,AVENIDA,JERONIMO DE ORNELAS,SANTANA,PORTO ALEGRE,RS,271,0,0,0,320568,0,0,2023-08-05,-,-30.0400935,-51.2090129
SALA/CONJUNTO COMERCIAL,ALUGAR,2508,1620,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,29,0,0,0,320682,0,0,2023-08-05,-,-30.1005917,-51.2488704
SALA/CONJUNTO COMERCIAL,ALUGAR,2426,1650,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,25,0,0,0,320697,0,0,2023-08-05,-,-30.1005917,-51.2488704
LOTE/TERRENO,ALUGAR,5917,5000,RUA,SANTA FLORA,NONOAI,PORTO ALEGRE,RS,1454,0,0,0,320792,0,0,2023-08-05,-,-30.0936822,-51.2303978
LOJA,ALUGAR,18553,17000,AVENIDA,ALBERTO BINS,CENTRO HISTORICO,PORTO ALEGRE,RS,574,0,0,0,321428,0,0,2023-08-05,-,-30.0278879,-51.2192861
SALA/CONJUNTO COMERCIAL,ALUGAR,2010,1400,RUA,JOSE DE ALENCAR,MENINO DEUS,PORTO ALEGRE,RS,30,0,1,0,321689,0,0,2023-08-05,-,-30.0602814,-51.2241287
SALA/CONJUNTO COMERCIAL,ALUGAR,1971,1200,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,32,0,1,0,322901,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,1968,1200,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,32,0,0,0,322914,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,3947,2400,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,65,0,2,0,322921,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,1817,600,AVENIDA,ALBERTO BINS,CENTRO HISTORICO,PORTO ALEGRE,RS,52,0,1,0,322924,0,0,2023-08-05,-,-30.0278879,-51.2192861
LOJA,ALUGAR,1477,1200,AVENIDA,ASSIS BRASIL,SANTA MARIA GORETTI,PORTO ALEGRE,RS,46,0,0,0,322992,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,1137,760,RUA,BENTO FIGUEIREDO,RIO BRANCO,PORTO ALEGRE,RS,30,0,0,0,323240,0,0,2023-08-05,-,-30.0346906,-51.2088368
SALA/CONJUNTO COMERCIAL,ALUGAR,6068,4500,RUA,ERNESTO DA FONTOURA,SAO GERALDO,PORTO ALEGRE,RS,170,0,2,0,326156,0,0,2023-08-05,-,-30.0715264,-51.0254108
SALA/CONJUNTO COMERCIAL,ALUGAR,2879,2100,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,39,0,0,0,326373,0,1,2023-08-05,-,-30.0279761,-51.2058778
CASA COMERCIAL,ALUGAR,20376,20000,AVENIDA,BASTIAN,MENINO DEUS,PORTO ALEGRE,RS,540,0,0,0,326381,0,0,2023-08-05,-,-30.0505697,-51.225511
CASA COMERCIAL,ALUGAR,4281,3500,AVENIDA,PALMEIRA,PETROPOLIS,PORTO ALEGRE,RS,230,0,0,0,326481,0,0,2023-08-05,-,-30.0377945,-51.1801652
LOJA,ALUGAR,15001,15000,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,316,0,4,0,326582,0,0,2023-08-05,-,-30.0444453,-51.2203463
SALA/CONJUNTO COMERCIAL,ALUGAR,2174,1700,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,326863,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,2174,1700,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,326868,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,1131,695,AVENIDA,JULIO DE CASTILHOS,CENTRO HISTORICO,PORTO ALEGRE,RS,47,0,0,0,327341,0,0,2023-08-05,-,-30.2372192,-50.236148
SALA/CONJUNTO COMERCIAL,ALUGAR,1131,695,AVENIDA,JULIO DE CASTILHOS,CENTRO HISTORICO,PORTO ALEGRE,RS,47,0,0,0,327374,0,0,2023-08-05,-,-30.2372192,-50.236148
SALA/CONJUNTO COMERCIAL,ALUGAR,3141,2200,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,100,0,0,0,327864,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,ALUGAR,3649,2400,RUA,ERNESTO DA FONTOURA,SAO GERALDO,PORTO ALEGRE,RS,106,0,0,0,328062,0,0,2023-08-05,-,-30.0715264,-51.0254108
LOTE/TERRENO,ALUGAR,14709,13000,AVENIDA,JOAQUIM PORTO VILLANOVA,JARDIM DO SALSO,PORTO ALEGRE,RS,5900,0,0,0,328150,0,0,2023-08-05,-,-30.0553882,-51.1593388
SALA/CONJUNTO COMERCIAL,ALUGAR,4575,2900,RUA,RAMIRO BARCELOS,INDEPENDENCIA,PORTO ALEGRE,RS,83,0,0,0,328243,0,1,2023-08-05,-,-30.0287082,-51.2085122
SALA/CONJUNTO COMERCIAL,ALUGAR,2174,1700,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,328499,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,2231,1700,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,328502,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,2374,1900,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,328507,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,2374,1900,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,328511,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,2474,2000,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,328519,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,2674,2200,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,328548,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,2374,1900,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,41,0,1,0,328552,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,ALUGAR,1495,1100,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,21,0,0,0,328607,0,0,2023-08-05,-,-29.6611245,-50.5844571
SALA/CONJUNTO COMERCIAL,ALUGAR,3832,2950,RUA,JOSE DE ALENCAR,MENINO DEUS,PORTO ALEGRE,RS,56,0,1,0,328632,0,0,2023-08-05,-,-30.0602814,-51.2241287
SALA/CONJUNTO COMERCIAL,ALUGAR,3116,2000,RUA,VINTE E QUATRO DE OUTUBRO,AUXILIADORA,PORTO ALEGRE,RS,73,0,0,0,323257,0,0,2023-08-05,-,-30.0279761,-51.2058778
SALA/CONJUNTO COMERCIAL,ALUGAR,3180,2400,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,126,0,0,0,323288,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,ALUGAR,767,520,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,28,0,0,0,323296,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,ALUGAR,5597,3000,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,180,0,0,0,323338,0,0,2023-08-05,-,-30.0354441,-51.2112849
SALA/CONJUNTO COMERCIAL,ALUGAR,3069,1500,RUA,SIQUEIRA CAMPOS,CENTRO HISTORICO,PORTO ALEGRE,RS,95,0,0,0,323390,0,0,2023-08-05,-,-30.0305543,-51.2369341
SALA/CONJUNTO COMERCIAL,ALUGAR,3371,2300,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,51,0,1,0,323513,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,ALUGAR,3802,3500,RUA,FELIZARDO FURTADO,PETROPOLIS,PORTO ALEGRE,RS,100,0,0,0,323974,0,0,2023-08-05,-,-30.0474023,-51.1836485
LOJA,ALUGAR,30084,28500,RUA,CORONEL BORDINI,AUXILIADORA,PORTO ALEGRE,RS,500,0,11,0,324056,0,0,2023-08-05,-,-30.034316,-51.1958583
SALA/CONJUNTO COMERCIAL,ALUGAR,2280,1600,AVENIDA,CARLOS GOMES,BELA VISTA,PORTO ALEGRE,RS,37,0,1,0,324066,0,0,2023-08-05,-,-30.0373718,-51.1744218
SALA/CONJUNTO COMERCIAL,ALUGAR,1895,1450,RUA,DOM PEDRO II,SAO JOAO,PORTO ALEGRE,RS,32,0,1,0,324680,0,0,2023-08-05,-,-30.0107225,-51.1890716
DEPOSITO/ARMAZEM/PAVILHAO,ALUGAR,4220,3250,RUA,SERGIO JUNGBLUT DIETERICH,SARANDI,PORTO ALEGRE,RS,195,0,0,0,324707,0,0,2023-08-05,-,-29.9877528,-51.1432492
SALA/CONJUNTO COMERCIAL,ALUGAR,1658,1300,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,30,0,1,0,324816,0,0,2023-08-05,-,-30.1005917,-51.2488704
SALA/CONJUNTO COMERCIAL,ALUGAR,2659,1900,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,42,0,0,0,324828,0,0,2023-08-05,-,-30.048605,-51.2056502
CASA COMERCIAL,ALUGAR,4776,4500,AVENIDA,CEARA,SAO JOAO,PORTO ALEGRE,RS,150,0,0,0,324845,0,0,2023-08-05,-,-30.0002978,-51.1911983
SALA/CONJUNTO COMERCIAL,ALUGAR,2240,1600,AVENIDA,ASSIS BRASIL,JARDIM LINDOIA,PORTO ALEGRE,RS,25,0,1,0,324850,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,1315,500,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,85,0,0,0,325070,0,0,2023-08-05,-,-30.0310212,-51.2247936
SALA/CONJUNTO COMERCIAL,ALUGAR,1297,700,RUA,SALDANHA MARINHO,MENINO DEUS,PORTO ALEGRE,RS,25,0,1,0,325183,0,0,2023-08-05,-,-29.6907665,-51.1305693
SALA/CONJUNTO COMERCIAL,ALUGAR,2816,2250,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,39,0,0,0,325240,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,2772,2000,AVENIDA,AUGUSTO MEYER,AUXILIADORA,PORTO ALEGRE,RS,40,0,1,0,325268,0,0,2023-08-05,-,-30.0212829,-51.1849044
SALA/CONJUNTO COMERCIAL,ALUGAR,1632,1200,AVENIDA,ASSIS BRASIL,JARDIM LINDOIA,PORTO ALEGRE,RS,30,0,0,0,325356,0,0,2023-08-05,-,-29.9799682,-51.1144159
LOJA,ALUGAR,1538,1500,RUA,SETE DE SETEMBRO,CENTRO HISTORICO,PORTO ALEGRE,RS,23,0,1,0,325437,0,0,2023-08-05,-,-30.0288097,-51.2291169
LOJA,ALUGAR,1553,1500,RUA,SETE DE SETEMBRO,CENTRO HISTORICO,PORTO ALEGRE,RS,25,0,1,0,325442,0,0,2023-08-05,-,-30.0288097,-51.2291169
LOJA,ALUGAR,1550,1500,RUA,SETE DE SETEMBRO,CENTRO HISTORICO,PORTO ALEGRE,RS,25,0,1,0,325492,0,0,2023-08-05,-,-30.0288097,-51.2291169
SALA/CONJUNTO COMERCIAL,ALUGAR,910,520,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,32,0,0,0,325603,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,ALUGAR,2536,2000,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,34,0,0,0,310051,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,1510,1200,AVENIDA,ASSIS BRASIL,SAO SEBASTIAO,PORTO ALEGRE,RS,25,0,0,0,310182,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,ALUGAR,1566,750,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,92,0,0,0,310326,0,0,2023-08-05,-,-30.0057244,-51.0356834
SALA/CONJUNTO COMERCIAL,ALUGAR,1566,750,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,92,0,0,0,310398,0,0,2023-08-05,-,-30.0057244,-51.0356834
SALA/CONJUNTO COMERCIAL,ALUGAR,1566,750,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,92,0,0,0,310410,0,0,2023-08-05,-,-30.0057244,-51.0356834
LOJA,ALUGAR,5590,5500,AVENIDA,JOAO PESSOA,FARROUPILHA,PORTO ALEGRE,RS,82,0,0,0,310744,0,0,2023-08-05,-,-30.0470064,-51.211756
SALA/CONJUNTO COMERCIAL,ALUGAR,1810,1250,RUA,DOM PEDRO II,SAO JOAO,PORTO ALEGRE,RS,88,0,0,0,310955,0,0,2023-08-05,-,-30.0107225,-51.1890716
SALA/CONJUNTO COMERCIAL,ALUGAR,1157,750,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,37,0,0,0,311992,0,0,2023-08-05,-,-29.6282086,-50.8282846
PREDIO,ALUGAR,26670,25000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,834,0,0,0,312188,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,ALUGAR,1349,800,RUA,JOAO ABBOTT,PETROPOLIS,PORTO ALEGRE,RS,40,0,0,0,312514,0,0,2023-08-05,-,-30.0410076,-51.1834698
SALA/CONJUNTO COMERCIAL,ALUGAR,1178,700,LARGO,VISCONDE DO CAIRU,CENTRO HISTORICO,PORTO ALEGRE,RS,51,0,0,0,313028,0,0,2023-08-05,-,-30.0266608,-51.2267954
