TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,EXCLUSIVO,MOBILIADO,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET,ALTO_PADRAO,AVALIA_IMOVEL_NO_NEGOCIO,PRONTO_PARA_MORAR,ALUGA_RAPIDO_SEM_FIADOR_OU_GARANTIAS,AUXI_PLUS
SALA/CONJUNTO COMERCIAL,ALUGAR,22790,1000,AVENIDA,CARLOS GOMES,TRES FIGUEIRAS,PORTO ALEGRE,RS,43.0,0,0,0,373336,0.0,0,2023-08-05,-,-30.0373718,-51.1744218,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,25340,1800,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,27.0,0,0,1,373547,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,11840,1000,AVENIDA,AMERICA,AUXILIADORA,PORTO ALEGRE,RS,50.0,0,0,0,365570,0.0,0,2023-08-05,-,-30.0186498,-51.1961895,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,11050,700,RUA,CAJU,PETROPOLIS,PORTO ALEGRE,RS,25.0,0,0,0,365611,0.0,0,2023-08-05,-,-29.8353018,-51.2605203,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,37100,2600,TRAVESSA,FRANCISCO DE LEONARDO TRUDA,CENTRO HISTORICO,PORTO ALEGRE,RS,130.0,0,0,0,365798,0.0,0,2023-08-05,-,-,-,,,,,
PAVILHAO,ALUGAR,21210,2100,RUA,PEDRO AURELIO BARTH,JARDIM ITU,PORTO ALEGRE,RS,194.0,0,2,0,365898,0.0,0,2023-08-05,-,-30.0219644,-51.1334161,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,16890,1100,RUA,FELIPE NERI,AUXILIADORA,PORTO ALEGRE,RS,45.0,0,1,0,365978,0.0,0,2023-08-05,-,-30.0232971,-51.1952196,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,17740,1300,LARGO,VISCONDE DO CAIRU,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,0,0,0,366256,0.0,0,2023-08-05,-,-30.0266608,-51.2267954,,,,,
PAVILHAO,ALUGAR,139210,13500,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,1300.0,0,0,0,366561,0.0,0,2023-08-05,-,-30.0760656,-51.1315976,,,,,
PAVILHAO,ALUGAR,139670,11500,AVENIDA,SERTORIO,SAO SEBASTIAO,PORTO ALEGRE,RS,750.0,0,5,0,366784,0.0,0,2023-08-05,-,-30.0016389,-51.1288583,,,,,
LOJA,ALUGAR,8210,780,RUA,MADRE ANA,GLORIA,PORTO ALEGRE,RS,30.0,0,0,0,367015,0.0,0,2023-08-05,-,-30.0794074,-51.1998732,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,8730,650,RUA,SANTANA,FARROUPILHA,PORTO ALEGRE,RS,25.0,0,0,1,373610,0.0,0,2023-08-05,-,-30.045428,-51.209781,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,138840,10800,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,250.0,0,0,3,373633,0.0,0,2023-08-05,-,-29.6611245,-50.5844571,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,13200,850,RUA,DONA LAURA,RIO BRANCO,PORTO ALEGRE,RS,27.0,0,0,1,373691,0.0,0,2023-08-05,-,-30.0292454,-51.1953876,,,,,
LOJA,ALUGAR,28330,2500,RUA,DEMETRIO RIBEIRO,CENTRO HISTORICO,PORTO ALEGRE,RS,110.0,0,0,0,373938,0.0,0,2023-08-05,-,-30.0360874,-51.228137,,,,,
LOJA,ALUGAR,82730,8000,AVENIDA,ANTONIO CARVALHO,JARDIM CARVALHO,PORTO ALEGRE,RS,277.0,0,0,0,374129,0.0,0,2023-08-05,-,-30.0647771,-51.1506843,,,,,
PREDIO,ALUGAR,120000,9600,RUA,DA REPUBLICA,CIDADE BAIXA,PORTO ALEGRE,RS,370.0,0,0,0,375090,0.0,0,2023-08-05,-,-30.0396519,-51.2250277,,,,,
LOJA,ALUGAR,146820,14000,RUA,SIQUEIRA CAMPOS,CENTRO HISTORICO,PORTO ALEGRE,RS,180.0,0,0,0,375359,0.0,0,2023-08-05,-,-30.0305543,-51.2369341,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,20530,1200,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,36.0,0,0,0,375560,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12280,748,RUA,JARI,PASSO DA AREIA,PORTO ALEGRE,RS,23.0,0,0,0,375566,0.0,0,2023-08-05,-,-30.0155985,-51.1678307,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12090,900,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,25.0,0,0,1,380939,0.0,0,2023-08-05,-,-30.0057244,-51.0356834,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,10860,500,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,50.0,0,0,0,380961,0.0,0,2023-08-05,-,-30.0296388,-51.2232103,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,8770,500,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,24.0,0,0,1,380970,0.0,0,2023-08-05,-,-29.5676459,-50.7909134,,,,,
LOJA,ALUGAR,54220,3900,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,500.0,0,0,0,381015,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
CASA COMERCIAL,ALUGAR,158340,15000,AVENIDA,BASTIAN,MENINO DEUS,PORTO ALEGRE,RS,360.0,0,5,1,381159,0.0,0,2023-08-05,-,-30.0505697,-51.225511,,,,,
LOJA,ALUGAR,62860,3750,RUA,VOLUNTARIOS DA PATRIA,FLORESTA,PORTO ALEGRE,RS,125.0,0,0,0,381232,0.0,0,2023-08-05,-,-30.0079532,-51.2092338,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,23320,1600,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,28.0,0,0,0,381236,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,44830,2700,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,60.0,0,0,0,381289,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,22990,1500,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,27.0,0,0,0,381292,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
CASA COMERCIAL,ALUGAR,89760,8500,RUA,DOUTOR TELMO VERGARA,PARTENON,PORTO ALEGRE,RS,990.0,0,15,10,381390,0.0,0,2023-08-05,-,-30.0597695,-51.1574789,,,,,
LOJA,ALUGAR,23640,1500,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,51.0,0,0,0,381481,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
LOJA,ALUGAR,60010,6000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,150.0,0,0,0,382081,0.0,0,2023-08-05,-,-30.0399646,-51.1714215,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,21690,1300,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,75.0,0,1,0,382128,0.0,0,2023-08-05,-,-29.6526379,-50.5738717,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,11090,800,RUA,DA REPUBLICA,CIDADE BAIXA,PORTO ALEGRE,RS,30.0,0,0,0,382190,0.0,0,2023-08-05,-,-30.0396519,-51.2250277,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,9240,500,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,20.0,0,0,0,382609,0.0,0,2023-08-05,-,-29.5676459,-50.7909134,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,18070,1200,RUA,MARIANTE,RIO BRANCO,PORTO ALEGRE,RS,40.0,0,1,0,383669,0.0,0,2023-08-05,-,-30.0375651,-51.2039987,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,33750,2500,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,39.0,0,1,1,377999,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,32830,2500,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,39.0,0,1,0,378030,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,65500,5000,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,78.0,0,2,0,378037,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,13220,1000,AVENIDA,NOVA YORK,AUXILIADORA,PORTO ALEGRE,RS,23.0,0,0,0,378067,0.0,0,2023-08-05,-,-30.0162631,-51.1954979,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,23110,1786,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,38.0,0,1,0,378262,0.0,0,2023-08-05,-,-30.0444453,-51.2203463,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2100,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,37.0,0,1,0,378265,0.0,0,2023-08-05,-,-30.0444453,-51.2203463,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,33250,2800,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,49.0,0,1,0,378266,0.0,0,2023-08-05,-,-30.0444453,-51.2203463,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,23700,1845,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,37.0,0,1,0,378269,0.0,0,2023-08-05,-,-30.0444453,-51.2203463,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,23700,1845,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,37.0,0,1,0,378273,0.0,0,2023-08-05,-,-30.0444453,-51.2203463,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,22750,1750,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,45.0,0,1,0,378277,0.0,0,2023-08-05,-,-30.0444453,-51.2203463,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26010,2076,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,37.0,0,1,0,378285,0.0,0,2023-08-05,-,-30.0444453,-51.2203463,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,37750,2500,RUA,QUINTINO BOCAIUVA,FLORESTA,PORTO ALEGRE,RS,80.0,0,0,1,378318,0.0,0,2023-08-05,-,-29.6808939,-51.1207451,,,,,
CASA COMERCIAL,ALUGAR,84170,7000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,321.0,0,0,1,378618,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
LOJA,ALUGAR,19670,1600,RUA,GENERAL BENTO MARTINS,CENTRO HISTORICO,PORTO ALEGRE,RS,39.0,0,0,0,378802,0.0,0,2023-08-05,-,-29.9594516,-51.7271927,,,,,
PAVILHAO,ALUGAR,87800,6000,RUA,SERGIO JUNGBLUT DIETERICH,SARANDI,PORTO ALEGRE,RS,550.0,0,0,0,378868,0.0,0,2023-08-05,-,-29.9877528,-51.1432492,,,,,
PAVILHAO,ALUGAR,88190,6000,RUA,SERGIO JUNGBLUT DIETERICH,SARANDI,PORTO ALEGRE,RS,550.0,0,0,0,378880,0.0,0,2023-08-05,-,-29.9877528,-51.1432492,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,16240,1000,PRACA,QUINZE DE NOVEMBRO,CENTRO HISTORICO,PORTO ALEGRE,RS,52.0,0,0,0,379038,0.0,0,2023-08-05,-,-30.028453550000002,-51.22724002054571,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,15570,900,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,48.0,0,0,1,379634,0.0,1,2023-08-05,-,-29.5676459,-50.7909134,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,16680,900,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,36.0,0,0,0,379718,0.0,0,2023-08-05,-,-29.6282086,-50.8282846,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,46220,3500,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,61.0,0,1,0,379803,0.0,0,2023-08-05,-,-30.0293303,-51.2148669,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,25250,1800,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,35.0,0,0,1,380679,0.0,0,2023-08-05,-,-30.0350342,-51.2232904,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,58500,3950,AVENIDA,CARLOS GOMES,AUXILIADORA,PORTO ALEGRE,RS,103.0,0,1,0,380920,0.0,0,2023-08-05,-,-30.0373718,-51.1744218,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,14250,1000,RUA,BARONESA DO GRAVATAI,CIDADE BAIXA,PORTO ALEGRE,RS,27.0,0,0,0,339499,0.0,0,2023-08-05,-,-30.0429701,-51.2260015,,,,,
LOJA,ALUGAR,20110,1800,RUA,SANTO ANTONIO,FLORESTA,PORTO ALEGRE,RS,53.0,0,0,0,339599,0.0,0,2023-08-05,-,-29.6357278,-50.4577898,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,19100,1300,RUA,GERMANO PETERSEN JUNIOR,HIGIENOPOLIS,PORTO ALEGRE,RS,38.0,0,1,0,339605,0.0,0,2023-08-05,-,-30.0222704,-51.1899675,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,31210,2500,RUA,CARVALHO MONTEIRO,BELA VISTA,PORTO ALEGRE,RS,46.0,0,1,0,339637,0.0,0,2023-08-05,-,-30.0296332,-51.1818865,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,28000,2300,RUA,ANITA GARIBALDI,MONT SERRAT,PORTO ALEGRE,RS,33.0,0,1,0,339676,0.0,0,2023-08-05,-,-30.022182,-51.1738111,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,34340,2700,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,37.0,0,0,0,339720,0.0,0,2023-08-05,-,-30.048605,-51.2056502,,,,,
PAVILHAO,ALUGAR,41880,3250,RUA,SERGIO JUNGBLUT DIETERICH,SARANDI,PORTO ALEGRE,RS,182.0,0,4,0,340329,0.0,0,2023-08-05,-,-29.9877528,-51.1432492,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,75840,4900,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,300.0,0,0,0,340342,0.0,0,2023-08-05,-,-30.0057244,-51.0356834,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12050,900,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,23.0,0,0,0,340725,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,30250,2400,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,40.0,0,1,0,340729,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,30250,2400,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,34.0,0,1,0,340732,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,30250,2400,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,34.0,0,1,0,340744,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,24000,2400,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,34.0,0,1,0,340748,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,30250,2400,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,34.0,0,1,0,340752,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,25.0,0,1,0,340780,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,25.0,0,1,0,340784,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,27.0,0,1,0,340785,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,27.0,0,1,0,340791,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,25250,1900,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,24.0,0,1,0,340798,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,25250,1900,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,25.0,0,1,0,340803,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,28.0,0,1,0,340806,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,28.0,0,1,0,340810,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,194670,13800,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,740.0,0,0,0,340837,0.0,0,2023-08-05,-,-30.0057244,-51.0356834,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,28.0,0,1,0,340876,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,28.0,0,1,0,340883,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26250,2000,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,28.0,0,1,0,340886,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,37000,2900,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,47.0,0,1,0,340917,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,40000,3200,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,52.0,0,1,0,341028,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,45500,3600,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,52.0,0,1,0,341029,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,36000,2800,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,47.0,0,1,0,341030,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,36000,2800,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,47.0,0,1,0,341031,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,57290,5200,RUA,ALMIRANTE BARROSO,FLORESTA,PORTO ALEGRE,RS,260.0,0,0,0,341222,0.0,0,2023-08-05,-,-30.0164517,-51.2082986,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12020,750,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,25.0,0,0,0,341418,0.0,0,2023-08-05,-,-29.6611245,-50.5844571,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,21760,1800,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,129.0,0,0,0,342038,0.0,0,2023-08-05,-,-29.6611245,-50.5844571,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,27360,2049,AVENIDA,OTAVIO ROCHA,CENTRO HISTORICO,PORTO ALEGRE,RS,77.0,0,0,0,342188,0.0,0,2023-08-05,-,-30.028205,-51.2237342,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,25260,1750,AVENIDA,BORGES DE MEDEIROS,PRAIA DE BELAS,PORTO ALEGRE,RS,50.0,0,1,0,342684,0.0,0,2023-08-05,-,-29.6611245,-50.5844571,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12250,700,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,60.0,0,0,0,342688,0.0,0,2023-08-05,-,-30.0310212,-51.2247936,,,,,
LOJA,ALUGAR,42360,3900,AVENIDA,PLINIO BRASIL MILANO,HIGIENOPOLIS,PORTO ALEGRE,RS,62.0,0,0,0,342866,0.0,0,2023-08-05,-,-30.0127549,-51.1716265,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,18810,1200,RUA,RIACHUELO,CENTRO HISTORICO,PORTO ALEGRE,RS,33.0,0,0,0,345657,0.0,0,2023-08-05,-,-30.0327864,-51.2345941,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,15620,950,RUA,RIACHUELO,CENTRO HISTORICO,PORTO ALEGRE,RS,33.0,0,0,0,345659,0.0,0,2023-08-05,-,-30.0327864,-51.2345941,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,14190,800,RUA,RIACHUELO,CENTRO HISTORICO,PORTO ALEGRE,RS,32.0,0,0,0,345666,0.0,0,2023-08-05,-,-30.0327864,-51.2345941,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,19000,1517,AVENIDA,ASSIS BRASIL,JARDIM LINDOIA,PORTO ALEGRE,RS,25.0,0,0,0,346177,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,14400,1000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,43.0,0,1,0,346265,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,21150,1400,RUA,DONA LAURA,RIO BRANCO,PORTO ALEGRE,RS,43.0,0,1,0,346586,0.0,0,2023-08-05,-,-30.0292454,-51.1953876,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,7810,490,AVENIDA,DA CAVALHADA,CAVALHADA,PORTO ALEGRE,RS,20.0,0,0,0,346600,0.0,0,2023-08-05,-,-30.0953116,-51.225989,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,6370,300,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,21.0,0,0,0,346639,0.0,0,2023-08-05,-,-29.5676459,-50.7909134,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,8200,700,RUA,BEZERRA DE MENEZES,PASSO DA AREIA,PORTO ALEGRE,RS,37.0,0,0,0,346643,0.0,0,2023-08-05,-,-30.0158808,-51.1694467,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,44890,3294,RUA,PADRE CHAGAS,MOINHOS DE VENTO,PORTO ALEGRE,RS,44.0,0,0,0,346660,0.0,0,2023-08-05,-,-29.6873852,-51.135434,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,38900,2819,RUA,PADRE CHAGAS,MOINHOS DE VENTO,PORTO ALEGRE,RS,38.0,0,1,0,346693,0.0,0,2023-08-05,-,-29.6873852,-51.135434,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,27200,2000,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,34.0,0,1,0,346895,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
LOJA,ALUGAR,135880,12500,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,84.0,0,0,0,346912,0.0,0,2023-08-05,-,-30.0296388,-51.2232103,,,,,
LOJA,ALUGAR,11800,800,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,22.0,0,0,0,347150,0.0,0,2023-08-05,-,-30.0336261,-51.228012,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,8000,495,RUA,GENERAL ANDRADE NEVES,CENTRO HISTORICO,PORTO ALEGRE,RS,41.0,0,0,0,347188,0.0,0,2023-08-05,-,-30.0306284,-51.2287098,,,,,
LOJA,ALUGAR,96770,6000,AVENIDA,WENCESLAU ESCOBAR,CRISTAL,PORTO ALEGRE,RS,75.0,0,0,0,347235,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,48150,3404,AVENIDA,SOLEDADE,PETROPOLIS,PORTO ALEGRE,RS,50.0,0,1,0,347527,0.0,0,2023-08-05,-,-30.0369183,-51.1819551,,,,,
LOJA,ALUGAR,102630,8000,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,114.0,0,0,0,347543,0.0,0,2023-08-05,-,-30.0310212,-51.2247936,,,,,
LOJA,ALUGAR,62390,4575,AVENIDA,DOUTOR NILO PECANHA,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,42.0,0,0,0,347545,0.0,0,2023-08-05,-,-30.0290116,-51.1578614,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,9920,700,RUA,GARIBALDI,FLORESTA,PORTO ALEGRE,RS,34.0,0,0,0,347546,0.0,0,2023-08-05,-,-30.0274303,-51.215113,,,,,
