TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,EXCLUSIVO,MOBILIADO,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET,ALTO_PADRAO,AVALIA_IMOVEL_NO_NEGOCIO,PRONTO_PARA_MORAR,ALUGA_RAPIDO_SEM_FIADOR_OU_GARANTIAS,AUXI_PLUS
LOJA,ALUGAR,87850,7567,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,85.0,0,1,0,345775,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,126690,10880,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,121.0,0,1,0,345776,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,142200,12179,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,135.0,0,1,0,345779,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,155480,13233,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,147.0,0,1,0,345784,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,15550,1100,AVENIDA,WENCESLAU ESCOBAR,TRISTEZA,PORTO ALEGRE,RS,38.0,0,0,0,346246,0.0,0,2023-08-05,-,-30.1005917,-51.2488704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,14340,800,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,41.0,0,0,0,346704,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,19150,1200,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,41.0,0,1,0,346762,0.0,0,2023-08-05,-,-30.0399646,-51.1714215,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,20280,1490,AVENIDA,IPIRANGA,PRAIA DE BELAS,PORTO ALEGRE,RS,27.0,0,1,0,355999,0.0,0,2023-08-05,-,-30.0554878,-51.1692291,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,16100,1000,AVENIDA,VENANCIO AIRES,CIDADE BAIXA,PORTO ALEGRE,RS,28.0,0,0,0,356001,0.0,0,2023-08-05,-,-30.0370093,-51.2092281,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,13120,700,RUA,FELIPE CAMARAO,BOM FIM,PORTO ALEGRE,RS,30.0,0,0,0,356393,0.0,0,2023-08-05,-,-30.0297677,-51.2098033,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,15630,680,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,39.0,0,0,0,343433,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,21100,1300,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,39.0,0,0,0,343668,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,14620,910,RUA,JERONIMO COELHO,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,0,0,0,343930,0.0,0,2023-08-05,-,-30.0197123,-51.0537699,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,16780,960,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,47.0,0,0,0,345079,0.0,0,2023-08-05,-,-30.0296388,-51.2232103,,,,,
LOJA,ALUGAR,47680,4095,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,46.0,0,1,0,345475,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,37480,3228,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,36.0,0,1,0,345482,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,104490,8995,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,100.0,0,1,0,345484,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,69930,6110,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,68.0,0,1,0,345485,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,44930,3876,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,43.0,0,1,0,345578,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,89290,7692,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,85.0,0,1,0,345579,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,87380,7527,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,84.0,0,1,0,345580,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
LOJA,ALUGAR,9290,800,RUA,DOUTOR VICENTE DE PAULA DUTRA,PRAIA DE BELAS,PORTO ALEGRE,RS,14.0,0,0,0,348010,0.0,0,2023-08-05,-,-30.0442611,-51.2298705,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12240,1200,AVENIDA,ALBERTO BINS,FLORESTA,PORTO ALEGRE,RS,57.0,0,0,1,348270,0.0,0,2023-08-05,-,-30.0278879,-51.2192861,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12260,1200,AVENIDA,ALBERTO BINS,CENTRO HISTORICO,PORTO ALEGRE,RS,57.0,0,0,0,348272,0.0,0,2023-08-05,-,-30.0278879,-51.2192861,,,,,
PAVILHAO,ALUGAR,30690,2990,TRAVESSA,AFONSO MABILDE,SANTA MARIA GORETTI,PORTO ALEGRE,RS,160.0,0,0,0,348718,0.0,0,2023-08-05,-,-30.0051077,-51.1690052,,,,,
LOJA,ALUGAR,22820,1400,RUA,VINTE E QUATRO DE OUTUBRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,46.0,0,0,0,349982,0.0,0,2023-08-05,-,-30.0279761,-51.2058778,,,,,
LOJA,ALUGAR,64650,6000,RUA,MARECHAL FLORIANO PEIXOTO,CENTRO HISTORICO,PORTO ALEGRE,RS,240.0,0,0,0,350014,0.0,0,2023-08-05,-,-30.0305905,-51.2268791,,,,,
LOTE/TERRENO,ALUGAR,31020,2550,RUA,BEZERRA DE MENEZES,PASSO DA AREIA,PORTO ALEGRE,RS,374.0,0,0,0,365537,0.0,0,2023-08-05,-,-30.0158808,-51.1694467,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,18980,1000,RUA,JOAO GUIMARAES,SANTA CECILIA,PORTO ALEGRE,RS,39.0,0,1,0,365773,0.0,0,2023-08-05,-,-30.0409286,-51.2009582,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,48160,2500,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,125.0,0,1,0,366022,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,35050,2500,PRACA,MARECHAL DEODORO,CENTRO HISTORICO,PORTO ALEGRE,RS,77.0,0,0,0,366184,0.0,0,2023-08-05,-,-30.03285535,-51.23012336743611,,,,,
LOJA,ALUGAR,9800,590,RUA,BARAO DO AMAZONAS,PETROPOLIS,PORTO ALEGRE,RS,22.0,0,0,0,366863,0.0,0,2023-08-05,-,-29.6849286,-51.150704,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,27990,2200,AVENIDA,DOUTOR NILO PECANHA,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,37.0,0,1,0,341533,0.0,0,2023-08-05,-,-30.0290116,-51.1578614,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12110,700,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,27.0,0,0,0,342774,0.0,0,2023-08-05,-,-29.6282086,-50.8282846,,,,,
LOJA,ALUGAR,79340,6000,AVENIDA,CARLOS GOMES,BOA VISTA,PORTO ALEGRE,RS,183.0,0,1,0,328661,0.0,0,2023-08-05,-,-30.0373718,-51.1744218,,,,,
LOJA,ALUGAR,30400,1950,AVENIDA,PRINCESA ISABEL,SANTANA,PORTO ALEGRE,RS,68.0,0,0,0,328933,0.0,0,2023-08-05,-,-30.0463876,-51.2049524,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,13160,900,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,34.0,0,1,0,329223,0.0,0,2023-08-05,-,-30.0399646,-51.1714215,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,14680,1000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,54.0,0,0,0,333046,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,13500,750,AVENIDA,CRISTOVAO COLOMBO,MOINHOS DE VENTO,PORTO ALEGRE,RS,33.0,0,0,0,333364,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,10170,700,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,30.0,0,0,0,334108,0.0,0,2023-08-05,-,-29.5676459,-50.7909134,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,52140,3500,RUA,FELICISSIMO DE AZEVEDO,AUXILIADORA,PORTO ALEGRE,RS,68.0,0,1,0,334153,0.0,1,2023-08-05,-,-30.0174708,-51.1886484,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,13860,1200,AVENIDA,PADRE CACIQUE,MENINO DEUS,PORTO ALEGRE,RS,33.0,0,0,0,334171,0.0,0,2023-08-05,-,-30.0771014,-51.2446466,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26380,2000,RUA,DOUTOR ARMANDO BARBEDO,TRISTEZA,PORTO ALEGRE,RS,33.0,0,1,0,334394,0.0,0,2023-08-05,-,-30.1100736,-51.2494348,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,11600,500,AVENIDA,CACAPAVA,PETROPOLIS,PORTO ALEGRE,RS,25.0,0,1,0,334706,0.0,0,2023-08-05,-,-30.0424909,-51.1814809,,,,,
CASA COMERCIAL,ALUGAR,203010,17800,AVENIDA,CORONEL MARCOS,PEDRA REDONDA,PORTO ALEGRE,RS,863.0,0,10,0,327519,0.0,0,2023-08-05,-,-30.1273922,-51.2423406,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,24780,1600,RUA,DONA LAURA,MOINHOS DE VENTO,PORTO ALEGRE,RS,42.0,0,1,0,327735,0.0,0,2023-08-05,-,-30.0292454,-51.1953876,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,44610,3500,RUA,RAMIRO BARCELOS,FLORESTA,PORTO ALEGRE,RS,83.0,0,2,0,320147,0.0,0,2023-08-05,-,-30.0287082,-51.2085122,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,33190,950,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,173.0,0,1,0,311634,0.0,0,2023-08-05,-,-30.0057244,-51.0356834,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,20250,1100,RUA,QUINTINO BOCAIUVA,MOINHOS DE VENTO,PORTO ALEGRE,RS,49.0,0,1,0,314495,0.0,0,2023-08-05,-,-29.6808939,-51.1207451,,,,,
LOJA,ALUGAR,24400,1650,AVENIDA,GOETHE,RIO BRANCO,PORTO ALEGRE,RS,50.0,0,0,0,324063,0.0,0,2023-08-05,-,-30.027087,-51.199371,,,,,
LOJA,ALUGAR,19840,1800,RUA,ITAPITOCAI,CRISTAL,PORTO ALEGRE,RS,43.0,0,0,0,324142,0.0,0,2023-08-05,-,-30.0911079,-51.2365434,,,,,
PREDIO,ALUGAR,172010,16500,RUA,MIGUEL TOSTES,RIO BRANCO,PORTO ALEGRE,RS,350.0,0,0,0,325455,0.0,0,2023-08-05,-,-30.0335033,-51.2056846,,,,,
ANDAR,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338849,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
LOTE/TERRENO,ALUGAR,27140,2300,RUA,COMENDADOR TAVARES,NAVEGANTES,PORTO ALEGRE,RS,376.0,0,0,0,340674,0.0,0,2023-08-05,-,-30.0002087,-51.2032059,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,20320,1600,AVENIDA,ASSIS BRASIL,SAO SEBASTIAO,PORTO ALEGRE,RS,26.0,0,1,0,271791,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,30400,1850,AVENIDA,DIARIO DE NOTICIAS,CRISTAL,PORTO ALEGRE,RS,40.0,0,0,0,309031,0.0,0,2023-08-05,-,-30.0875211,-51.2479632,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,19360,1300,AVENIDA,PALMEIRA,PETROPOLIS,PORTO ALEGRE,RS,34.0,0,0,0,290842,0.0,0,2023-08-05,-,-30.0377945,-51.1801652,,,,,
LOJA,ALUGAR,51110,4950,RUA,DA REPUBLICA,CIDADE BAIXA,PORTO ALEGRE,RS,127.0,0,0,0,286106,0.0,0,2023-08-05,-,-30.0396519,-51.2250277,,,,,
ANDAR,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,336416,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,15220,650,RUA,FELICISSIMO DE AZEVEDO,SAO JOAO,PORTO ALEGRE,RS,42.0,0,0,0,338729,0.0,0,2023-08-05,-,-30.0174708,-51.1886484,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,14350,650,RUA,FELICISSIMO DE AZEVEDO,SAO JOAO,PORTO ALEGRE,RS,38.0,0,0,0,338734,0.0,0,2023-08-05,-,-30.0174708,-51.1886484,,,,,
ANDAR,ALUGAR,207000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338800,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338816,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338821,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338826,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338829,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
ANDAR,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,0,0,338836,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
ANDAR,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338841,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
ANDAR,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338844,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
ANDAR,ALUGAR,209000,18600,AVENIDA,SEVERO DULLIUS,SAO JOAO,PORTO ALEGRE,RS,258.0,0,5,0,338845,0.0,0,2023-08-05,-,-29.9872044,-51.1601454,,,,,
LOJA,ALUGAR,103010,9000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,384.0,0,6,0,253415,0.0,0,2023-08-05,-,-30.0399646,-51.1714215,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,16850,960,TRAVESSA,ITAPERUNA,TRISTEZA,PORTO ALEGRE,RS,31.0,0,0,0,256635,0.0,0,2023-08-05,-,-30.1031717,-51.250308,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,23960,1680,RUA,MOSTARDEIRO,INDEPENDENCIA,PORTO ALEGRE,RS,43.0,0,0,0,250613,0.0,0,2023-08-05,-,-30.0830345,-51.0500728,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,16120,900,RUA,COMENDADOR RHEINGANTZ,AUXILIADORA,PORTO ALEGRE,RS,38.0,0,1,0,236957,0.0,0,2023-08-05,-,-30.0238169,-51.1865,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,17850,1200,RUA,DOUTOR FLORENCIO YGARTUA,MOINHOS DE VENTO,PORTO ALEGRE,RS,27.0,0,0,0,230225,0.0,0,2023-08-05,-,-30.0286679,-51.2030284,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,20870,1300,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,35.0,0,0,0,230516,0.0,0,2023-08-05,-,-30.0350342,-51.2232904,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,18800,1300,RUA,ERNESTO DA FONTOURA,SAO GERALDO,PORTO ALEGRE,RS,45.0,0,0,1,431633,0.0,0,2023-08-05,-,-30.0715264,-51.0254108,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,15830,1500,RUA,MARIANTE,RIO BRANCO,PORTO ALEGRE,RS,23.0,0,0,0,431655,0.0,0,2023-08-05,-,-30.0375651,-51.2039987,,,,,
LOJA,ALUGAR,20490,1700,RUA,GONCALVES DIAS,MENINO DEUS,PORTO ALEGRE,RS,41.0,0,0,0,431926,0.0,0,2023-08-05,-,-30.0893824,-51.0869581,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,25840,2300,RUA,GOMES JARDIM,SANTANA,PORTO ALEGRE,RS,32.0,0,0,0,432061,0.0,0,2023-08-05,-,-30.048605,-51.2056502,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,14850,850,RUA,UMBU,PASSO DA AREIA,PORTO ALEGRE,RS,37.0,0,1,0,432125,0.0,0,2023-08-05,-,-30.0564172,-51.0205958,,,,,
LOJA,ALUGAR,67000,5500,RUA,IRMAO JOSE OTAO,INDEPENDENCIA,PORTO ALEGRE,RS,248.0,0,0,0,432237,0.0,0,2023-08-05,-,-30.0306406,-51.2167781,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,19870,1300,AVENIDA,ITAQUI,PETROPOLIS,PORTO ALEGRE,RS,54.0,0,0,1,432327,0.0,0,2023-08-05,-,-30.0415553,-51.1883687,,,,,
CASA COMERCIAL,ALUGAR,138520,12000,RUA,ERASTO ROXO DE ARAUJO CORREA,BOA VISTA,PORTO ALEGRE,RS,513.0,0,0,1,432351,0.0,0,2023-08-05,-,-30.0232527,-51.1709948,,,,,
LOJA,ALUGAR,24890,2300,RUA,JOSE DO PATROCINIO,CIDADE BAIXA,PORTO ALEGRE,RS,32.0,0,0,0,432365,0.0,0,2023-08-05,-,-29.9330575,-51.0286829,,,,,
LOJA,ALUGAR,162280,15000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,85.0,0,0,0,432434,0.0,0,2023-08-05,-,-30.0296388,-51.2232103,,,,,
CASA COMERCIAL,ALUGAR,127760,12000,AVENIDA,BASTIAN,MENINO DEUS,PORTO ALEGRE,RS,294.0,0,0,1,432442,0.0,0,2023-08-05,-,-30.0505697,-51.225511,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,32710,2200,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,48.0,0,0,0,432513,0.0,0,2023-08-05,-,-30.0395284,-51.1736994,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,73000,7000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,207.0,0,2,1,432597,0.0,0,2023-08-05,-,-30.0554878,-51.1692291,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,74000,7000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,556.0,0,2,1,432600,0.0,0,2023-08-05,-,-30.0554878,-51.1692291,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,25600,1200,RUA,RIACHUELO,CENTRO HISTORICO,PORTO ALEGRE,RS,76.0,0,2,0,431208,0.0,0,2023-08-05,-,-30.0327864,-51.2345941,,,,,
CASA COMERCIAL,ALUGAR,100360,9800,AVENIDA,ENCANTADO,PETROPOLIS,PORTO ALEGRE,RS,300.0,0,0,1,431361,0.0,0,2023-08-05,-,-30.0393462,-51.1811987,,,,,
CASA COMERCIAL,ALUGAR,186350,18000,RUA,MUCIO TEIXEIRA,MENINO DEUS,PORTO ALEGRE,RS,300.0,8,10,5,431447,0.0,0,2023-08-05,-,-30.0596369,-51.2256224,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,45880,4000,AVENIDA,PADRE CACIQUE,CRISTAL,PORTO ALEGRE,RS,32.0,0,0,0,423788,0.0,0,2023-08-05,-,-30.0771014,-51.2446466,,,,,
LOJA,ALUGAR,19520,1600,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,60.0,0,0,0,423801,0.0,0,2023-08-05,-,-30.0354441,-51.2112849,,,,,
LOJA,ALUGAR,82000,7000,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,170.0,0,0,0,423804,0.0,0,2023-08-05,-,-30.0354441,-51.2112849,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,89600,6000,AVENIDA,CARLOS GOMES,AUXILIADORA,PORTO ALEGRE,RS,142.0,0,0,0,423891,0.0,0,2023-08-05,-,-30.0373718,-51.1744218,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,145810,12000,RUA,PADRE CHAGAS,MOINHOS DE VENTO,PORTO ALEGRE,RS,186.0,0,0,0,423908,0.0,0,2023-08-05,-,-29.6873852,-51.135434,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,37000,2500,RUA,FELIX DA CUNHA,FLORESTA,PORTO ALEGRE,RS,87.0,0,0,0,423944,0.0,0,2023-08-05,-,-30.0181669,-51.2023045,,,,,
LOJA,ALUGAR,71950,7000,RUA,FELIZARDO FURTADO,PETROPOLIS,PORTO ALEGRE,RS,90.0,0,0,0,423970,0.0,0,2023-08-05,-,-30.0474023,-51.1836485,,,,,
PAVILHAO,ALUGAR,107610,10500,AVENIDA,MARANHAO,SAO GERALDO,PORTO ALEGRE,RS,300.0,0,0,0,424006,0.0,0,2023-08-05,-,-30.0063991,-51.2036473,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,10980,650,RUA,PROFESSOR ANNES DIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,30.0,0,0,1,421951,0.0,0,2023-08-05,-,-30.0313728,-51.2235576,,,,,
CASA COMERCIAL,ALUGAR,80330,7500,RUA,GIORDANO BRUNO,RIO BRANCO,PORTO ALEGRE,RS,250.0,0,0,1,422246,0.0,0,2023-08-05,-,-30.035129,-51.2065246,,,,,
LOJA,ALUGAR,44330,4000,AVENIDA,PROTASIO ALVES,RIO BRANCO,PORTO ALEGRE,RS,116.0,0,0,0,422308,0.0,0,2023-08-05,-,-30.0399646,-51.1714215,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,16980,1000,RUA,QUINTINO BOCAIUVA,MOINHOS DE VENTO,PORTO ALEGRE,RS,38.0,0,1,1,422365,0.0,0,2023-08-05,-,-29.6808939,-51.1207451,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,60200,3500,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,242.0,0,0,0,422383,0.0,0,2023-08-05,-,-30.0296388,-51.2232103,,,,,
LOJA,ALUGAR,37200,3000,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,90.0,0,0,0,422397,0.0,0,2023-08-05,-,-30.0350342,-51.2232904,,,,,
CASA COMERCIAL,ALUGAR,185010,17000,RUA,ENGENHEIRO  ILDEFONSO SIMOES LOPES,TRES FIGUEIRAS,PORTO ALEGRE,RS,98.0,0,0,1,422980,0.0,0,2023-08-05,-,-30.0346051,-51.1758561,,,,,
CASA COMERCIAL,ALUGAR,103430,9900,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,411.0,0,0,1,429397,0.0,0,2023-08-05,-,-30.0760656,-51.1315976,,,,,
PAVILHAO,ALUGAR,43330,3900,AVENIDA,AMAZONAS,SAO GERALDO,PORTO ALEGRE,RS,200.0,0,3,0,429667,0.0,0,2023-08-05,-,-30.0119974,-51.1981172,,,,,
CASA COMERCIAL,ALUGAR,164670,15000,RUA,GREGOR MENDEL,BOA VISTA,PORTO ALEGRE,RS,485.0,0,0,1,429916,0.0,0,2023-08-05,-,-30.0224872,-51.1814125,,,,,
LOJA,ALUGAR,27000,2500,RUA,UMBU,PASSO DA AREIA,PORTO ALEGRE,RS,81.0,0,0,0,429980,0.0,0,2023-08-05,-,-30.0564172,-51.0205958,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,26000,1990,RUA,CORONEL APARICIO BORGES,GLORIA,PORTO ALEGRE,RS,48.0,0,0,0,430181,0.0,0,2023-08-05,-,-30.0763012,-51.2058639,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,12650,1150,AVENIDA,TERESOPOLIS,TERESOPOLIS,PORTO ALEGRE,RS,46.0,0,0,0,430199,0.0,0,2023-08-05,-,-30.0823909,-51.2133095,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,15480,1000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,40.0,0,0,0,430205,0.0,0,2023-08-05,-,-30.0220731,-51.2085441,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,20500,1500,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,34.0,0,0,0,430338,0.0,0,2023-08-05,-,-29.9799682,-51.1144159,,,,,
LOJA,ALUGAR,13090,1050,RUA,JERONIMO COELHO,CENTRO HISTORICO,PORTO ALEGRE,RS,55.0,0,0,0,430339,0.0,0,2023-08-05,-,-30.0197123,-51.0537699,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,61740,5500,RUA,URUGUAI,CENTRO HISTORICO,PORTO ALEGRE,RS,56.0,0,0,0,423430,0.0,0,2023-08-05,-,-30.0057244,-51.0356834,,,,,
SALA/CONJUNTO COMERCIAL,ALUGAR,18930,1100,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,42.0,0,0,0,423500,0.0,0,2023-08-05,-,-29.6526379,-50.5738717,,,,,
