TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,ALTO_PADRAO,AVALIA_IMOVEL_NO_NEGOCIO,MOBILIADO,PRONTO_PARA_MORAR,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
SALA/CONJUNTO COMERCIAL,COMPRA,583000,583000,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,218.0,0,1,0,208746,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,230000,230000,AVENIDA,JULIO DE CASTILHOS,CENTRO HISTORICO,PORTO ALEGRE,RS,63.0,0,0,0,207092,0.0,0,0,0,2023-08-05,-,-30.2372192,-50.236148
LOJA,COMPRA,380000,380000,RUA,MOSTARDEIRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,32.0,0,0,0,207102,0.0,0,0,0,2023-08-05,-,-30.0830345,-51.0500728
BOX/GARAGEM,COMPRA,17000,17000,RUA,CARLOS CHAGAS,CENTRO HISTORICO,PORTO ALEGRE,RS,21.0,0,1,0,207148,0.0,0,0,0,2023-08-05,-,-29.9956341,-51.0093449
SALA/CONJUNTO COMERCIAL,COMPRA,465000,465000,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,42.0,0,1,0,207191,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,380000,380000,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,42.0,0,1,0,207196,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
PREDIO,COMPRA,1490000,1490000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,500.0,0,2,0,207491,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
LOJA,COMPRA,800000,800000,AVENIDA,DO FORTE,VILA IPIRANGA,PORTO ALEGRE,RS,307.0,0,2,0,207543,0.0,0,0,0,2023-08-05,-,-30.0273181,-51.1507413
SALA/CONJUNTO COMERCIAL,COMPRA,329900,329900,RUA,GERMANO PETERSEN JUNIOR,HIGIENOPOLIS,PORTO ALEGRE,RS,45.0,0,1,0,208002,0.0,0,0,0,2023-08-05,-,-30.0222704,-51.1899675
SALA/CONJUNTO COMERCIAL,COMPRA,387000,387000,RUA,MARECHAL FLORIANO PEIXOTO,CENTRO HISTORICO,PORTO ALEGRE,RS,134.0,0,0,2,208243,0.0,0,0,0,2023-08-05,-,-30.0305905,-51.2268791
SALA/CONJUNTO COMERCIAL,COMPRA,169000,169000,AVENIDA,TAPIACU,PASSO DA AREIA,PORTO ALEGRE,RS,78.0,0,0,0,208420,0.0,0,0,0,2023-08-05,-,-30.0082335,-51.1727555
SALA/CONJUNTO COMERCIAL,COMPRA,110000,110000,AVENIDA,PERNAMBUCO,FLORESTA,PORTO ALEGRE,RS,25.0,0,18,0,208436,0.0,0,0,0,2023-08-05,-,-30.0132534,-51.2024532
LOTE/TERRENO,COMPRA,450000,450000,RUA,JOAO CARLOS MORE,ANCHIETA,PORTO ALEGRE,RS,360.0,0,0,0,203435,0.0,0,0,0,2023-08-05,-,-29.9780974,-51.175497
SALA/CONJUNTO COMERCIAL,COMPRA,245000,245000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,47.0,0,0,0,203473,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,424000,424000,PRACA,OSVALDO CRUZ,CENTRO HISTORICO,PORTO ALEGRE,RS,145.0,0,0,0,203608,0.0,0,0,0,2023-08-05,-,-30.0264432,-51.22270946829152
PREDIO,COMPRA,1000000,1000000,RUA,JOAO GUIMARAES,SANTA CECILIA,PORTO ALEGRE,RS,436.0,0,0,0,203690,0.0,0,0,0,2023-08-05,-,-30.0409286,-51.2009582
SALA/CONJUNTO COMERCIAL,COMPRA,156750,156750,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,45.0,0,0,0,209433,0.0,0,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,COMPRA,789000,789000,RUA,DOM PEDRO II,SAO JOAO,PORTO ALEGRE,RS,100.0,0,1,0,209437,0.0,0,0,0,2023-08-05,-,-30.0107225,-51.1890716
SALA/CONJUNTO COMERCIAL,COMPRA,955000,955000,RUA,DOUTOR TIMOTEO,FLORESTA,PORTO ALEGRE,RS,97.0,0,1,0,209700,0.0,0,0,0,2023-08-05,-,-30.0248463,-51.1996196
SALA/CONJUNTO COMERCIAL,COMPRA,89000,89000,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,32.0,0,0,0,209864,0.0,0,0,0,2023-08-05,-,-29.5676459,-50.7909134
DEPOSITO/ARMAZEM/PAVILHAO,COMPRA,1799000,1799000,RUA,DONA ALZIRA,SARANDI,PORTO ALEGRE,RS,700.0,0,6,0,199967,0.0,0,0,0,2023-08-05,-,-30.0047904,-51.1379789
SALA/CONJUNTO COMERCIAL,COMPRA,255000,255000,AVENIDA,ITAQUI,PETROPOLIS,PORTO ALEGRE,RS,55.0,0,0,0,200010,0.0,0,0,0,2023-08-05,-,-30.0415553,-51.1883687
PAVILHAO,COMPRA,350000,350000,RUA,TOBIAS BARRETO,PARTENON,PORTO ALEGRE,RS,200.0,0,6,0,200392,0.0,0,0,0,2023-08-05,-,-30.0001719,-51.0744902
SALA/CONJUNTO COMERCIAL,COMPRA,298000,298000,AVENIDA,CARLOS GOMES,AUXILIADORA,PORTO ALEGRE,RS,39.0,0,0,0,200652,0.0,0,0,0,2023-08-05,-,-30.0373718,-51.1744218
SALA/CONJUNTO COMERCIAL,COMPRA,550000,550000,RUA,DOUTOR VALE,MOINHOS DE VENTO,PORTO ALEGRE,RS,46.0,0,1,0,200769,0.0,0,0,0,2023-08-05,-,-30.025421,-51.2070136
SALA/CONJUNTO COMERCIAL,COMPRA,235000,235000,AVENIDA,EDUARDO PRADO,CAVALHADA,PORTO ALEGRE,RS,41.0,0,0,0,200800,0.0,0,0,0,2023-08-05,-,-30.1199856,-51.2242028
LOJA,COMPRA,530000,530000,AVENIDA,ASSIS BRASIL,PASSO DA AREIA,PORTO ALEGRE,RS,150.0,0,0,0,200910,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,50000,50000,RUA,MARECHAL FLORIANO PEIXOTO,CENTRO HISTORICO,PORTO ALEGRE,RS,24.0,0,0,0,200959,0.0,0,0,0,2023-08-05,-,-30.0305905,-51.2268791
SALA/CONJUNTO COMERCIAL,COMPRA,499000,499000,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,36.0,0,1,0,207688,0.0,0,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,COMPRA,242000,242000,RUA,DOUTOR VICENTE DE PAULA DUTRA,PRAIA DE BELAS,PORTO ALEGRE,RS,37.0,0,0,0,207828,0.0,0,0,0,2023-08-05,-,-30.0442611,-51.2298705
SALA/CONJUNTO COMERCIAL,COMPRA,250000,250000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,72.0,0,0,0,207915,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,370000,370000,RUA,RAMIRO BARCELOS,FLORESTA,PORTO ALEGRE,RS,39.0,0,1,0,201772,0.0,0,0,0,2023-08-05,-,-30.0287082,-51.2085122
LOJA,COMPRA,240000,240000,AVENIDA,SENADOR SALGADO FILHO,CENTRO HISTORICO,PORTO ALEGRE,RS,56.0,0,0,0,201829,0.0,0,0,0,2023-08-05,-,-30.0790762,-51.1153224
DEPOSITO/ARMAZEM/PAVILHAO,COMPRA,1600000,1600000,AVENIDA,FERNANDO FERRARI,ANCHIETA,PORTO ALEGRE,RS,765.0,0,0,0,201875,0.0,0,0,0,2023-08-05,-,-29.6554609,-50.7933394
SALA/CONJUNTO COMERCIAL,COMPRA,65000,65000,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,22.0,0,0,0,201564,0.0,0,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,COMPRA,266000,266000,RUA,GERMANO PETERSEN JUNIOR,HIGIENOPOLIS,PORTO ALEGRE,RS,41.0,0,0,0,208927,0.0,0,0,0,2023-08-05,-,-30.0222704,-51.1899675
BOX/GARAGEM,COMPRA,37000,37000,RUA,GERMANO PETERSEN JUNIOR,HIGIENOPOLIS,PORTO ALEGRE,RS,12.0,0,0,0,209107,0.0,0,0,0,2023-08-05,-,-30.0222704,-51.1899675
CASA,COMPRA,405000,405000,AVENIDA,JORACY CAMARGO,SANTA TEREZA,PORTO ALEGRE,RS,94.0,3,4,2,209159,0.0,0,0,0,2023-08-05,-,-30.0768603,-51.2215869
SALA/CONJUNTO COMERCIAL,COMPRA,380000,380000,AVENIDA,AURELIANO DE FIGUEIREDO PINTO,PRAIA DE BELAS,PORTO ALEGRE,RS,38.0,0,1,0,209181,0.0,0,0,0,2023-08-05,-,-30.0437307,-51.2211482
PREDIO,COMPRA,1615000,1615000,RUA,VISCONDE DO HERVAL,MENINO DEUS,PORTO ALEGRE,RS,363.0,0,0,0,209408,0.0,0,0,0,2023-08-05,-,-30.0530369,-51.2247193
PAVILHAO,COMPRA,3000000,3000000,RUA,DONA MARGARIDA,NAVEGANTES,PORTO ALEGRE,RS,980.0,0,0,0,194462,0.0,0,0,0,2023-08-05,-,-30.0000082,-51.1925759
SALA/CONJUNTO COMERCIAL,COMPRA,134900,134900,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,34.0,0,0,0,194567,0.0,0,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,COMPRA,780000,780000,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,171.0,0,0,0,194673,0.0,0,0,0,2023-08-05,-,-30.0296388,-51.2232103
SALA/CONJUNTO COMERCIAL,COMPRA,700000,700000,RUA,VOLUNTARIOS DA PATRIA,CENTRO HISTORICO,PORTO ALEGRE,RS,151.0,0,0,0,194688,0.0,0,0,0,2023-08-05,-,-30.0079532,-51.2092338
SALA/CONJUNTO COMERCIAL,COMPRA,290000,290000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,35.0,0,1,0,194713,0.0,0,0,0,2023-08-05,-,-30.0554878,-51.1692291
SALA/CONJUNTO COMERCIAL,COMPRA,259000,259000,RUA,COMENDADOR RHEINGANTZ,AUXILIADORA,PORTO ALEGRE,RS,30.0,0,1,0,194774,0.0,0,0,0,2023-08-05,-,-30.0238169,-51.1865
SALA/CONJUNTO COMERCIAL,COMPRA,265000,265000,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,35.0,0,1,0,194941,0.0,0,0,0,2023-08-05,-,-30.0554878,-51.1692291
LOJA,COMPRA,599000,599000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,154.0,0,1,0,194963,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,350000,350000,AVENIDA,SENADOR SALGADO FILHO,CENTRO HISTORICO,PORTO ALEGRE,RS,107.0,0,0,0,187212,0.0,0,0,0,2023-08-05,-,-30.0790762,-51.1153224
BOX/GARAGEM,COMPRA,29000,29000,RUA,ENGENHEIRO ALEXANDRE MARTINS DA ROSA,HUMAITA,PORTO ALEGRE,RS,12.0,0,0,0,187259,0.0,0,0,0,2023-08-05,-,-29.9791925,-51.1845811
SALA/CONJUNTO COMERCIAL,COMPRA,400000,400000,AVENIDA,PRAIA DE BELAS,PRAIA DE BELAS,PORTO ALEGRE,RS,44.0,0,1,0,187324,0.0,0,0,0,2023-08-05,-,-30.0418804,-51.2279351
BOX/GARAGEM,COMPRA,20000,20000,RUA,SETE DE SETEMBRO,CENTRO HISTORICO,PORTO ALEGRE,RS,11.0,0,0,0,187335,0.0,0,0,0,2023-08-05,-,-30.0288097,-51.2291169
BOX/GARAGEM,COMPRA,20000,20000,RUA,SETE DE SETEMBRO,CENTRO HISTORICO,PORTO ALEGRE,RS,11.0,0,0,0,187337,0.0,0,0,0,2023-08-05,-,-30.0288097,-51.2291169
SALA/CONJUNTO COMERCIAL,COMPRA,89000,89000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,22.0,0,0,0,190813,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,55000,55000,RUA,VIGARIO JOSE INACIO,CENTRO HISTORICO,PORTO ALEGRE,RS,24.0,0,0,0,190955,0.0,0,0,0,2023-08-05,-,-29.5676459,-50.7909134
SALA/CONJUNTO COMERCIAL,COMPRA,220000,220000,AVENIDA,IJUI,PETROPOLIS,PORTO ALEGRE,RS,36.0,0,0,0,191107,0.0,0,0,0,2023-08-05,-,-30.0384635,-51.1873967
PREDIO,COMPRA,5522000,5522000,RUA,JOSE DE ALENCAR,MENINO DEUS,PORTO ALEGRE,RS,1080.0,0,12,0,189502,0.0,0,0,0,2023-08-05,-,-30.0602814,-51.2241287
SALA/CONJUNTO COMERCIAL,COMPRA,106000,106000,AVENIDA,TRAMANDAI,IPANEMA,PORTO ALEGRE,RS,48.0,0,1,0,189547,0.0,0,0,0,2023-08-05,-,-30.1335443,-51.2309003
SALA/CONJUNTO COMERCIAL,COMPRA,163000,163000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,34.0,0,0,0,189589,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,80000,80000,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,28.0,0,0,0,189694,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,1500000,1500000,RUA,CARLOS CHAGAS,CENTRO HISTORICO,PORTO ALEGRE,RS,658.0,0,17,0,189776,0.0,0,0,0,2023-08-05,-,-29.9956341,-51.0093449
SALA/CONJUNTO COMERCIAL,COMPRA,532000,532000,RUA,RAMIRO BARCELOS,INDEPENDENCIA,PORTO ALEGRE,RS,64.0,0,1,2,189796,0.0,0,0,0,2023-08-05,-,-30.0287082,-51.2085122
SALA/CONJUNTO COMERCIAL,COMPRA,532000,532000,RUA,RAMIRO BARCELOS,INDEPENDENCIA,PORTO ALEGRE,RS,65.0,0,1,2,189808,0.0,0,0,0,2023-08-05,-,-30.0287082,-51.2085122
SALA/CONJUNTO COMERCIAL,COMPRA,150000,150000,AVENIDA,CRISTOVAO COLOMBO,FLORESTA,PORTO ALEGRE,RS,40.0,0,0,0,190042,0.0,0,0,0,2023-08-05,-,-30.0220731,-51.2085441
SALA/CONJUNTO COMERCIAL,COMPRA,65000,65000,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,15.0,0,0,0,190288,0.0,0,0,0,2023-08-05,-,-30.0310212,-51.2247936
PREDIO,COMPRA,1550000,1550000,AVENIDA,JERONIMO DE ORNELAS,SANTANA,PORTO ALEGRE,RS,520.0,0,0,0,190481,0.0,0,0,0,2023-08-05,-,-30.0400935,-51.2090129
PREDIO,COMPRA,900000,900000,RUA,ALMIRANTE TAMANDARE,FLORESTA,PORTO ALEGRE,RS,653.0,0,0,0,188621,0.0,0,0,0,2023-08-05,-,-29.9033806,-50.2621044
PREDIO,COMPRA,1198000,1198000,RUA,ENGENHEIRO COELHO PARREIRA,CAVALHADA,PORTO ALEGRE,RS,700.0,0,0,0,188667,0.0,0,0,0,2023-08-05,-,-30.1414246,-51.2243163
BOX/GARAGEM,COMPRA,53000,53000,PRACA,DOM FELICIANO,CENTRO HISTORICO,PORTO ALEGRE,RS,12.0,0,1,0,188675,0.0,0,0,0,2023-08-05,-,-30.029934599999997,-51.22272080789821
SALA/CONJUNTO COMERCIAL,COMPRA,485000,485000,RUA,ANITA GARIBALDI,MONT SERRAT,PORTO ALEGRE,RS,33.0,0,1,0,188701,0.0,0,0,0,2023-08-05,-,-30.022182,-51.1738111
SALA/CONJUNTO COMERCIAL,COMPRA,196000,196000,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,36.0,0,1,0,188717,0.0,0,0,0,2023-08-05,-,-30.0350342,-51.2232904
PAVILHAO,COMPRA,1300000,1300000,RUA,OURO PRETO,CRISTO REDENTOR,PORTO ALEGRE,RS,270.0,0,0,0,188795,0.0,0,0,0,2023-08-05,-,-30.0061799,-51.155545
SALA/CONJUNTO COMERCIAL,COMPRA,520000,520000,RUA,SANTA CATARINA,SANTA MARIA GORETTI,PORTO ALEGRE,RS,53.0,0,1,0,186599,0.0,0,0,0,2023-08-05,-,-30.0927235,-51.0551586
LOTE/TERRENO,COMPRA,2000000,2000000,AVENIDA,ASSIS BRASIL,SARANDI,PORTO ALEGRE,RS,645.0,0,0,0,186720,0.0,0,0,0,2023-08-05,-,-29.9799682,-51.1144159
BOX/GARAGEM,COMPRA,31000,31000,RUA,CORONEL VICENTE,CENTRO HISTORICO,PORTO ALEGRE,RS,12.0,0,0,0,189030,0.0,0,0,0,2023-08-05,-,-30.0258604,-51.2211645
BOX/GARAGEM,COMPRA,40000,40000,PRACA,DOM FELICIANO,CENTRO HISTORICO,PORTO ALEGRE,RS,12.0,0,0,0,189129,0.0,0,0,0,2023-08-05,-,-30.029934599999997,-51.22272080789821
SALA/CONJUNTO COMERCIAL,COMPRA,325000,325000,AVENIDA,DA AZENHA,MENINO DEUS,PORTO ALEGRE,RS,91.0,0,0,0,189158,0.0,0,0,0,2023-08-05,-,-30.0477,-51.2135798
SALA/CONJUNTO COMERCIAL,COMPRA,118000,118000,AVENIDA,DA AZENHA,AZENHA,PORTO ALEGRE,RS,43.0,0,0,0,189162,0.0,0,0,0,2023-08-05,-,-30.0477,-51.2135798
LOJA,COMPRA,1680000,1680000,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,409.0,0,0,0,187971,0.0,0,0,0,2023-08-05,-,-30.0354441,-51.2112849
LOTE/TERRENO,COMPRA,1480000,1480000,RUA,CRUZEIRO DO SUL,SANTA TEREZA,PORTO ALEGRE,RS,2005.0,0,0,0,188030,0.0,0,0,0,2023-08-05,-,-30.0766459,-51.2235381
BOX/GARAGEM,COMPRA,51500,51500,AVENIDA,DOUTOR NILO PECANHA,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,11.0,0,1,0,188203,0.0,0,0,0,2023-08-05,-,-30.0290116,-51.1578614
SALA/CONJUNTO COMERCIAL,COMPRA,256000,256000,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,25.0,0,1,0,188238,0.0,0,0,1,2023-08-05,-,-29.9799682,-51.1144159
SALA/CONJUNTO COMERCIAL,COMPRA,110000,110000,RUA,ALMIRANTE BARROSO,FLORESTA,PORTO ALEGRE,RS,24.0,0,0,0,166841,0.0,0,0,0,2023-08-05,-,-30.0164517,-51.2082986
SALA/CONJUNTO COMERCIAL,COMPRA,130000,130000,AVENIDA,IGUACU,PETROPOLIS,PORTO ALEGRE,RS,38.0,0,0,0,166957,0.0,0,0,0,2023-08-05,-,-30.0417055,-51.180103
SALA/CONJUNTO COMERCIAL,COMPRA,180000,180000,AVENIDA,IGUACU,PETROPOLIS,PORTO ALEGRE,RS,47.0,0,0,0,166984,0.0,0,0,0,2023-08-05,-,-30.0417055,-51.180103
SALA/CONJUNTO COMERCIAL,COMPRA,310000,310000,AVENIDA,IGUACU,PETROPOLIS,PORTO ALEGRE,RS,85.0,0,0,0,166988,0.0,0,0,0,2023-08-05,-,-30.0417055,-51.180103
SALA/CONJUNTO COMERCIAL,COMPRA,190800,190800,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,31.0,0,0,0,167037,0.0,0,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,COMPRA,749000,749000,AVENIDA,IPIRANGA,CENTRAL PARQUE,PORTO ALEGRE,RS,70.0,0,2,0,167082,0.0,0,0,0,2023-08-05,-,-30.0554878,-51.1692291
PREDIO,COMPRA,5800000,5800000,RUA,CORONEL APARICIO BORGES,PARTENON,PORTO ALEGRE,RS,1410.0,0,0,0,166475,0.0,0,0,0,2023-08-05,-,-30.0763012,-51.2058639
PREDIO,COMPRA,910000,910000,RUA,VOLUNTARIOS DA PATRIA,FLORESTA,PORTO ALEGRE,RS,633.0,0,10,3,166629,0.0,0,0,0,2023-08-05,-,-30.0079532,-51.2092338
SALA/CONJUNTO COMERCIAL,COMPRA,175000,175000,AVENIDA,OTAVIO ROCHA,CENTRO HISTORICO,PORTO ALEGRE,RS,37.0,0,0,0,166666,0.0,0,0,0,2023-08-05,-,-30.028205,-51.2237342
LOJA,COMPRA,198000,198000,AVENIDA,SERTORIO,SAO JOAO,PORTO ALEGRE,RS,43.0,0,0,0,166744,0.0,0,0,0,2023-08-05,-,-30.0016389,-51.1288583
SALA/CONJUNTO COMERCIAL,COMPRA,1143324,1143324,RUA,PEREIRA FRANCO,SAO JOAO,PORTO ALEGRE,RS,124.0,0,3,0,166769,0.0,0,0,0,2023-08-05,-,-30.0067275,-51.1916816
SALA/CONJUNTO COMERCIAL,COMPRA,255000,255000,RUA,FELIPE NERI,AUXILIADORA,PORTO ALEGRE,RS,73.0,0,1,0,158293,0.0,0,0,0,2023-08-05,-,-30.0232971,-51.1952196
SALA/CONJUNTO COMERCIAL,COMPRA,199000,199000,PRACA,OSVALDO CRUZ,CENTRO HISTORICO,PORTO ALEGRE,RS,92.0,0,0,0,158344,0.0,0,0,0,2023-08-05,-,-30.0264432,-51.22270946829152
SALA/CONJUNTO COMERCIAL,COMPRA,590000,590000,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,171.0,0,0,0,158414,0.0,0,0,0,2023-08-05,-,-30.0760656,-51.1315976
SALA/CONJUNTO COMERCIAL,COMPRA,499000,499000,AVENIDA,FARRAPOS,FLORESTA,PORTO ALEGRE,RS,236.0,0,0,0,158431,0.0,0,0,0,2023-08-05,-,-29.995022,-51.1885443
SALA/CONJUNTO COMERCIAL,COMPRA,195000,195000,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,31.0,0,1,0,158717,0.0,0,0,0,2023-08-05,-,-29.6526379,-50.5738717
CASA,COMPRA,750000,750000,RUA,DOUTOR EDUARDO CHARTIER,HIGIENOPOLIS,PORTO ALEGRE,RS,150.0,1,5,2,144491,0.0,0,0,0,2023-08-05,-,-30.0090706,-51.1806816
SALA/CONJUNTO COMERCIAL,COMPRA,289900,289900,AVENIDA,TEIXEIRA MENDES,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,32.0,0,1,0,145257,0.0,0,0,0,2023-08-05,-,-30.0402821,-51.1659816
SALA/CONJUNTO COMERCIAL,COMPRA,212000,212000,RUA,FELIPE CAMARAO,BOM FIM,PORTO ALEGRE,RS,27.0,0,0,0,145285,0.0,0,0,0,2023-08-05,-,-30.0297677,-51.2098033
SALA/CONJUNTO COMERCIAL,COMPRA,289900,289900,AVENIDA,TEIXEIRA MENDES,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,32.0,0,0,0,145343,0.0,0,0,0,2023-08-05,-,-30.0402821,-51.1659816
SALA/CONJUNTO COMERCIAL,COMPRA,220000,220000,RUA,BARAO DO TRIUNFO,AZENHA,PORTO ALEGRE,RS,121.0,0,0,0,145564,0.0,0,0,0,2023-08-05,-,-30.081909,-51.0913588
SALA/CONJUNTO COMERCIAL,COMPRA,270000,270000,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,46.0,0,0,0,145628,0.0,0,0,0,2023-08-05,-,-29.6526379,-50.5738717
SALA/CONJUNTO COMERCIAL,COMPRA,227500,227500,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,36.0,0,0,0,145693,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
SALA/CONJUNTO COMERCIAL,COMPRA,699000,699000,RUA,PADRE CHAGAS,MOINHOS DE VENTO,PORTO ALEGRE,RS,52.0,0,1,0,147687,0.0,0,0,0,2023-08-05,-,-29.6873852,-51.135434
SALA/CONJUNTO COMERCIAL,COMPRA,260000,260000,RUA,SALDANHA MARINHO,MENINO DEUS,PORTO ALEGRE,RS,27.0,0,1,0,147815,0.0,0,0,0,2023-08-05,-,-29.6907665,-51.1305693
SALA/CONJUNTO COMERCIAL,COMPRA,210000,210000,RUA,DOUTOR TIMOTEO,MOINHOS DE VENTO,PORTO ALEGRE,RS,38.0,0,0,0,147932,0.0,0,0,0,2023-08-05,-,-30.0248463,-51.1996196
PREDIO,COMPRA,1980000,1980000,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,370.0,0,0,0,148033,0.0,0,0,0,2023-08-05,-,-29.6282086,-50.8282846
SALA/CONJUNTO COMERCIAL,COMPRA,217000,217000,RUA,TOBIAS DA SILVA,MOINHOS DE VENTO,PORTO ALEGRE,RS,40.0,0,0,2,148083,0.0,0,0,0,2023-08-05,-,-30.0226445,-51.1998317
SALA/CONJUNTO COMERCIAL,COMPRA,319000,319000,AVENIDA,LOUREIRO DA SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,37.0,0,1,0,148277,0.0,0,0,0,2023-08-05,-,-30.0350342,-51.2232904
CASA COMERCIAL,COMPRA,11390000,11390000,RUA,GIORDANO BRUNO,RIO BRANCO,PORTO ALEGRE,RS,950.0,0,0,0,149599,0.0,0,0,0,2023-08-05,-,-30.035129,-51.2065246
CASA COMERCIAL,COMPRA,880000,880000,AVENIDA,BENJAMIN CONSTANT,SAO JOAO,PORTO ALEGRE,RS,156.0,0,0,0,149646,0.0,0,0,0,2023-08-05,-,-30.0139662,-51.1952202
SALA/CONJUNTO COMERCIAL,COMPRA,1020469,1020469,AVENIDA,DIARIO DE NOTICIAS,CRISTAL,PORTO ALEGRE,RS,87.0,0,2,0,149716,0.0,0,0,0,2023-08-05,-,-30.0875211,-51.2479632
APARTAMENTO,COMPRA,260000,260000,AVENIDA,PROTASIO ALVES,ALTO PETROPOLIS,PORTO ALEGRE,RS,82.0,3,0,2,148699,0.0,0,0,0,2023-08-05,-,-30.0399646,-51.1714215
PREDIO,COMPRA,550000,550000,AVENIDA,MARIA JOSEFA DA FONTOURA,SARANDI,PORTO ALEGRE,RS,440.0,0,4,0,149136,0.0,0,0,0,2023-08-05,-,-29.998564,-51.135498
DEPOSITO/ARMAZEM/PAVILHAO,COMPRA,600000,600000,RUA,ALVARO CHAVES,FLORESTA,PORTO ALEGRE,RS,231.0,0,2,0,147277,0.0,0,0,0,2023-08-05,-,-30.0161073,-51.2070508
SALA/CONJUNTO COMERCIAL,COMPRA,435000,435000,AVENIDA,DIARIO DE NOTICIAS,CRISTAL,PORTO ALEGRE,RS,42.0,0,1,0,147553,0.0,0,0,0,2023-08-05,-,-30.0875211,-51.2479632
SALA/CONJUNTO COMERCIAL,COMPRA,523155,523155,AVENIDA,DIARIO DE NOTICIAS,CRISTAL,PORTO ALEGRE,RS,41.0,0,1,0,147555,0.0,0,0,0,2023-08-05,-,-30.0875211,-51.2479632
