TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,ALUGA_RAPIDO_SEM_FIADOR_OU_GARANTIAS,AUXI_PLUS,EXCLUSIVO,MOBILIADO,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
APARTAMENTO,ALUGAR,3305,2900,RUA,BARAO DO GRAVATAI,MENINO DEUS,PORTO ALEGRE,RS,57.0,2,1,1,432854,1,0,0,0,2023-08-03,-,-30.0443239,-51.2258336
APARTAMENTO,ALUGAR,3038,2500,RUA,SAPE,PASSO DA AREIA,PORTO ALEGRE,RS,53.0,1,1,1,432885,1,0,0,1,2023-08-03,-,-30.0175997,-51.155847
APARTAMENTO,ALUGAR,1090,800,RUA,UMBU,PASSO DA AREIA,PORTO ALEGRE,RS,40.0,1,0,1,424190,0,0,0,0,2023-08-03,-,-30.0564172,-51.0205958
APARTAMENTO,ALUGAR,4029,2960,RUA,MOSTARDEIRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,100.0,2,0,2,424201,0,0,0,0,2023-08-03,-,-30.0830345,-51.0500728
APARTAMENTO,ALUGAR,1559,1468,RUA,VINTE E QUATRO DE JUNHO,PASSO DA AREIA,PORTO ALEGRE,RS,85.0,3,0,1,424222,0,0,0,0,2023-08-03,-,-29.6521408,-50.7595595
APARTAMENTO,ALUGAR,2099,1600,RUA,ANITA GARIBALDI,BOA VISTA,PORTO ALEGRE,RS,77.0,3,0,1,428699,0,0,0,0,2023-08-03,-,-30.022182,-51.1738111
APARTAMENTO,ALUGAR,1360,1000,RUA,REVERENDO OLAVO NUNES,PARQUE SANTA FE,PORTO ALEGRE,RS,45.0,2,1,1,422947,0,0,0,0,2023-08-03,-,-30.0141182,-51.1054518
APARTAMENTO,ALUGAR,3841,3200,RUA,PROFESSOR FREITAS E CASTRO,AZENHA,PORTO ALEGRE,RS,47.0,1,1,1,422953,0,0,0,0,2023-08-03,-,-30.0470146,-51.2097451
APARTAMENTO,ALUGAR,1373,1000,RUA,ORFANOTROFIO,SANTA TEREZA,PORTO ALEGRE,RS,49.0,2,0,1,423083,0,0,0,0,2023-08-03,-,-30.0806663,-51.2194995
APARTAMENTO,ALUGAR,1705,1500,RUA,GUILHERME ALVES,PETROPOLIS,PORTO ALEGRE,RS,88.0,2,0,1,423093,0,0,0,0,2023-08-03,-,-30.0516693,-51.1863278
KITNET/JK,ALUGAR,1706,1500,RUA,LA PLATA,JARDIM BOTANICO,PORTO ALEGRE,RS,33.0,1,0,1,423115,0,0,0,0,2023-08-03,-,-30.0296126,-51.0484398
APARTAMENTO,ALUGAR,1748,1380,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,44.0,1,0,1,423348,0,0,0,0,2023-08-03,-,-30.0554878,-51.1692291
APARTAMENTO,ALUGAR,1965,1500,AVENIDA,PINHEIRO BORDA,CRISTAL,PORTO ALEGRE,RS,64.0,2,2,1,423436,0,0,0,0,2023-08-03,-,-30.0818153,-51.2438148
APARTAMENTO,ALUGAR,2462,1899,RUA,MONSENHOR ANTONIO GUILHERME GRINGS,SARANDI,PORTO ALEGRE,RS,64.0,2,1,2,428715,0,0,0,0,2023-08-03,-,-,-
APARTAMENTO,ALUGAR,1158,900,AVENIDA,EDGAR PIRES DE CASTRO,HIPICA,PORTO ALEGRE,RS,40.0,2,1,1,429032,0,0,0,0,2023-08-03,-,-30.1564156,-51.1652878
APARTAMENTO,ALUGAR,1316,1000,RUA,ADAO BAINO,CRISTO REDENTOR,PORTO ALEGRE,RS,41.0,1,0,1,423991,0,0,0,0,2023-08-03,-,-29.9193815,-51.065351
APARTAMENTO,ALUGAR,1525,1200,AVENIDA,JUCA BATISTA,HIPICA,PORTO ALEGRE,RS,49.0,2,1,1,422465,0,0,0,0,2023-08-03,-,-30.1850987,-51.1747929
APARTAMENTO,ALUGAR,3530,2800,RUA,JARDIM CRISTOFEL,MOINHOS DE VENTO,PORTO ALEGRE,RS,44.0,1,1,1,422671,0,0,0,0,2023-08-03,-,-30.0262153,-51.208155
APARTAMENTO,ALUGAR,1253,950,RUA,BERTHOLDO MARIO THEBICH,FARRAPOS,PORTO ALEGRE,RS,34.0,1,0,1,422705,0,0,0,0,2023-08-03,-,-29.9824714,-51.1936017
APARTAMENTO,ALUGAR,1555,1050,RUA,ENGENHEIRO FERNANDO MENDES RIBEIRO,SANTO ANTONIO,PORTO ALEGRE,RS,49.0,2,0,1,422722,0,0,0,0,2023-08-03,-,-30.0553809,-51.2072444
CASA EM CONDOMINIO,ALUGAR,3276,2800,AVENIDA,JUCA BATISTA,IPANEMA,PORTO ALEGRE,RS,122.0,3,1,2,422723,0,0,0,0,2023-08-03,-,-30.1850987,-51.1747929
CASA,ALUGAR,8533,8000,RUA,VITOR HUGO,PETROPOLIS,PORTO ALEGRE,RS,350.0,3,3,3,422884,0,0,0,0,2023-08-03,-,-30.0433704,-51.1882543
APARTAMENTO,ALUGAR,3120,2550,AVENIDA,IPIRANGA,PARTENON,PORTO ALEGRE,RS,39.0,1,1,2,422916,0,0,0,0,2023-08-03,-,-30.0554878,-51.1692291
APARTAMENTO,ALUGAR,2579,2250,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,0,1,423621,0,0,0,0,2023-08-03,-,-30.0586548,-51.1694455
CASA EM CONDOMINIO,ALUGAR,2588,2000,AVENIDA,JOSE ALOISIO FILHO,HUMAITA,PORTO ALEGRE,RS,85.0,3,1,2,423632,0,0,0,0,2023-08-03,-,-29.9764724,-51.1825072
APARTAMENTO,ALUGAR,2345,1800,AVENIDA,JOSE ALOISIO FILHO,HUMAITA,PORTO ALEGRE,RS,58.0,2,1,1,423678,0,0,0,0,2023-08-03,-,-29.9764724,-51.1825072
APARTAMENTO,ALUGAR,3471,2700,RUA,ANITA GARIBALDI,MONT SERRAT,PORTO ALEGRE,RS,72.0,2,1,2,423711,0,0,0,0,2023-08-03,-,-30.022182,-51.1738111
APARTAMENTO,ALUGAR,2228,1690,AVENIDA,VENANCIO AIRES,CIDADE BAIXA,PORTO ALEGRE,RS,66.0,2,0,1,423835,0,0,0,0,2023-08-03,-,-30.0370093,-51.2092281
APARTAMENTO,ALUGAR,3340,2500,LARGO,DOS CAIXEIROS VIAJANTES,RIO BRANCO,PORTO ALEGRE,RS,84.0,2,2,2,423862,0,0,0,0,2023-08-03,-,-30.0293697,-51.20079889802839
COBERTURA,ALUGAR,3388,2900,RUA,PINTO DA ROCHA,PARTENON,PORTO ALEGRE,RS,76.0,2,1,2,421536,0,0,0,0,2023-08-03,-,-30.0623955,-51.1901217
APARTAMENTO,ALUGAR,3160,2550,AVENIDA,IPIRANGA,PARTENON,PORTO ALEGRE,RS,38.0,1,1,1,421874,1,0,0,0,2023-08-03,-,-30.0554878,-51.1692291
APARTAMENTO,ALUGAR,3187,2550,AVENIDA,IPIRANGA,PARTENON,PORTO ALEGRE,RS,42.0,1,1,1,421877,0,0,0,0,2023-08-03,-,-30.0554878,-51.1692291
APARTAMENTO,ALUGAR,4059,2500,AVENIDA,LAGEADO,PETROPOLIS,PORTO ALEGRE,RS,43.0,1,0,2,421894,0,0,0,0,2023-08-03,-,-30.0401239,-51.1867485
LOFT,ALUGAR,1920,1800,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,21.0,1,0,1,422005,0,0,0,0,2023-08-03,-,-29.6526379,-50.5738717
APARTAMENTO,ALUGAR,2942,2200,RUA,BARAO DO AMAZONAS,PETROPOLIS,PORTO ALEGRE,RS,82.0,2,1,2,422024,0,0,0,0,2023-08-03,-,-29.6849286,-51.150704
APARTAMENTO,ALUGAR,1265,990,RUA,MARECHAL FRANCISCO ANTONIO BITENCOURT,PROTASIO ALVES,PORTO ALEGRE,RS,55.0,2,0,1,419146,0,0,0,0,2023-08-03,-,-30.0181661,-51.1079368
APARTAMENTO,ALUGAR,2228,1800,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,88.0,3,0,2,419251,0,0,0,0,2023-08-03,-,-30.0760656,-51.1315976
APARTAMENTO,ALUGAR,3553,3000,RUA,MOSTARDEIRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,37.0,1,0,1,419399,0,0,0,0,2023-08-03,-,-30.0830345,-51.0500728
APARTAMENTO,ALUGAR,1504,1150,ALAMEDA,TRES DE OUTUBRO,SARANDI,PORTO ALEGRE,RS,40.0,2,1,1,420019,0,0,0,0,2023-08-03,-,-29.9951328,-51.1235163
APARTAMENTO,ALUGAR,4014,3200,RUA,LA PLATA,JARDIM BOTANICO,PORTO ALEGRE,RS,101.0,2,1,2,420484,0,0,0,0,2023-08-03,-,-30.0296126,-51.0484398
APARTAMENTO,ALUGAR,3785,3100,RUA,CARLOS TREIN FILHO,AUXILIADORA,PORTO ALEGRE,RS,67.0,2,1,1,420802,0,0,0,0,2023-08-03,-,-30.0322319,-51.1866016
APARTAMENTO,ALUGAR,2538,2150,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,0,2,421047,0,0,0,0,2023-08-03,-,-30.0586548,-51.1694455
APARTAMENTO,ALUGAR,1705,1350,ALAMEDA,TRES DE OUTUBRO,SARANDI,PORTO ALEGRE,RS,40.0,2,1,1,421144,0,0,0,0,2023-08-03,-,-29.9951328,-51.1235163
APARTAMENTO,ALUGAR,3605,3000,RUA,PROFESSOR FREITAS E CASTRO,AZENHA,PORTO ALEGRE,RS,41.0,1,1,1,415726,0,0,0,1,2023-08-03,-,-30.0470146,-51.2097451
APARTAMENTO,ALUGAR,3421,2500,RUA,ENGENHEIRO ARNALDO GLADOCH,SARANDI,PORTO ALEGRE,RS,81.0,3,2,1,415950,0,0,0,0,2023-08-03,-,-30.0051916,-51.136642
APARTAMENTO,ALUGAR,1205,1000,RUA,CORONEL JOAO CORREA,PASSO DA AREIA,PORTO ALEGRE,RS,42.0,1,1,1,416352,0,0,0,1,2023-08-03,-,-29.8246848,-51.1473274
APARTAMENTO,ALUGAR,3160,2800,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,0,1,415342,0,0,0,0,2023-08-03,-,-30.0586548,-51.1694455
APARTAMENTO,ALUGAR,5120,4500,RUA,MIGUEL TOSTES,MOINHOS DE VENTO,PORTO ALEGRE,RS,56.0,2,1,1,417806,0,0,0,0,2023-08-03,-,-30.0335033,-51.2056846
APARTAMENTO,ALUGAR,5120,4500,RUA,MIGUEL TOSTES,MOINHOS DE VENTO,PORTO ALEGRE,RS,58.0,2,1,2,417807,0,0,0,0,2023-08-03,-,-30.0335033,-51.2056846
KITNET/JK,ALUGAR,931,750,RUA,VICENTE DA FONTOURA,SANTANA,PORTO ALEGRE,RS,35.0,1,0,1,417915,0,0,0,0,2023-08-03,-,-30.0363907,-51.1957673
APARTAMENTO,ALUGAR,2351,2000,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,27.0,1,1,1,416759,0,0,0,0,2023-08-03,-,-30.0586548,-51.1694455
KITNET/JK,ALUGAR,1325,1100,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,30.0,1,0,1,416856,0,0,0,0,2023-08-03,-,-30.0399646,-51.1714215
APARTAMENTO,ALUGAR,3807,2800,RUA,DOUTOR RODRIGUES ALVES,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,96.0,3,2,1,416888,0,0,0,0,2023-08-03,-,-30.0396885,-51.1614054
LOFT,ALUGAR,4116,3600,RUA,LUIZ SO,PETROPOLIS,PORTO ALEGRE,RS,47.0,1,1,2,418311,0,0,0,0,2023-08-03,-,-30.0393365,-51.1931319
APARTAMENTO,ALUGAR,2650,2000,RUA,PROFESSOR CARVALHO DE FREITAS,TERESOPOLIS,PORTO ALEGRE,RS,68.0,3,1,1,402158,0,0,0,0,2023-08-03,-,-30.0814124,-51.199223
APARTAMENTO,ALUGAR,1738,1200,RUA,CHICO PEDRO,CAMAQUA,PORTO ALEGRE,RS,39.0,1,0,1,402617,0,0,0,0,2023-08-03,-,-30.0985965,-51.2437686
APARTAMENTO,ALUGAR,4275,3400,AVENIDA,JOAO PESSOA,SANTANA,PORTO ALEGRE,RS,75.0,2,2,2,402694,0,0,0,0,2023-08-03,-,-30.0470064,-51.211756
CASA EM CONDOMINIO,ALUGAR,1941,1650,RUA,DORIVAL CASTILHOS MACHADO,HIPICA,PORTO ALEGRE,RS,97.0,2,1,1,411025,0,0,0,0,2023-08-03,-,-30.1627409,-51.1935192
APARTAMENTO,ALUGAR,3789,3000,RUA,CURVELO,PETROPOLIS,PORTO ALEGRE,RS,45.0,1,0,1,411655,0,0,0,0,2023-08-03,-,-30.0399567,-51.1744982
APARTAMENTO,ALUGAR,2415,1950,RUA,MARCILIO DIAS,MENINO DEUS,PORTO ALEGRE,RS,79.0,2,0,2,411738,0,0,0,0,2023-08-03,-,-29.60434,-51.1663102
APARTAMENTO,ALUGAR,30836,24900,RUA,TOBIAS DA SILVA,MOINHOS DE VENTO,PORTO ALEGRE,RS,292.0,4,4,5,411750,0,0,0,0,2023-08-03,-,-30.0226445,-51.1998317
APARTAMENTO,ALUGAR,9215,8000,AVENIDA,PEREIRA PASSOS,VILA ASSUNCAO,PORTO ALEGRE,RS,164.0,3,4,2,403990,0,0,0,0,2023-08-03,-,-30.0999926,-51.2647387
COBERTURA,ALUGAR,10147,8000,RUA,JOSE GOMES,TRISTEZA,PORTO ALEGRE,RS,251.0,3,2,2,407966,0,0,0,1,2023-08-03,-,-30.1051882,-51.2510142
CASA EM CONDOMINIO,ALUGAR,2814,2300,RUA,GENERAL GOMES CARNEIRO,MEDIANEIRA,PORTO ALEGRE,RS,117.0,3,1,2,410184,0,0,0,1,2023-08-03,-,-30.0700694,-51.2111577
APARTAMENTO,ALUGAR,1605,1200,AVENIDA,SARANDI,SARANDI,PORTO ALEGRE,RS,52.0,2,1,1,410187,0,0,0,0,2023-08-03,-,-30.0013548,-51.1250058
APARTAMENTO,ALUGAR,1929,1400,RUA,FERREIRA VIANA,PETROPOLIS,PORTO ALEGRE,RS,55.0,2,0,2,410497,0,0,0,0,2023-08-03,-,-30.0461578,-51.1890551
APARTAMENTO,ALUGAR,1803,1460,RUA,ROQUE CALAGE,PASSO DA AREIA,PORTO ALEGRE,RS,38.0,1,0,1,414024,0,0,0,0,2023-08-03,-,-30.0145437,-51.1635877
APARTAMENTO,ALUGAR,1642,1300,RUA,EUCLYDES DA CUNHA,PARTENON,PORTO ALEGRE,RS,57.0,2,0,1,412877,0,0,0,0,2023-08-03,-,-,-
APARTAMENTO,ALUGAR,4325,2500,LARGO,DOS CAIXEIROS VIAJANTES,MOINHOS DE VENTO,PORTO ALEGRE,RS,113.0,3,1,2,412886,0,0,0,0,2023-08-03,-,-30.0293697,-51.20079889802839
APARTAMENTO,ALUGAR,4526,3700,RUA,MAESTRO SALVADOR CAMPANELLA,JARDIM ITU,PORTO ALEGRE,RS,118.0,3,1,2,413430,0,0,0,1,2023-08-03,-,-30.0139719,-51.1366302
APARTAMENTO,ALUGAR,3716,2900,RUA,DOUTOR MARIO TOTTA,TRISTEZA,PORTO ALEGRE,RS,87.0,3,2,2,408507,0,0,0,0,2023-08-03,-,-30.1146455,-51.2544506
APARTAMENTO,ALUGAR,1656,1400,RUA,SOUZA REIS,SAO JOAO,PORTO ALEGRE,RS,64.0,1,0,1,412132,0,0,0,0,2023-08-03,-,-30.0055066,-51.1902087
APARTAMENTO,ALUGAR,2211,1650,RUA,WALDEMAR PINHEIRO CANTERGI,SARANDI,PORTO ALEGRE,RS,57.0,2,1,3,418145,0,0,0,0,2023-08-03,-,-,-
APARTAMENTO,ALUGAR,1381,1200,RUA,DOMINGOS CRESCENCIO,SANTANA,PORTO ALEGRE,RS,39.0,1,1,1,418214,0,0,0,0,2023-08-03,-,-30.047411,-51.2035967
APARTAMENTO,ALUGAR,1237,1000,RUA,MARECHAL FRANCISCO ANTONIO BITENCOURT,JARDIM LEOPOLDINA,PORTO ALEGRE,RS,78.0,2,0,1,410029,0,0,0,0,2023-08-03,-,-30.0181661,-51.1079368
APARTAMENTO,ALUGAR,2197,1700,RUA,LANDEL DE MOURA,TRISTEZA,PORTO ALEGRE,RS,77.0,3,1,1,398394,0,0,0,0,2023-08-03,-,-30.1090502,-51.2352389
APARTAMENTO,ALUGAR,1632,1400,RUA,SANTANA,FARROUPILHA,PORTO ALEGRE,RS,59.0,2,0,2,399821,0,0,0,0,2023-08-03,-,-30.045428,-51.209781
APARTAMENTO,ALUGAR,2647,1900,RUA,TENENTE ARY TARRAGO,JARDIM ITU,PORTO ALEGRE,RS,61.0,3,1,2,400058,0,0,0,0,2023-08-03,-,-30.0315763,-51.1345354
COBERTURA,ALUGAR,5126,3410,RUA,MONSENHOR VERAS,SANTANA,PORTO ALEGRE,RS,173.0,2,2,3,400311,0,0,0,0,2023-08-03,-,-30.050344,-51.2025021
APARTAMENTO,ALUGAR,4065,3335,RUA,FREDERICO OTAVIO DOMINGUES BARBOSA,SAO SEBASTIAO,PORTO ALEGRE,RS,75.0,3,1,2,400871,0,0,0,0,2023-08-03,-,-30.0056294,-51.1415747
CASA EM CONDOMINIO,ALUGAR,18275,15200,RUA,SAO LEOPOLDO,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,337.0,4,4,3,400936,0,0,0,0,2023-08-03,-,-29.7242468,-51.138805
APARTAMENTO,ALUGAR,3075,2400,AVENIDA,GETULIO VARGAS,MENINO DEUS,PORTO ALEGRE,RS,100.0,3,1,2,394150,0,0,0,0,2023-08-03,-,-29.6526379,-50.5738717
APARTAMENTO,ALUGAR,1520,1200,RUA,OSMINDO JULIO KUHN,PARQUE SANTA FE,PORTO ALEGRE,RS,45.0,2,1,1,397320,0,0,0,0,2023-08-03,-,-30.0127222,-51.1060638
APARTAMENTO,ALUGAR,3042,2500,RUA,JOAQUIM NABUCO,CIDADE BAIXA,PORTO ALEGRE,RS,49.0,1,2,1,397573,0,0,0,0,2023-08-03,-,-29.684386,-51.1331489
APARTAMENTO,ALUGAR,2045,1650,RUA,MALI,VILA IPIRANGA,PORTO ALEGRE,RS,92.0,2,1,1,388095,0,0,0,0,2023-08-03,-,-30.011708,-51.1485985
APARTAMENTO,ALUGAR,2127,1500,RUA,ENGENHEIRO SADI CASTRO,SARANDI,PORTO ALEGRE,RS,50.0,2,1,2,388117,0,0,0,0,2023-08-03,-,-30.0086446,-51.1325342
APARTAMENTO,ALUGAR,2560,2000,RUA,DOM DIOGO DE SOUZA,CRISTO REDENTOR,PORTO ALEGRE,RS,108.0,3,1,3,383306,0,0,0,0,2023-08-03,-,-30.0158439,-51.1544919
APARTAMENTO,ALUGAR,1350,900,AVENIDA,ROMEU SAMARANI FERREIRA,VILA NOVA,PORTO ALEGRE,RS,52.0,2,0,1,383937,0,0,0,0,2023-08-03,-,-30.1267626,-51.2040403
APARTAMENTO,ALUGAR,2145,1800,RUA,DOUTORA RITA LOBATO,PRAIA DE BELAS,PORTO ALEGRE,RS,61.0,2,0,1,384146,0,0,0,0,2023-08-03,-,-30.0454551,-51.2285595
APARTAMENTO,ALUGAR,2015,1500,AVENIDA,DA AZENHA,AZENHA,PORTO ALEGRE,RS,103.0,3,0,1,384529,0,0,0,0,2023-08-03,-,-30.0477,-51.2135798
APARTAMENTO,ALUGAR,1228,1000,RUA,DOS MAIAS,RUBEM BERTA,PORTO ALEGRE,RS,42.0,2,0,1,378453,0,0,0,0,2023-08-03,-,-30.0028444,-51.0982242
APARTAMENTO,ALUGAR,1151,900,RUA,CARLOS ESTEVAO,JARDIM LEOPOLDINA,PORTO ALEGRE,RS,43.0,1,0,1,378535,0,0,0,0,2023-08-03,-,-30.0168812,-51.1146029
APARTAMENTO,ALUGAR,2001,2000,AVENIDA,CORONEL LUCAS DE OLIVEIRA,PETROPOLIS,PORTO ALEGRE,RS,59.0,2,0,3,380742,0,0,0,0,2023-08-03,-,-30.0394093,-51.1944332
APARTAMENTO,ALUGAR,1331,1000,RUA,LASAR SEGALL,SAO SEBASTIAO,PORTO ALEGRE,RS,59.0,2,0,2,381064,0,0,0,0,2023-08-03,-,-30.0003436,-51.1476629
APARTAMENTO,ALUGAR,1595,1400,RUA,LUIZ DE CAMOES,SANTO ANTONIO,PORTO ALEGRE,RS,37.0,1,0,1,365499,0,0,0,0,2023-08-03,-,-30.0535097,-51.2003749
COBERTURA,ALUGAR,4961,3500,RUA,TENENTE-CORONEL FABRICIO PILAR,MONT SERRAT,PORTO ALEGRE,RS,155.0,2,2,4,348570,0,0,0,0,2023-08-03,-,-30.0255215,-51.1901719
COBERTURA,ALUGAR,10220,8300,RUA,FARIA SANTOS,PETROPOLIS,PORTO ALEGRE,RS,185.0,3,2,2,350088,0,0,0,0,2023-08-03,-,-30.0492505,-51.1913718
APARTAMENTO,ALUGAR,2758,2300,AVENIDA,JOAO PESSOA,CIDADE BAIXA,PORTO ALEGRE,RS,77.0,2,0,1,334356,0,0,0,0,2023-08-03,-,-30.0470064,-51.211756
APARTAMENTO,ALUGAR,3530,2650,RUA,BUENOS AIRES,JARDIM BOTANICO,PORTO ALEGRE,RS,58.0,2,1,2,318626,0,0,0,0,2023-08-03,-,-30.0534029,-51.1909497
APARTAMENTO,ALUGAR,3881,3370,AVENIDA,DOUTOR NILO PECANHA,CHACARA DAS PEDRAS,PORTO ALEGRE,RS,40.0,1,1,1,318692,0,0,0,0,2023-08-03,-,-30.0290116,-51.1578614
APARTAMENTO,ALUGAR,3119,2250,RUA,QUINTINO BOCAIUVA,FLORESTA,PORTO ALEGRE,RS,53.0,1,1,2,321830,0,0,0,0,2023-08-03,-,-29.6808939,-51.1207451
APARTAMENTO,ALUGAR,4700,3100,AVENIDA,POLONIA,SAO GERALDO,PORTO ALEGRE,RS,82.0,3,1,3,312898,0,0,0,0,2023-08-03,-,-30.0110495,-51.1951675
APARTAMENTO,ALUGAR,2701,1950,AVENIDA,BENTO GONCALVES,AGRONOMIA,PORTO ALEGRE,RS,72.0,3,1,2,338610,0,0,0,0,2023-08-03,-,-30.0760656,-51.1315976
APARTAMENTO,ALUGAR,1241,1000,RUA,CIPO,PASSO DA AREIA,PORTO ALEGRE,RS,38.0,1,1,2,297181,0,0,0,0,2023-08-03,-,-29.8680135,-51.116264
APARTAMENTO,ALUGAR,4225,3000,AVENIDA,BORGES DE MEDEIROS,PRAIA DE BELAS,PORTO ALEGRE,RS,46.0,1,1,2,309024,0,0,0,1,2023-08-03,-,-29.6611245,-50.5844571
APARTAMENTO,ALUGAR,6138,4800,RUA,DOUTOR FREIRE ALEMAO,MONT SERRAT,PORTO ALEGRE,RS,122.0,3,1,2,301780,0,0,0,0,2023-08-03,-,-30.0230105,-51.1921611
APARTAMENTO,ALUGAR,1471,1240,RUA,RIACHUELO,CENTRO HISTORICO,PORTO ALEGRE,RS,43.0,1,0,1,257366,0,0,0,0,2023-08-03,-,-30.0327864,-51.2345941
APARTAMENTO,ALUGAR,1789,1400,AVENIDA,NILOPOLIS,BELA VISTA,PORTO ALEGRE,RS,72.0,2,1,2,242051,0,0,0,0,2023-08-03,-,-30.0383063,-51.189399
APARTAMENTO,ALUGAR,1929,1200,PRACA,CONDE DE PORTO ALEGRE,CENTRO HISTORICO,PORTO ALEGRE,RS,75.0,2,0,2,232292,0,0,0,0,2023-08-03,-,-30.0318527,-51.22461572375814
APARTAMENTO,ALUGAR,1692,1200,RUA,CORONEL FERNANDO MACHADO,CENTRO HISTORICO,PORTO ALEGRE,RS,42.0,1,0,1,430092,0,0,0,0,2023-08-03,-,-30.0349543,-51.2279804
APARTAMENTO,ALUGAR,1034,800,RUA,PROFESSOR ABILIO AZAMBUJA,JARDIM DO SALSO,PORTO ALEGRE,RS,42.0,1,0,1,430096,0,0,0,0,2023-08-03,-,-30.0474144,-51.1649083
APARTAMENTO,ALUGAR,1582,1300,AVENIDA,DA CAVALHADA,CAVALHADA,PORTO ALEGRE,RS,90.0,2,0,2,430104,0,0,0,0,2023-08-03,-,-30.0953116,-51.225989
APARTAMENTO,ALUGAR,2493,1800,RUA,SAO VICENTE,RIO BRANCO,PORTO ALEGRE,RS,100.0,3,0,2,430120,0,0,0,0,2023-08-03,-,-29.7633191,-51.154426
APARTAMENTO,ALUGAR,4016,3400,RUA,ANITA GARIBALDI,BOA VISTA,PORTO ALEGRE,RS,42.0,1,1,1,430245,0,0,0,0,2023-08-03,-,-30.022182,-51.1738111
APARTAMENTO,ALUGAR,2242,1700,RUA,CORONEL MASSOT,CRISTAL,PORTO ALEGRE,RS,56.0,2,0,1,430252,0,0,0,0,2023-08-03,-,-30.1000257,-51.2436587
APARTAMENTO,ALUGAR,1122,700,RUA,DOUTOR PEREIRA NETO,TRISTEZA,PORTO ALEGRE,RS,48.0,1,1,1,430265,0,0,0,0,2023-08-03,-,-30.1067885,-51.2363146
COBERTURA,ALUGAR,4138,3500,RUA,BARONESA DO GRAVATAI,CIDADE BAIXA,PORTO ALEGRE,RS,117.0,2,0,1,430272,0,0,0,1,2023-08-03,-,-30.0429701,-51.2260015
APARTAMENTO,ALUGAR,1524,1100,RUA,DEODORO,MARIO QUINTANA,PORTO ALEGRE,RS,51.0,3,1,1,430944,0,0,0,0,2023-08-03,-,-30.0361606,-51.1163607
APARTAMENTO,ALUGAR,1739,1300,AVENIDA,JOSE ALOISIO FILHO,HUMAITA,PORTO ALEGRE,RS,54.0,2,1,1,431106,0,0,0,1,2023-08-03,-,-29.9764724,-51.1825072
APARTAMENTO,ALUGAR,1627,1250,RUA,OSMINDO JULIO KUHN,PARQUE SANTA FE,PORTO ALEGRE,RS,40.0,2,1,1,431107,0,0,0,0,2023-08-03,-,-30.0127222,-51.1060638
APARTAMENTO,ALUGAR,1404,950,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,31.0,1,0,1,431152,0,0,0,0,2023-08-03,-,-30.0336261,-51.228012
APARTAMENTO,ALUGAR,4186,2800,AVENIDA,OSVALDO ARANHA,BOM FIM,PORTO ALEGRE,RS,160.0,3,0,1,431710,0,0,0,0,2023-08-03,-,-30.0354441,-51.2112849
APARTAMENTO,ALUGAR,1852,1500,AVENIDA,ASSIS BRASIL,CRISTO REDENTOR,PORTO ALEGRE,RS,75.0,2,0,1,431721,0,0,0,0,2023-08-03,-,-29.9799682,-51.1144159
APARTAMENTO,ALUGAR,2366,1700,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,40.0,1,1,1,431746,0,0,0,0,2023-08-03,-,-30.0293303,-51.2148669
APARTAMENTO,ALUGAR,1280,900,RUA,ANGELO BARCELOS,VILA JOAO PESSOA,PORTO ALEGRE,RS,40.0,1,0,1,431771,0,0,0,0,2023-08-03,-,-30.0643542,-51.1760383
APARTAMENTO,ALUGAR,2973,2200,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,67.0,3,1,2,431796,0,0,0,0,2023-08-03,-,-30.0760656,-51.1315976
APARTAMENTO,ALUGAR,966,800,RUA,TARCILA MORAES DUTRA,SANTA ROSA DE LIMA,PORTO ALEGRE,RS,50.0,2,0,1,431801,0,0,0,0,2023-08-03,-,-30.0027332,-51.0938786
APARTAMENTO GARDEN,ALUGAR,2623,2200,RUA,GUILHERME ALVES,PETROPOLIS,PORTO ALEGRE,RS,85.0,2,0,1,431866,0,0,0,0,2023-08-03,-,-30.0516693,-51.1863278
APARTAMENTO,ALUGAR,3257,2300,RUA,VEADOR PORTO,SANTANA,PORTO ALEGRE,RS,58.0,2,1,1,431867,0,0,0,0,2023-08-03,-,-30.0508704,-51.2010612
