TIPO,OFERTA,VALORES,VALORES_PROMO,RUA/AV,LOGRADOURO,LOCATION,CITY,STATE,AREA,QUARTO,GARAGEM,BANHEIRO,KEY,ALUGA_RAPIDO_SEM_FIADOR_OU_GARANTIAS,AUXI_PLUS,EXCLUSIVO,MOBILIADO,DATA_ANUNCIO,DATA_RETIRADA,LAT_STREET,LON_STREET
APARTAMENTO,ALUGAR,2680,2300,RUA,CAPITAO PEDRO WERLANG,PARTENON,PORTO ALEGRE,RS,52.0,2,1,2,410900,0,0,0,0,2023-08-05,-,-30.065304,-51.1518789
APARTAMENTO,ALUGAR,2256,1900,RUA,CAPITAO PEDRO WERLANG,PARTENON,PORTO ALEGRE,RS,38.0,1,1,1,410903,0,0,0,0,2023-08-05,-,-30.065304,-51.1518789
APARTAMENTO,ALUGAR,2674,2300,RUA,CAPITAO PEDRO WERLANG,PARTENON,PORTO ALEGRE,RS,52.0,2,1,2,410927,0,0,0,0,2023-08-05,-,-30.065304,-51.1518789
APARTAMENTO,ALUGAR,1999,1300,AVENIDA,ERICO VERISSIMO,MENINO DEUS,PORTO ALEGRE,RS,50.0,1,1,1,341540,0,0,0,0,2023-08-05,-,-30.0444453,-51.2203463
CASA,ALUGAR,3809,3500,RUA,SAUDAVEL,MEDIANEIRA,PORTO ALEGRE,RS,200.0,3,4,3,327992,0,0,0,0,2023-08-05,-,-30.0619199,-51.2077739
APARTAMENTO,ALUGAR,1795,1500,RUA,GENERAL CANABARRO,CENTRO HISTORICO,PORTO ALEGRE,RS,48.0,2,0,1,304759,0,0,0,0,2023-08-05,-,-30.0321882,-51.236175
APARTAMENTO,ALUGAR,965,800,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,21.0,1,0,1,421505,0,0,0,0,2023-08-05,-,-30.0310212,-51.2247936
APARTAMENTO,ALUGAR,1195,840,RUA,EUCLYDES DA CUNHA,PARTENON,PORTO ALEGRE,RS,44.0,1,1,1,435009,1,0,0,0,2023-08-06,-,,
APARTAMENTO,ALUGAR,4587,3400,RUA,SANTA TEREZINHA,BOM FIM,PORTO ALEGRE,RS,126.0,3,0,1,391136,0,0,0,0,2023-08-06,-,,
APARTAMENTO,ALUGAR,1547,1400,RUA,ALVARO CHAVES,FLORESTA,PORTO ALEGRE,RS,40.0,1,0,2,327860,0,0,0,0,2023-08-06,-,,
APARTAMENTO,ALUGAR,3500,3150,RUA,ANITA GARIBALDI,MONT SERRAT,PORTO ALEGRE,RS,73.0,2,2,2,251683,0,1,1,1,2023-08-07,-,,
COBERTURA,ALUGAR,5195,3300,RUA,SAO FRANCISCO DA CALIFORNIA,HIGIENOPOLIS,PORTO ALEGRE,RS,156.0,2,2,2,318639,1,0,1,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,4100,3500,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,51.0,1,1,2,411029,0,1,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3592,3100,AVENIDA,DOS CUBANOS,PARTENON,PORTO ALEGRE,RS,40.0,1,1,1,423458,0,1,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3878,3300,RUA,ITABORAI,JARDIM BOTANICO,PORTO ALEGRE,RS,72.0,2,1,3,435248,0,1,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2973,2500,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,27.0,1,0,1,432226,0,0,0,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,2777,2250,RUA,VINTE E QUATRO DE OUTUBRO,AUXILIADORA,PORTO ALEGRE,RS,24.0,1,0,2,430544,0,0,0,0,2023-08-07,-,,
LOFT,ALUGAR,2699,2250,RUA,VINTE E QUATRO DE OUTUBRO,AUXILIADORA,PORTO ALEGRE,RS,24.0,1,0,1,411215,0,0,0,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,3000,2700,PRACA,DOUTOR GASTAO SANTOS,PASSO DA AREIA,PORTO ALEGRE,RS,65.0,2,1,2,398485,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3000,2700,PRACA,DOUTOR GASTAO SANTOS,PASSO DA AREIA,PORTO ALEGRE,RS,65.0,2,1,1,398498,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1148,900,RUA,SEIS DE NOVEMBRO,PROTASIO ALVES,PORTO ALEGRE,RS,50.0,2,0,1,436876,1,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3654,2390,RUA,LIBERO BADARO,PASSO DA AREIA,PORTO ALEGRE,RS,82.0,2,1,2,300974,0,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2135,1350,RUA,TENENTE ARY TARRAGO,JARDIM ITU,PORTO ALEGRE,RS,48.0,2,1,1,304511,0,0,1,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,4404,2700,AVENIDA,PANAMERICANA,JARDIM LINDOIA,PORTO ALEGRE,RS,129.0,3,1,2,292772,0,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3968,3000,RUA,ITABORAI,JARDIM BOTANICO,PORTO ALEGRE,RS,50.0,2,1,2,432642,0,0,1,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,2145,1600,AVENIDA,MARECHAL ANDREA,BOA VISTA,PORTO ALEGRE,RS,65.0,2,0,1,436948,1,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1818,1290,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,53.0,1,1,1,339365,0,0,1,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,1896,1500,RUA,EUCLYDES MIRANDA,PARTENON,PORTO ALEGRE,RS,84.0,2,1,1,329609,0,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,936,700,AVENIDA,VENANCIO AIRES,CIDADE BAIXA,PORTO ALEGRE,RS,30.0,1,0,1,279157,0,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3248,2400,RUA,FREDERICO OTAVIO DOMINGUES BARBOSA,SAO SEBASTIAO,PORTO ALEGRE,RS,65.0,2,1,2,303849,0,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1660,1300,AVENIDA,PROTASIO ALVES,PETROPOLIS,PORTO ALEGRE,RS,68.0,1,0,1,240759,0,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2627,1700,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,126.0,3,0,2,424147,0,0,1,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2237,1600,AVENIDA,INDEPENDENCIA,INDEPENDENCIA,PORTO ALEGRE,RS,60.0,1,1,1,298948,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1585,1200,RUA,TENENTE ARY TARRAGO,JARDIM ITU,PORTO ALEGRE,RS,57.0,2,1,1,435035,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,4137,3500,AVENIDA,SENADOR TARSO DUTRA,PETROPOLIS,PORTO ALEGRE,RS,49.0,1,1,2,411023,1,0,0,0,2023-08-07,-,,
KITNET/JK,ALUGAR,1206,1000,RUA,GENERAL LIMA E SILVA - DE 201 A 869 - LADO IMPAR,CIDADE BAIXA,PORTO ALEGRE,RS,29.0,1,0,1,418913,1,0,0,0,2023-08-07,-,,
COBERTURA,ALUGAR,3838,3200,RUA,BARONESA DO GRAVATAI,CIDADE BAIXA,PORTO ALEGRE,RS,117.0,2,0,1,430272,1,0,0,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,2385,1900,RUA,DOM DIOGO DE SOUZA,CRISTO REDENTOR,PORTO ALEGRE,RS,58.0,2,1,1,436740,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1280,900,RUA,ANGELO BARCELOS,PARTENON,PORTO ALEGRE,RS,40.0,1,0,1,431771,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2071,1700,RUA,IRMA TERESILDA STEFFEN,PROTASIO ALVES,PORTO ALEGRE,RS,50.0,2,0,1,242117,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3474,2700,RUA,GENERAL LIMA E SILVA,CIDADE BAIXA,PORTO ALEGRE,RS,48.0,1,1,2,285907,0,0,0,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,3355,2600,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,67.0,2,1,2,436661,1,0,0,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,2644,2200,RUA,BOTAFOGO,MENINO DEUS,PORTO ALEGRE,RS,90.0,3,0,1,436940,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1035,850,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,31.0,1,0,1,421371,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3021,2400,RUA,LIMOEIRO,CRISTO REDENTOR,PORTO ALEGRE,RS,67.0,2,1,2,338847,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1627,1380,RUA,GUILHERME ALVES,JARDIM BOTANICO,PORTO ALEGRE,RS,44.0,1,0,2,435020,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2413,1700,AVENIDA,EDUARDO PRADO,CAVALHADA,PORTO ALEGRE,RS,81.0,3,1,2,435290,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2538,2300,RUA,DEZESSETE DE JUNHO,MENINO DEUS,PORTO ALEGRE,RS,60.0,2,0,1,436893,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2512,1900,TRAVESSA,MIRANDA E CASTRO,FARROUPILHA,PORTO ALEGRE,RS,73.0,2,0,2,432836,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2037,1700,RUA,PORTUGUESA,PARTENON,PORTO ALEGRE,RS,45.0,1,1,1,342302,0,0,0,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,1262,900,RUA,ORFANOTROFIO,SANTA TEREZA,PORTO ALEGRE,RS,39.0,1,0,2,280500,0,0,0,0,2023-08-07,-,,
KITNET/JK,ALUGAR,1025,850,AVENIDA,TAQUARA,PETROPOLIS,PORTO ALEGRE,RS,35.0,1,0,1,308902,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,5920,4500,RUA,FELICISSIMO DE AZEVEDO,AUXILIADORA,PORTO ALEGRE,RS,114.0,3,2,2,271701,0,0,0,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,2590,1950,RUA,PROFESSOR CRISTIANO FISCHER,PETROPOLIS,PORTO ALEGRE,RS,60.0,2,1,2,233455,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1768,1390,AVENIDA,AMAZONAS,SAO GERALDO,PORTO ALEGRE,RS,77.0,3,0,1,255739,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3316,2800,RUA,EUDORO BERLINK,MONT SERRAT,PORTO ALEGRE,RS,102.0,2,1,2,413156,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,4755,3900,RUA,FERNANDO ABBOTT,CRISTO REDENTOR,PORTO ALEGRE,RS,99.0,3,2,2,431656,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2465,2100,RUA,JARI,PASSO DA AREIA,PORTO ALEGRE,RS,40.0,1,1,1,434972,0,0,0,1,2023-08-07,-,,
APARTAMENTO,ALUGAR,3014,2500,RUA,JOSE DE ALENCAR,MENINO DEUS,PORTO ALEGRE,RS,53.0,1,1,2,423870,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,3419,2600,AVENIDA,CORONEL LUCAS DE OLIVEIRA,PETROPOLIS,PORTO ALEGRE,RS,79.0,2,1,1,422382,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,4496,3300,RUA,DONA AUGUSTA,MENINO DEUS,PORTO ALEGRE,RS,144.0,3,2,3,432187,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,5150,4300,RUA,SILVA JARDIM,MONT SERRAT,PORTO ALEGRE,RS,86.0,2,1,1,422754,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,964,750,RUA,RAMIRO BARCELOS,FLORESTA,PORTO ALEGRE,RS,35.0,1,0,1,273391,0,0,0,0,2023-08-07,-,,
CASA,ALUGAR,8980,8500,AVENIDA,EMILIO SCHLABITZ NETO,MORRO SANTANA,PORTO ALEGRE,RS,329.0,3,2,4,276235,0,0,0,0,2023-08-07,-,,
CASA,ALUGAR,15000,14000,RUA,VINTE E CINCO DE JULHO,SAO JOAO,PORTO ALEGRE,RS,840.0,4,4,4,436771,0,0,0,0,2023-08-07,-,,
CASA,ALUGAR,5090,4800,RUA,DOUTOR PITREZ,IPANEMA,PORTO ALEGRE,RS,259.0,4,5,3,436896,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,1631,1250,ALAMEDA,TRES DE OUTUBRO,SARANDI,PORTO ALEGRE,RS,40.0,2,1,1,436901,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2341,1500,AVENIDA,LAVRAS,PETROPOLIS,PORTO ALEGRE,RS,50.0,1,0,1,369136,0,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2196,1800,RUA,VICENTE FAILACE,TRISTEZA,PORTO ALEGRE,RS,72.0,2,0,1,422269,1,0,0,0,2023-08-07,-,,
APARTAMENTO,ALUGAR,2500,2000,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,20.0,1,1,1,417785,1,1,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2997,2250,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,67.0,2,1,2,299936,1,0,1,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,3822,3400,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,30.0,1,1,1,402422,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2707,2400,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,1,0,1,418151,0,0,0,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,3395,3000,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,30.0,1,0,1,402812,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2500,2000,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,20.0,1,0,1,417744,1,1,0,0,2023-08-08,-,,
COBERTURA,ALUGAR,2900,2610,RUA,PINTO DA ROCHA,PARTENON,PORTO ALEGRE,RS,76.0,2,1,2,421536,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2050,1845,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,30.0,1,1,2,399637,0,0,1,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,2300,2070,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,30.0,1,0,2,399639,0,0,1,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,2050,1845,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,30.0,1,1,2,399640,0,0,1,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,2450,2205,RUA,GENERAL LIMA E SILVA - DE 201 A 869 - LADO IMPAR,CIDADE BAIXA,PORTO ALEGRE,RS,55.0,2,0,1,422385,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1743,1300,RUA,JOAO ALFREDO,CIDADE BAIXA,PORTO ALEGRE,RS,65.0,2,0,1,362994,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1730,1200,RUA,CORONEL FERNANDO MACHADO,CENTRO HISTORICO,PORTO ALEGRE,RS,42.0,1,0,1,330735,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,3266,2300,RUA,BARAO DO GRAVATAI,MENINO DEUS,PORTO ALEGRE,RS,69.0,2,1,2,308536,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1730,1300,AVENIDA,BENTO GONCALVES,PARTENON,PORTO ALEGRE,RS,81.0,2,0,2,437080,1,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2100,1650,RUA,SALDANHA DA GAMA,PARTENON,PORTO ALEGRE,RS,80.0,2,1,1,359797,0,0,1,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,1690,1190,RUA,EURICO LARA,MEDIANEIRA,PORTO ALEGRE,RS,70.0,2,0,1,333181,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2171,1550,RUA,HONORIO LEMOS,PARTENON,PORTO ALEGRE,RS,60.0,1,1,1,330761,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1658,1200,RUA,HONORIO LEMOS,PARTENON,PORTO ALEGRE,RS,45.0,1,1,1,260400,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1678,1100,RUA,HONORIO LEMOS,PARTENON,PORTO ALEGRE,RS,45.0,1,1,1,261146,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1165,790,RUA,MAX JUNIMAN,HUMAITA,PORTO ALEGRE,RS,55.0,2,0,2,367586,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,851,850,RUA,DOUTOR PIO FIORI DE AZEVEDO,VILA NOVA,PORTO ALEGRE,RS,35.0,1,0,1,333749,0,0,1,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,2175,1600,AVENIDA,BORGES DE MEDEIROS,CENTRO HISTORICO,PORTO ALEGRE,RS,68.0,1,0,1,436977,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1760,1500,RUA,COSTA,MENINO DEUS,PORTO ALEGRE,RS,50.0,2,0,1,437047,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1231,900,RUA,DEODORO,MARIO QUINTANA,PORTO ALEGRE,RS,45.0,1,1,1,437056,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1419,1200,RUA,ANTONIO JOAQUIM MESQUITA,PASSO DA AREIA,PORTO ALEGRE,RS,32.0,1,0,1,437063,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2944,2500,AVENIDA,DA AZENHA,AZENHA,PORTO ALEGRE,RS,75.0,2,1,1,437071,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,3206,2800,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,30.0,1,1,1,402409,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2022,1400,AVENIDA,JOAO WALLIG,PASSO DA AREIA,PORTO ALEGRE,RS,62.0,2,1,1,374480,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,878,450,RUA,DOUTOR FLORES,CENTRO HISTORICO,PORTO ALEGRE,RS,32.0,1,0,1,436681,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1571,1100,AVENIDA,NONOAI,NONOAI,PORTO ALEGRE,RS,60.0,2,1,1,436699,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2577,2200,RUA,CAPITAO PEDRO WERLANG,PARTENON,PORTO ALEGRE,RS,50.0,1,1,1,432466,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2616,2200,RUA,CAPITAO PEDRO WERLANG,PARTENON,PORTO ALEGRE,RS,50.0,2,1,1,432468,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2579,2200,RUA,CAPITAO PEDRO WERLANG,PARTENON,PORTO ALEGRE,RS,52.0,2,1,1,432488,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2514,2200,RUA,CAPITAO PEDRO WERLANG,PARTENON,PORTO ALEGRE,RS,52.0,2,1,1,432520,0,0,0,0,2023-08-08,-,,
KITNET/JK,ALUGAR,1652,1300,RUA,DOS ANDRADAS,CENTRO HISTORICO,PORTO ALEGRE,RS,33.0,1,0,1,305717,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1308,1050,RUA,GASTON ENGLERT,VILA IPIRANGA,PORTO ALEGRE,RS,46.0,1,0,1,313406,0,0,0,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,834,560,ESTRADA,JOAO DE OLIVEIRA REMIAO,AGRONOMIA,PORTO ALEGRE,RS,52.0,2,0,1,437139,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1823,1500,RUA,ADAO BAINO,CRISTO REDENTOR,PORTO ALEGRE,RS,57.0,2,0,2,437155,1,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1636,1150,RUA,OSWALDO PEREIRA DE FREITAS,PARTENON,PORTO ALEGRE,RS,40.0,2,1,1,390810,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1197,800,AVENIDA,GERMANO SCHMARCZEK,MORRO SANTANA,PORTO ALEGRE,RS,49.0,2,0,1,349516,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,5690,3980,RUA,MOSTARDEIRO,MOINHOS DE VENTO,PORTO ALEGRE,RS,151.0,3,1,1,437038,0,0,1,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,3227,2800,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,1,0,1,432638,0,0,0,0,2023-08-08,-,,
LOFT,ALUGAR,3425,2450,AVENIDA,BORGES DE MEDEIROS,PRAIA DE BELAS,PORTO ALEGRE,RS,38.0,1,1,2,331136,0,0,0,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,945,700,AVENIDA,VENANCIO AIRES,CIDADE BAIXA,PORTO ALEGRE,RS,28.0,1,0,1,290111,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1080,850,RUA,JOSE BARCELLOS GARCIA,RUBEM BERTA,PORTO ALEGRE,RS,38.0,2,0,1,244950,0,0,0,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,1441,950,RUA,JATAI,CRISTAL,PORTO ALEGRE,RS,44.0,1,0,1,354195,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1415,1050,RUA,HONORIO LEMOS,PARTENON,PORTO ALEGRE,RS,70.0,2,0,1,306729,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1019,750,RUA,GENERAL BENTO MARTINS,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,1,0,1,262201,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1401,1200,AVENIDA,BALTAZAR DE OLIVEIRA GARCIA,JARDIM LEOPOLDINA,PORTO ALEGRE,RS,50.0,1,0,1,276067,0,0,0,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,1440,1050,RUA,GENERAL CAMARA,CENTRO HISTORICO,PORTO ALEGRE,RS,45.0,1,0,1,233273,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,861,600,AVENIDA,SENADOR SALGADO FILHO,CENTRO HISTORICO,PORTO ALEGRE,RS,20.0,1,0,2,240945,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,651,650,RUA,RUA SANTO ANTONIO,FLORESTA,PORTO ALEGRE,RS,45.0,1,0,1,424143,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2584,2000,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,33.0,1,0,1,415481,0,1,0,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,2706,2300,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,29.0,1,0,1,411362,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1153,1000,RUA,CARLOS ESTEVAO,JARDIM LEOPOLDINA,PORTO ALEGRE,RS,55.0,2,0,1,376191,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1836,1500,AVENIDA,NITEROI,MEDIANEIRA,PORTO ALEGRE,RS,101.0,3,0,2,436872,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,5296,4000,RUA,MOSTARDEIRO,RIO BRANCO,PORTO ALEGRE,RS,187.0,2,0,3,437117,0,0,0,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,2518,2100,AVENIDA,JOAO PESSOA,CENTRO HISTORICO,PORTO ALEGRE,RS,34.0,1,1,2,422238,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,1971,1500,RUA,FELIX DA CUNHA,MOINHOS DE VENTO,PORTO ALEGRE,RS,88.0,2,0,1,401471,0,0,0,1,2023-08-08,-,,
APARTAMENTO,ALUGAR,1626,1300,RUA,OLINDA,SAO GERALDO,PORTO ALEGRE,RS,100.0,2,0,2,367510,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,2988,1900,RUA,CASEMIRO DE ABREU,BELA VISTA,PORTO ALEGRE,RS,70.0,2,1,1,264337,0,0,0,0,2023-08-08,-,,
APARTAMENTO,ALUGAR,3616,2900,AVENIDA,FRANCISCO PETUCO,BOA VISTA,PORTO ALEGRE,RS,49.0,1,1,1,435007,1,1,0,0,2023-08-09,-,,
APARTAMENTO,ALUGAR,2697,2325,RUA,VEADOR PORTO,SANTANA,PORTO ALEGRE,RS,50.0,1,1,1,432883,0,0,0,1,2023-08-09,-,,
APARTAMENTO,ALUGAR,1250,1215,RUA,DEODORO,MARIO QUINTANA,PORTO ALEGRE,RS,51.0,3,1,1,306209,1,0,1,1,2023-08-09,-,,
APARTAMENTO,ALUGAR,1700,1620,AVENIDA,IPIRANGA,PARTENON,PORTO ALEGRE,RS,45.0,1,1,1,271871,1,0,0,0,2023-08-09,-,,
KITNET/JK,ALUGAR,1687,1190,RUA,DUQUE DE CAXIAS,CENTRO HISTORICO,PORTO ALEGRE,RS,32.0,1,1,1,255196,0,0,1,0,2023-08-09,-,,
APARTAMENTO,ALUGAR,2205,1300,RUA,DOUTOR BARCELOS,TRISTEZA,PORTO ALEGRE,RS,62.0,2,1,2,364959,0,0,1,0,2023-08-09,-,,
APARTAMENTO,ALUGAR,1563,1150,RUA,DONA ZULMIRA,CAVALHADA,PORTO ALEGRE,RS,62.0,2,1,2,361335,0,0,1,0,2023-08-09,-,,
APARTAMENTO,ALUGAR,1773,1300,RUA,SANTO ANTONIO,FLORESTA,PORTO ALEGRE,RS,45.0,1,0,1,296118,0,0,1,1,2023-08-09,-,,
APARTAMENTO,ALUGAR,1837,1500,RUA,CORONEL VICENTE,CENTRO HISTORICO,PORTO ALEGRE,RS,40.0,1,0,1,242797,0,0,1,1,2023-08-09,-,,
APARTAMENTO,ALUGAR,3499,2900,RUA,SILVEIRO,MENINO DEUS,PORTO ALEGRE,RS,114.0,3,1,1,306576,0,0,1,1,2023-08-09,-,,
APARTAMENTO,ALUGAR,2484,1600,AVENIDA,IPIRANGA,JARDIM BOTANICO,PORTO ALEGRE,RS,69.0,2,1,1,274003,0,0,1,0,2023-08-09,-,,
APARTAMENTO,ALUGAR,3407,2700,RUA,SAPE,PASSO DA AREIA,PORTO ALEGRE,RS,68.0,2,1,2,419092,1,0,0,0,2023-08-09,-,,
APARTAMENTO,ALUGAR,2891,2400,RUA,FELIX DA CUNHA,FLORESTA,PORTO ALEGRE,RS,63.0,2,0,1,437161,1,0,0,0,2023-08-09,-,,
